レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010101,2026.6.13,土,函館,1函1,1,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,10:05,,馬齢,３歳
7,,13,,,,,ヨドノサファイア,,牝,3,24,12,28,中山,T,1200,良,5,7,未勝利*,35.6,先行,7,11,9,東京,T,1600,良,11,5,未勝利・牝*,34.6,中団,4,10,11,東京,T,1600,良,5,10,新馬,33.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ソレイユルヴァン,,牝,3,18,2,10,京都,T,1600,良,10,4,新馬,35.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,テンユウ,,牡,3,9,4,11,中山,T,1600,良,7,4,未勝利,35.3,中団,9,2,7,東京,T,1600,良,7,3,未勝利,34.5,中団,17,10,12,東京,T,1600,良,2,6,未勝利*,33.8,追込,4,9,13,中山,T,1600,稍,6,3,未勝利*,35.3,先行,14,6,7,東京,T,1600,良,7,4,新馬,35.2,後方,初
8,,16,,,,,ティンクルバレット,,牝,3,11,3,28,阪神,D,1200,稍,10,3,未勝利・牝,39.2,先行,7,2,8,小倉,T,1200,良,9,5,未勝利・牝,35.4,中団,2,1,25,小倉,T,1200,良,4,9,未勝利,34.4,先行,14,10,19,京都,T,1400,良,9,8,新馬,35.4,中団,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010102,2026.6.13,土,函館,1函1,2,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:35,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ワンダーアスク,,牝,3,10,4,5,阪神,D,1400,重,6,11,未勝利・牝,36.7,後方,2,3,22,阪神,D,1400,良,4,4,未勝利・牝,38.5,差し,5,2,14,小倉,T,1200,良,9,6,未勝利,36.0,中団,8,12,20,中京,T,1600,稍,7,6,未勝利・牝*,35.5,中団,2,12,6,阪神,T,1600,良,5,12,未勝利・牝*,34.0,中団,7
2,,2,,,,,コウソクユノ,,牝,3,9,4,11,中山,D,1800,重,3,4,未勝利・牝,40.1,先行,3,3,21,中山,D,1800,良,4,9,未勝利,40.2,先行,10,1,10,中山,D,1200,良,8,9,未勝利・牝,38.2,後方,3,12,21,中山,D,1200,重,5,6,新馬,37.0,中団,初,,,,,,,,,,,,
3,,3,,,,,ベルラフィネ,,牝,3,17,2,14,京都,D,1800,稍,7,6,未勝利・牝,41.7,先行,3,1,24,京都,D,1800,良,4,10,新馬,37.8,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,4,,,,,スマートコーラル,,牝,3,3,5,23,新潟,D,1800,稍,5,1,未勝利・牝,40.3,先行,3,5,2,新潟,D,1800,不,2,9,未勝利・牝,40.7,逃げ,3,4,11,阪神,D,1800,重,6,15,未勝利・牝,40.3,先行,3,3,22,阪神,D,1400,良,9,12,未勝利・牝,39.0,中団,14,12,14,中京,D,1800,稍,12,11,未勝利・牝*,43.1,先行,3
4,,5,,,,,ドゥブルヴェ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,ルージュアイラ,,牝,3,9,4,12,阪神,D,1400,稍,8,9,未勝利・牝,38.4,先行,11,1,24,小倉,T,2000,良,16,10,新馬,35.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,ビーチイン,,牝,3,9,4,11,中山,D,1800,重,2,2,未勝利・牝,39.2,ﾏｸﾘ,6,2,28,小倉,D,1700,不,4,8,未勝利・牝,38.2,先行,3,2,7,小倉,D,1700,良,5,13,未勝利・牝,40.1,逃げ,4,1,11,中山,D,1800,良,7,11,未勝利・牝,41.4,先行,7,11,24,東京,D,1600,良,7,12,未勝利*,37.8,中団,連
5,,8,,,,,コサージュ,,牝,3,16,2,22,小倉,D,1700,良,4,2,未勝利・牝,39.7,先行,連,2,14,小倉,D,1700,良,2,15,未勝利・牝,38.7,先行,11,11,29,京都,D,1400,良,9,11,未勝利*,38.8,中団,2,11,15,京都,D,1200,良,9,5,新馬,37.5,後方,初,,,,,,,,,,,,
6,,9,,,,,ファイネクローネ,,牝,3,11,3,28,阪神,T,1600,良,11,4,未勝利,35.2,中団,5,2,21,阪神,T,1600,良,9,13,未勝利,34.3,後方,19,10,11,京都,T,1400,良,5,12,新馬・牝,34.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,テンレッドサン,,牝,3,15,2,28,小倉,D,1700,不,2,6,未勝利・牝,37.2,先行,14,11,22,京都,D,1800,良,7,7,未勝利*,39.3,中団,2,11,9,東京,D,1600,稍,6,7,新馬,37.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,アンミックス,,牝,3,9,4,12,福島,D,1700,良,9,5,未勝利・牝,39.7,中団,4,3,14,阪神,D,1800,良,5,2,未勝利・牝,40.1,中団,7,1,25,中山,D,1800,良,3,1,新馬,40.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,エルファリス,,牝,3,17,2,14,小倉,D,1700,良,11,11,未勝利・牝,39.0,中団,3,1,25,小倉,T,2000,良,12,16,未勝利,35.6,後方,5,12,20,中山,T,1800,良,14,14,新馬・牝,36.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,ミリオンアップ,,牝,3,4,5,17,京都,D,1800,良,4,6,未勝利・牝,38.6,先行,2,5,3,京都,D,1800,稍,4,10,未勝利・牝,38.9,先行,3,4,11,阪神,D,1800,重,7,9,未勝利・牝,39.4,中団,11,1,25,京都,D,1400,良,9,7,未勝利・牝,38.5,中団,連,1,17,京都,D,1400,良,11,10,新馬・牝,38.7,中団,初
8,,14,,,,,テリオスリコ,,牝,3,9,4,11,阪神,D,1400,重,11,15,未勝利,38.2,後方,7,2,22,阪神,D,1800,良,7,6,未勝利・牝,40.2,中団,2,2,7,京都,D,1400,良,14,8,未勝利,38.1,後方,2,1,25,京都,D,1400,良,8,3,未勝利・牝,38.5,中団,4,12,28,阪神,D,1400,良,3,12,新馬,38.2,追込,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010103,2026.6.13,土,函館,1函1,3,,未勝利,ダート,1000,,2,良(暫定),晴(暫定),12,11:05,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,スイーヴル,,牝,3,8,4,19,福島,D,1150,良,6,4,未勝利,38.2,先行,7,3,1,小倉,D,1000,稍,3,4,未勝利,35.9,先行,2,2,14,小倉,D,1000,良,3,10,未勝利,36.5,差し,2,1,31,小倉,D,1000,良,6,13,未勝利,36.5,中団,6,12,20,中京,D,1200,稍,11,14,未勝利*,39.3,先行,9
2,,2,,,,,ミツカネメルクリオ,,牡,3,20,1,25,中山,D,1200,良,13,4,未勝利,41.6,中団,4,12,28,中山,D,1200,良,13,1,未勝利*,40.8,先行,3,12,6,中山,D,1200,良,3,2,新馬,38.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,B,3,,,,,ワイドアルバ,,牡,3,8,4,18,福島,D,1150,良,6,7,未勝利,37.8,先行,10,2,7,小倉,D,1000,良,6,5,未勝利,36.2,後方,5,1,4,京都,D,1200,良,12,11,未勝利,38.4,先行,6,11,24,福島,D,1150,良,7,9,未勝利*,38.5,中団,6,10,11,京都,D,1200,良,11,9,未勝利*,38.8,中団,3
4,,4,,,,,メイワメジェール,,牝,3,3,5,24,新潟,D,1200,稍,4,7,未勝利・牝,38.7,先行,10,3,14,阪神,T,1400,良,14,11,未勝利,35.3,中団,8,1,17,京都,T,2000,良,16,9,未勝利・牝,39.2,中団,4,12,20,中京,T,1600,稍,6,8,未勝利・牝*,35.8,中団,9,10,18,京都,T,1600,良,8,3,新馬・牝,36.1,先行,初
5,,5,,,,,モノノケ,,牝,3,9,4,12,阪神,D,1200,稍,9,10,未勝利,37.2,後方,2,3,28,阪神,D,1200,稍,8,12,未勝利・牝,36.6,後方,18,11,22,京都,D,1200,良,12,7,未勝利・牝*,38.0,中団,3,11,1,京都,D,1200,不,8,4,未勝利*,36.9,中団,3,10,11,京都,T,1400,良,8,13,新馬・牝,35.2,先行,初
5,,6,,,,,クロナ,,牡,3,8,4,19,阪神,D,1400,良,7,5,未勝利,38.6,先行,9,2,15,小倉,T,1200,稍,11,8,未勝利,36.5,先行,22,9,15,阪神,T,1600,良,7,4,新馬,34.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,ダイシンレスター,,牡,3,8,4,18,福島,T,1200,良,14,9,未勝利,36.4,中団,9,2,14,東京,T,1400,良,14,10,未勝利,36.1,逃げ,16,10,26,東京,T,1600,稍,11,5,未勝利*,43.4,逃げ,3,10,5,東京,T,1400,良,15,3,未勝利*,36.2,先行,4,9,7,中山,T,1800,良,7,8,新馬,35.8,逃げ,初
6,B,8,,,,,チュラヴェール,,牝,3,8,4,19,福島,D,1150,良,10,6,未勝利,38.3,中団,9,2,14,小倉,D,1000,良,8,3,未勝利,36.5,中団,2,1,31,小倉,D,1000,良,5,4,未勝利,36.2,中団,5,12,27,中山,D,1200,稍,12,6,未勝利*,40.7,逃げ,5,11,24,福島,D,1150,良,6,2,未勝利*,38.8,中団,15
7,,9,,,,,マーゴットオネイロ,,牡,3,15,3,1,小倉,D,1000,稍,2,3,未勝利,35.8,先行,2,2,14,小倉,D,1000,良,2,5,未勝利,36.7,先行,8,12,20,中京,D,1200,稍,6,8,未勝利*,38.0,中団,8,10,25,新潟,D,1200,良,10,7,未勝利*,39.9,中団,3,10,4,京都,D,1400,重,6,8,新馬,38.5,先行,初
7,,10,,,,,イングラム,,牡,3,8,4,19,福島,D,1150,良,8,9,未勝利,38.8,先行,9,2,14,京都,D,1400,稍,15,7,未勝利,41.6,逃げ,3,1,25,京都,T,1600,良,13,5,新馬,36.7,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
8,B,11,,,,,クルビデンス,,牡,3,7,4,25,福島,D,1150,良,8,8,未勝利,37.7,中団,6,3,14,中京,D,1200,良,6,10,未勝利,38.4,先行,11,12,28,中山,D,1200,良,12,11,未勝利*,37.8,後方,9,10,25,東京,D,1400,稍,8,9,新馬,38.5,先行,初,,,,,,,,,,,,
8,,12,,,,,トコシエノヒトミ,,牝,3,10,4,4,中山,D,1200,稍,15,6,未勝利,39.9,中団,10,1,24,中山,D,1200,良,7,5,未勝利・牝,38.7,中団,4,12,27,中山,D,1200,稍,3,4,未勝利・牝*,38.0,差し,3,12,7,中山,D,1200,良,2,6,未勝利*,37.4,追込,9,10,5,東京,D,1400,良,6,10,未勝利*,37.8,後方,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010104,2026.6.13,土,函館,1函1,4,,未勝利,芝,2600,A,6,良(暫定),晴(暫定),16,11:40,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,デリシューズマン,,セ,3,2,5,30,東京,T,2000,良,12,13,未勝利,33.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,フォーチュンローズ,,牝,3,9,4,11,福島,T,2600,良,2,2,未勝利,36.2,先行,11,1,24,中山,T,2200,良,8,4,未勝利,36.6,中団,2,1,11,中山,T,2200,良,3,4,未勝利,36.1,先行,8,11,15,福島,T,2000,良,4,8,新馬,37.0,先行,初,,,,,,,,,,,,
2,,3,,,,,モヴシエラ,,牡,3,17,2,15,小倉,T,1800,稍,13,10,未勝利,36.0,中団,9,12,14,阪神,T,1400,稍,11,4,新馬,37.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,サクセスブルー,,牡,3,3,5,24,東京,D,1600,稍,8,9,未勝利,39.0,先行,5,4,19,福島,T,2000,良,10,6,未勝利,36.0,後方,8,2,22,東京,T,1800,良,7,9,未勝利,34.5,中団,10,12,13,中山,T,1800,良,6,6,新馬,34.5,中団,初,,,,,,,,,,,,
3,,5,,,,,テンバコウクウ,,牡,3,3,5,23,新潟,T,2400,稍,6,15,未勝利,36.0,中団,6,4,11,福島,T,2600,良,6,15,未勝利,36.0,中団,9,2,10,東京,T,2400,良,13,17,未勝利,35.8,後方,3,1,17,中山,D,1800,良,13,15,未勝利,42.2,後方,13,10,18,新潟,D,1800,良,13,13,未勝利*,42.3,後方,4
4,,6,,,,,クオンタムスター,,牡,3,23,1,5,中山,T,2000,良,4,6,未勝利,35.9,追込,8,11,9,東京,T,2000,良,3,4,新馬,34.4,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ホウオウファミリー,,牡,3,12,3,21,中山,D,1800,良,5,2,未勝利,39.6,中団,7,2,1,東京,D,2100,良,2,1,未勝利,39.3,先行,3,1,11,中山,D,1800,良,3,1,新馬,38.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,ノリマル,,牡,3,3,5,23,新潟,T,2400,稍,4,5,未勝利,36.0,先行,14,2,14,小倉,T,2000,良,7,1,未勝利,36.8,中団,2,2,1,小倉,T,2000,良,2,1,未勝利,35.4,先行,10,11,22,福島,T,1800,良,2,8,未勝利*,35.4,先行,2,11,8,東京,T,2000,良,3,6,未勝利*,33.7,逃げ,3
5,,9,,,,,ドナシュネル,,牝,3,5,5,9,新潟,T,2000,良,15,15,未勝利,36.6,後方,27,11,1,東京,D,1600,不,16,12,未勝利*,46.3,後方,7,9,15,中山,T,1600,良,13,8,新馬,36.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,ブランニューホーム,,牡,3,4,5,17,新潟,T,2000,良,6,4,未勝利・若,36.9,中団,3,4,25,福島,T,2000,良,2,3,未勝利,35.5,差し,2,4,11,福島,T,2000,良,3,10,未勝利,35.0,差し,10,2,1,京都,T,2000,良,10,9,未勝利,35.9,後方,6,12,20,中京,T,2000,稍,11,8,未勝利*,35.4,後方,3
6,,11,,,,,タビニュ,,牡,3,3,5,23,新潟,T,2400,稍,9,7,未勝利,36.5,後方,5,4,18,福島,T,2600,良,4,10,未勝利,34.2,差し,17,12,20,中山,T,2000,良,14,14,新馬,35.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,ブリックアブラック,,牡,3,3,5,23,京都,T,2200,良,9,14,未勝利,36.2,後方,3,5,3,新潟,D,1800,稍,10,12,未勝利,41.7,中団,10,2,22,小倉,T,2000,良,8,12,未勝利,37.4,中団,2,2,7,小倉,T,2000,稍,9,13,未勝利・若,36.7,中団,2,1,24,小倉,T,1800,良,12,9,未勝利,35.5,後方,11
7,,13,,,,,ダイユウアドバンス,,牝,3,4,5,17,東京,D,1600,良,8,6,未勝利・牝,39.1,中団,3,4,25,東京,D,1600,稍,6,10,未勝利・牝,39.4,中団,3,4,5,中山,D,1800,不,6,13,未勝利,41.1,先行,3,3,15,中山,D,1800,良,13,11,未勝利・牝,41.0,後方,2,3,1,中山,D,1800,稍,8,11,未勝利・牝,40.7,中団,3
8,,14,,,,,コスモブラック,,牡,3,8,4,19,阪神,D,1800,良,11,3,未勝利,39.3,中団,3,3,29,中京,D,1900,良,3,1,未勝利,37.7,差し,2,3,14,阪神,D,1800,良,4,1,未勝利,38.1,ﾏｸﾘ,6,1,31,京都,D,1800,良,2,1,未勝利,37.3,差し,2,1,18,京都,D,1800,良,2,4,未勝利,36.9,追込,2
8,,15,,,,,デルマフジ,,牡,3,10,4,5,阪神,T,2400,稍,3,1,未勝利,35.7,先行,4,3,7,阪神,T,2400,稍,2,3,未勝利,34.2,先行,2,2,22,阪神,T,2000,良,4,5,未勝利,35.5,差し,13,11,23,京都,T,1800,良,5,7,新馬,34.5,後方,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010105,2026.6.13,土,函館,1函1,5,,新馬,芝,1200,A,2,良(暫定),晴(暫定),16,12:30,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ダイメイビッグボス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,アルテクィーン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ロードレスポンス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ダイシンドラゴン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,キセキノユニコーン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,クールストラッチン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,ヴィヴィアンリーチ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,,,,,ウィルレーヴィア,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,グランモンターナ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,アイルドフルール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,ブルドッグミトス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,ショウナンカノア,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010106,2026.6.13,土,函館,1函1,6,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,13:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,トーセンアミューズ,,牡,3,3,5,23,東京,D,2100,重,9,6,未勝利,39.3,後方,7,4,4,中山,D,1800,稍,5,5,未勝利,40.7,先行,10,1,25,中山,D,1800,良,6,15,新馬,41.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,オンザムービー,,牡,3,4,5,17,京都,T,2000,良,4,1,未勝利,34.9,先行,3,4,26,京都,T,2000,良,3,4,未勝利,36.7,逃げ,16,1,5,京都,T,2000,良,2,13,未勝利,36.0,先行,3,12,13,中京,T,1600,良,9,11,未勝利*,34.3,後方,2,11,30,京都,T,1200,良,10,9,新馬,34.6,後方,初
