レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010501,2026.6.27,土,函館,1函5,1,,未勝利,芝,1200,A,2,稍(暫定),雨(暫定),16,09:50,,馬齢,３歳
7,,13,,,,,スーパーチャイルド,,牡,3,7,5,9,新潟,T,1200,良,11,11,未勝利・若,36.1,後方,10,3,1,中山,T,1600,良,11,8,未勝利,35.7,中団,17,11,2,東京,D,1400,重,9,10,未勝利*,37.8,中団,3,10,12,東京,D,1600,良,10,8,未勝利*,40.1,先行,12,7,20,福島,T,2000,良,9,10,新馬,40.0,中団,初
7,,14,,,,,アリアス,,牝,3,9,4,25,東京,T,1400,良,5,8,未勝利,34.2,中団,3,4,4,中山,T,1600,良,4,7,未勝利,34.8,先行,3,3,15,中京,T,1400,良,4,9,未勝利,35.1,差し,13,12,14,中山,T,1200,良,5,6,未勝利*,35.3,後方,3,11,24,東京,T,1400,良,5,11,未勝利*,34.5,先行,10
8,B,15,,,,,スイープセレニティ,,牝,3,9,4,26,福島,T,1200,良,3,2,未勝利,35.0,先行,11,2,7,東京,D,1400,良,3,1,未勝利・牝,38.3,先行,12,11,16,東京,T,1400,良,3,1,未勝利・牝*,34.9,差し,8,9,20,中山,T,1600,良,3,1,新馬,34.8,逃げ,初,,,,,,,,,,,,
8,,16,,,,,ルージュアストレア,,牝,3,9,4,25,東京,T,1400,良,6,4,未勝利,34.8,先行,9,2,21,東京,T,1600,良,4,6,未勝利,35.4,逃げ,18,10,19,東京,T,1600,良,3,3,未勝利*,34.5,先行,12,7,26,新潟,T,1600,良,5,3,新馬・牝,34.3,逃げ,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010502,2026.6.27,土,函館,1函5,2,,未勝利,ダート,1000,,2,稍(暫定),雨(暫定),12,10:20,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,サンタクローチェ,,牝,3,11,4,11,福島,T,1200,良,10,5,未勝利,35.6,中団,18,12,6,中京,D,1400,良,16,9,未勝利・牝*,41.4,逃げ,7,10,19,京都,D,1400,稍,9,3,未勝利・牝*,41.0,中団,連,10,12,京都,D,1400,良,12,5,未勝利・牝*,42.0,先行,4,9,14,阪神,D,1400,良,3,8,未勝利・牝*,39.1,先行,5
2,,2,,,,,スイーヴル,,牝,3,2,6,13,函館,D,1000,稍,3,3,未勝利,35.4,先行,8,4,19,福島,D,1150,良,6,4,未勝利,38.2,先行,7,3,1,小倉,D,1000,稍,3,4,未勝利,35.9,先行,2,2,14,小倉,D,1000,良,3,10,未勝利,36.5,差し,2,1,31,小倉,D,1000,良,6,13,未勝利,36.5,中団,6
3,,3,,,,,シルフ,,牝,3,41,9,13,阪神,D,1400,良,8,4,新馬・牝,40.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ロングフルスペック,,牝,3,11,4,12,阪神,D,1200,稍,7,4,未勝利,38.0,先行,4,3,14,阪神,T,1400,良,11,16,未勝利,35.8,先行,3,2,22,阪神,D,1400,良,5,6,新馬,39.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
5,B,5,,,,,アイビーミャーオ,,牝,3,4,5,31,京都,D,1200,良,3,3,未勝利,36.4,先行,3,5,10,京都,D,1200,良,4,6,未勝利,37.5,先行,10,2,28,阪神,D,1400,良,9,9,未勝利・牝,40.1,逃げ,11,12,14,中京,D,1800,稍,9,9,未勝利・牝*,42.4,逃げ,3,11,22,京都,D,1400,良,14,6,新馬,39.5,後方,初
5,,6,,,,,クインズスズラン,,牝,3,2,6,14,函館,D,1000,良,3,6,未勝利,35.8,先行,9,4,12,中山,D,1200,稍,12,8,未勝利,38.3,後方,2,3,28,中京,D,1400,稍,14,10,未勝利,40.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,ドリームガッサン,,牝,3,7,5,10,新潟,D,1200,良,6,2,未勝利,38.6,先行,2,4,26,福島,D,1150,良,2,5,未勝利・牝,36.9,先行,8,2,28,中山,D,1200,重,7,6,未勝利,37.7,先行,8,1,5,中山,D,1200,稍,6,12,未勝利,37.9,中団,8,11,9,福島,D,1150,良,8,10,未勝利*,38.6,中団,8
6,,8,,,,,カレンココナ,,牝,3,18,2,21,小倉,D,1000,良,4,6,未勝利,36.7,先行,3,1,31,小倉,D,1000,良,3,5,未勝利,36.2,差し,11,11,15,京都,D,1200,良,7,14,新馬,38.1,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
7,B,9,,,,,チュラヴェール,,牝,3,2,6,13,函館,D,1000,稍,5,7,未勝利,36.1,先行,8,4,19,福島,D,1150,良,10,6,未勝利,38.3,中団,9,2,14,小倉,D,1000,良,8,3,未勝利,36.5,中団,2,1,31,小倉,D,1000,良,5,4,未勝利,36.2,中団,5,12,27,中山,D,1200,稍,12,6,未勝利*,40.7,逃げ,5
7,,10,,,,,マリブサーフ,,牝,3,8,5,2,新潟,D,1200,不,4,1,未勝利・若,38.7,先行,4,4,5,阪神,D,1400,重,3,3,未勝利・牝,37.3,逃げ,3,3,15,阪神,D,1400,良,2,7,未勝利・牝,38.0,先行,5,2,7,京都,D,1400,良,6,5,未勝利,37.6,中団,初,,,,,,,,,,,,
8,,11,,,,,アドバンスジェンヌ,,牝,3,6,5,17,新潟,D,1200,良,6,13,未勝利・牝,37.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,セラサイト,,牝,3,2,6,14,函館,D,1000,良,4,3,未勝利,35.7,差し,4,5,16,京都,D,1400,良,4,9,未勝利・牝,37.7,先行,3,4,26,福島,D,1700,良,5,5,未勝利・若,39.3,先行,7,3,7,阪神,D,1800,稍,6,3,未勝利・牝,38.7,先行,8,1,10,京都,D,1800,良,4,6,未勝利・牝,38.8,差し,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010503,2026.6.27,土,函館,1函5,3,,未勝利,ダート,1700,,4,稍(暫定),雨(暫定),14,10:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,キセログラフィカ,,牡,3,2,6,13,函館,D,1700,稍,10,3,未勝利,40.6,中団,8,4,18,中山,D,1800,良,3,1,未勝利,37.9,先行,3,3,28,中山,D,1800,重,3,2,未勝利,39.8,先行,8,1,31,東京,D,1600,良,8,3,未勝利,37.9,中団,4,1,5,中山,D,1800,稍,3,2,未勝利,39.8,先行,4
2,B,2,,,,,サクセスブルー,,牡,3,2,6,13,函館,T,2600,稍,13,9,未勝利,38.3,逃げ,3,5,24,東京,D,1600,稍,8,9,未勝利,39.0,先行,5,4,19,福島,T,2000,良,10,6,未勝利,36.0,後方,8,2,22,東京,T,1800,良,7,9,未勝利,34.5,中団,10,12,13,中山,T,1800,良,6,6,新馬,34.5,中団,初
3,,3,,,,,ハイランダー,,牡,3,15,3,14,中山,D,1800,良,6,12,未勝利,39.8,中団,7,1,24,中山,D,1800,良,7,12,未勝利,41.0,後方,8,11,30,東京,T,1800,良,12,6,新馬,35.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,B,4,,,,,ホウオウファラオ,,牡,3,3,6,6,東京,D,1600,良,7,11,未勝利,37.5,後方,7,4,18,中山,D,1800,良,8,9,未勝利,38.4,後方,3,3,28,中山,D,1800,重,6,9,未勝利,40.1,中団,6,2,14,東京,D,1600,良,14,10,未勝利,38.0,後方,9,12,13,中山,D,1800,良,10,5,新馬,40.7,後方,初
5,,5,,,,,トーレス,,牡,3,2,6,13,函館,D,1700,稍,8,12,未勝利,38.7,後方,11,3,28,阪神,D,1800,稍,6,10,未勝利,39.9,中団,3,3,8,阪神,D,1800,良,11,12,未勝利,39.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,エコロアビス,,牝,3,連,6,21,函館,T,1200,良,8,6,未勝利・牝,35.8,先行,10,4,11,福島,D,1150,良,7,4,未勝利,38.3,先行,9,2,8,小倉,T,1200,良,10,4,未勝利・牝,35.9,先行,2,1,25,小倉,T,1200,良,3,4,未勝利,34.5,先行,10,11,15,福島,T,1200,良,6,9,未勝利*,34.8,中団,3
6,,7,,,,,ミスチヴマリアンヌ,,牝,3,連,6,20,函館,T,1200,良,10,11,未勝利,35.6,中団,9,4,19,福島,T,1200,良,6,13,未勝利,34.6,先行,16,12,28,中山,T,1200,良,10,10,未勝利*,36.1,先行,10,10,18,東京,T,1400,良,10,14,新馬・牝,33.6,後方,初,,,,,,,,,,,,
6,,8,,,,,ルージュアイラ,,牝,3,2,6,13,函館,D,1700,稍,6,9,未勝利・牝,39.2,中団,9,4,12,阪神,D,1400,稍,8,9,未勝利・牝,38.4,先行,11,1,24,小倉,T,2000,良,16,10,新馬,35.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,コイオステソーロ,,牡,3,2,6,13,函館,D,1700,稍,2,1,未勝利,36.9,逃げ,3,5,24,新潟,D,1800,稍,2,1,未勝利,39.0,先行,3,5,3,新潟,D,1800,稍,2,1,未勝利,39.3,先行,14,1,24,中山,D,1800,良,3,4,未勝利,39.5,先行,3,1,4,中山,D,1800,稍,5,5,未勝利,41.6,逃げ,2
7,,10,,,,,チリンドリ,,牡,3,連,6,21,函館,T,1800,良,16,14,未勝利,35.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,ホウオウバトラー,,牡,3,2,6,14,函館,D,1000,良,8,12,未勝利,36.0,後方,15,3,1,小倉,D,1000,稍,10,12,未勝利,36.5,中団,16,11,9,東京,D,1600,稍,12,11,新馬,39.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,シンエンドーツダ,,牡,3,9,4,25,福島,D,1700,良,5,1,未勝利,37.8,後方,2,4,11,福島,D,1700,良,4,4,未勝利,37.9,差し,4,3,15,中山,D,1800,良,4,5,未勝利,39.2,先行,2,3,1,中山,D,1800,稍,2,5,未勝利,39.1,差し,4,2,1,小倉,D,1700,良,6,9,未勝利,39.2,中団,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010504,2026.6.27,土,函館,1函5,4,,未勝利,芝,1800,A,4,稍(暫定),雨(暫定),16,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,インフィオラータ,,牝,3,5,5,23,京都,T,1800,良,7,4,未勝利・牝,35.8,後方,12,2,28,小倉,D,1700,不,7,2,未勝利・牝,38.3,ﾏｸﾘ,連,2,22,小倉,T,1800,良,4,1,未勝利・牝,36.3,先行,3,1,31,小倉,T,1800,良,4,2,未勝利,36.0,先行,2,1,17,京都,T,2000,良,5,5,未勝利・牝,36.6,先行,8
1,,2,,,,,ララニューディー,,牡,3,19,2,15,東京,T,1800,良,4,4,未勝利,34.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,オケアノステソーロ,,牡,3,5,5,24,東京,T,1800,良,8,9,未勝利,35.0,中団,13,2,21,東京,D,1600,良,9,14,新馬,39.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,エグジスタンス,,牡,3,2,6,14,函館,T,1800,良,3,5,未勝利,35.3,先行,8,4,19,福島,T,2000,良,8,1,未勝利,37.1,先行,8,2,21,小倉,T,1800,良,2,6,未勝利,35.8,先行,12,11,29,京都,D,1800,良,8,6,未勝利*,42.0,先行,2,11,15,福島,T,2000,良,7,14,未勝利*,36.5,逃げ,13
3,B,5,,,,,クールフィデル,,牡,3,3,6,7,東京,T,1600,良,7,4,未勝利,35.4,先行,26,12,7,中山,T,1800,良,2,5,未勝利*,35.0,先行,3,11,15,東京,T,2000,良,4,4,未勝利*,34.3,先行,8,9,20,中山,T,2000,良,3,2,未勝利*,34.9,先行,6,8,10,新潟,T,1800,稍,5,6,新馬,33.9,中団,初
3,,6,,,,,ヘイマー,,牡,3,2,6,11,笠松,D,1400,良,4,1,垂井宿,----,先行,8,4,19,中山,T,1600,良,6,7,１勝ｸﾗｽ*,34.9,後方,3,3,28,中山,T,1800,稍,6,7,１勝ｸﾗｽ*,35.0,後方,4,3,1,中山,T,1600,良,9,12,１勝ｸﾗｽ*,34.3,後方,2,2,15,京都,T,1600,良,8,17,未勝利,35.0,後方,4
4,,7,,,,,ゲフィオン,,牝,3,9,4,25,京都,T,1800,良,13,5,未勝利・牝,35.4,中団,18,12,21,阪神,T,1800,稍,7,3,未勝利・牝*,34.7,後方,4,11,23,京都,T,1800,良,3,2,新馬,34.4,追込,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,マンサニージャ,,牝,3,2,6,14,函館,T,1800,良,6,6,未勝利,35.1,中団,9,4,11,中山,T,1600,良,6,7,未勝利,34.9,中団,4,3,14,中山,T,1600,良,3,5,未勝利,35.2,先行,4,2,14,東京,T,1800,良,5,7,未勝利・牝,34.2,中団,13,11,15,東京,T,1600,良,11,5,未勝利*,34.4,中団,3
5,,9,,,,,ラウターユーベル,,牡,3,4,5,31,東京,T,1600,良,7,10,未勝利,34.0,後方,2,5,17,東京,T,1800,良,8,13,未勝利,33.4,後方,連,5,7,船橋,D,1600,良,5,5,ナイス,----,逃げ,13,2,7,京都,D,1900,良,8,8,未勝利,40.6,中団,2,1,25,中山,D,1800,良,11,2,新馬,42.1,中団,初
5,,10,,,,,アルケミラモリス,,牝,3,2,6,14,函館,T,1800,良,5,16,未勝利,35.2,中団,7,4,25,東京,T,1800,良,9,10,未勝利・牝,34.9,中団,8,3,1,小倉,T,1800,良,8,6,未勝利,38.6,逃げ,12,12,7,中山,T,1800,良,7,13,未勝利*,35.1,中団,3,11,16,東京,T,1800,良,8,18,未勝利*,35.4,後方,3
6,,11,,,,,エアヴァイブス,,牝,3,4,5,31,京都,T,1600,良,7,1,未勝利,34.8,中団,2,5,17,京都,T,1600,良,2,5,未勝利・牝,34.6,差し,9,3,14,中京,T,1600,良,4,1,未勝利・若,34.6,先行,10,1,5,京都,T,1600,良,2,6,未勝利,35.3,差し,13,10,4,京都,T,2000,重,10,4,新馬,36.5,後方,初
6,B,12,,,,,ウインラファーガ,,牡,3,6,5,17,京都,T,2000,良,7,4,未勝利,34.7,後方,5,4,12,福島,T,1800,良,2,1,未勝利,35.1,差し,15,12,27,中山,T,2000,良,7,6,未勝利*,37.4,逃げ,6,11,15,福島,T,2000,良,6,7,未勝利*,36.1,中団,5,10,12,東京,T,1600,良,7,5,未勝利*,34.5,後方,7
7,,13,,,,,ケナゲ,,牝,3,4,5,30,東京,T,2000,良,7,10,未勝利,34.0,後方,3,5,10,新潟,T,1800,良,5,6,未勝利・牝,34.0,後方,3,4,19,中山,T,2000,良,5,13,未勝利,34.9,中団,4,3,21,中京,T,2000,良,13,18,未勝利・牝,35.9,中団,18,11,15,東京,T,2000,良,11,11,未勝利*,34.7,後方,3
7,,14,,,,,アイムイン,,牡,3,2,6,14,函館,T,1800,良,4,1,未勝利,35.2,差し,9,4,11,中山,T,1600,良,2,2,未勝利,34.9,差し,4,3,14,中山,T,1600,良,5,1,未勝利,35.7,先行,3,2,22,東京,T,1800,良,2,1,未勝利,34.1,先行,12,11,30,東京,T,2000,良,2,1,未勝利*,34.3,先行,3
8,,15,,,,,ラップトップ,,牝,3,2,6,14,函館,T,2000,良,6,6,未勝利,36.4,先行,4,5,17,新潟,T,2000,良,2,5,未勝利・若,36.0,追込,2,5,3,新潟,T,1800,良,4,6,未勝利,33.8,差し,7,3,15,中京,T,1600,良,13,4,未勝利・牝,34.6,後方,3,2,21,小倉,T,1800,良,5,4,未勝利,36.2,先行,4
8,,16,,,,,ダンツアラーム,,牝,3,2,6,14,函館,D,1700,良,5,8,未勝利,38.4,後方,3,5,23,京都,T,1800,良,9,8,未勝利・牝,37.0,先行,連,5,17,京都,T,1600,良,7,13,未勝利・牝,35.0,中団,5,4,11,中山,T,2000,良,7,6,未勝利・牝,36.9,逃げ,7,2,21,小倉,T,1200,良,7,7,未勝利・牝,34.4,後方,12
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010505,2026.6.27,土,函館,1函5,5,,新馬,芝,1200,A,2,稍(暫定),雨(暫定),16,12:10,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ステラトップガン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ミハテヌユメ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ライーリーアース,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,サウンドエフォート,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,アゴルディーノ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ルギッドドランジュ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,ヌーンベルク,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,,,,マナベラ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010506,2026.6.27,土,函館,1函5,6,,未勝利,ダート,1700,,4,稍(暫定),雨(暫定),14,12:40,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,コサージュ,,牝,3,2,6,13,函館,D,1700,稍,5,7,未勝利・牝,39.4,先行,16,2,22,小倉,D,1700,良,4,2,未勝利・牝,39.7,先行,連,2,14,小倉,D,1700,良,2,15,未勝利・牝,38.7,先行,11,11,29,京都,D,1400,良,9,11,未勝利*,38.8,中団,2,11,15,京都,D,1200,良,9,5,新馬,37.5,後方,初
2,,2,,,,,リアル,,牝,3,14,3,21,中京,T,2000,良,11,7,未勝利・牝,36.1,先行,8,1,24,小倉,T,2000,良,3,12,新馬,34.3,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,エリカビアリッツ,,牝,3,4,5,31,東京,D,1600,良,2,1,未勝利・牝,37.8,先行,5,4,25,東京,D,1600,稍,2,1,未勝利・牝,38.5,差し,34,8,30,札幌,T,1500,稍,2,1,未勝利・牝*,36.2,先行,3,8,10,札幌,T,1500,良,3,1,新馬・牝,35.5,先行,初,,,,,,,,,,,,
