レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010601,2026.5.17,日,新潟,1新6,1,,未勝利,障害,2890,B,,良(暫定),晴(暫定),14,09:45,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
7,,11,,,,,トーアマリシテン,,セ,5,11,3,1,小倉,S,2860,良,10,7,障害未勝利,14.0,中団,3,2,7,小倉,S,2860,稍,5,3,障害未勝利,13.9,先行,9,12,7,中山,S,2880,良,3,5,障害未勝利,14.0,逃げ,4,11,9,福島,S,2750,良,3,3,障害未勝利,13.4,先行,4,10,13,東京,S,3000,良,3,14,障害未勝利,13.6,先行,9
7,,12,,,,,アニージョ,,セ,7,4,4,19,阪神,S,2970,良,5,9,障害未勝利,13.8,中団,13,1,18,中山,S,2880,良,12,11,障害未勝利,14.0,後方,34,5,25,新潟,S,2890,稍,11,6,障害未勝利,13.9,後方,4,4,27,京都,S,2910,良,8,7,障害未勝利,14.0,中団,35,8,25,新潟,S,2850,良,4,7,障害未勝利,13.5,先行,27
8,,13,,,,,フォルガイル,,牡,5,2,5,3,新潟,S,2890,良,4,2,障害未勝利,13.3,先行,4,4,4,中山,S,2880,良,7,8,障害未勝利,14.0,先行,7,2,14,小倉,S,2860,良,6,3,障害未勝利,13.9,先行,3,1,25,小倉,S,2860,良,3,3,障害未勝利,13.4,先行,9,11,22,福島,S,2770,良,4,4,障害未勝利,13.2,先行,2
8,,14,,,,,ホウオウスターツ,,セ,4,6,4,5,中山,S,2880,重,6,13,障害未勝利,14.1,中団,4,3,8,中山,S,2880,良,12,14,障害未勝利,14.1,後方,6,1,24,小倉,S,2860,良,10,11,障害未勝利,14.8,後方,20,9,6,中山,D,1800,重,6,8,未勝利,39.8,中団,3,8,17,新潟,D,1800,良,5,12,未勝利,40.3,中団,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010602,2026.5.17,日,新潟,1新6,2,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,10:15,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ナウオアネヴァー,,牡,3,2,5,2,東京,D,2100,重,5,2,未勝利,38.2,先行,6,3,21,中京,D,1800,良,2,3,未勝利,38.3,先行,3,2,28,阪神,D,1800,良,5,6,未勝利,38.2,中団,2,2,14,京都,D,1400,稍,8,2,未勝利,38.0,中団,6,1,4,京都,D,1800,良,6,2,未勝利,39.8,先行,2
2,,2,,,,,パイザナンバー,,牡,3,5,4,11,阪神,D,1800,重,8,10,未勝利,39.3,後方,連,4,4,阪神,D,1400,稍,10,14,未勝利,37.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,クロームクロス,,牡,3,18,1,12,京都,T,1600,良,9,13,新馬,35.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,カンフーヒーロー,,牡,3,3,4,26,福島,D,1700,良,14,14,未勝利・若,40.3,後方,2,4,11,中山,D,1800,重,7,13,未勝利,40.1,後方,連,4,5,中山,D,1800,不,9,10,未勝利,41.2,中団,3,3,14,中山,D,1800,良,9,16,未勝利,39.6,後方,2,2,28,中山,D,1800,重,7,12,未勝利,39.9,後方,5
5,,5,,,,,ヴァルク,,牡,3,8,3,22,中山,D,1800,良,8,12,未勝利,41.5,中団,3,2,28,中山,D,1800,重,7,13,未勝利,40.1,中団,12,12,6,中山,D,1200,良,12,13,新馬,38.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,エタンセル,,牡,3,4,4,18,福島,D,1700,良,2,1,未勝利,37.6,先行,3,3,29,中山,D,1800,稍,2,2,未勝利,41.1,逃げ,3,3,7,中山,D,1800,重,3,1,未勝利,40.7,逃げ,3,2,15,東京,D,1600,良,3,10,新馬,38.2,先行,初,,,,,,,,,,,,
7,B,7,,,,,アデルフィー,,牡,3,3,4,25,福島,D,1700,良,2,7,未勝利,38.6,逃げ,2,4,12,福島,D,1700,良,4,4,未勝利,39.4,差し,3,3,22,中京,D,1800,良,5,6,未勝利,38.0,中団,7,1,31,京都,D,1400,良,6,5,未勝利,37.5,後方,3,1,12,中山,D,1800,良,9,10,未勝利,41.5,中団,3
8,,8,,,,,マーゴットデウス,,セ,3,2,5,2,新潟,T,2200,稍,13,14,未勝利,36.6,後方,23,11,24,福島,T,1800,良,16,13,新馬,38.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,カフジマリボー,,牡,3,3,4,25,京都,D,1800,稍,4,15,未勝利,39.0,追込,8,2,28,小倉,T,2000,稍,13,10,未勝利,37.5,後方,3,2,8,小倉,T,2000,良,5,9,新馬,36.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010603,2026.5.17,日,新潟,1新6,3,,未勝利,ダート,1200,,2,良(暫定),晴(暫定),15,10:45,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,パソドブレ,,牝,3,35,9,14,中山,D,1200,稍,7,14,未勝利・牝*,38.1,後方,3,8,23,新潟,T,1600,良,13,10,新馬,34.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,2,,,,,ベルオーシャン,,牝,3,3,4,26,東京,D,1400,稍,5,1,未勝利・牝,37.8,先行,4,3,29,中山,D,1200,稍,4,2,未勝利,37.7,差し,3,3,8,中山,D,1200,稍,3,5,未勝利,37.9,先行,10,12,27,中山,D,1200,稍,5,7,未勝利・牝*,38.2,中団,10,10,19,新潟,T,1400,稍,3,14,新馬,36.2,先行,初
2,,3,,,,,ジョイベル,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,ロンバスブレス,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,パピヨンヴェール,,牝,3,21,12,21,阪神,T,1200,重,11,3,新馬,38.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,マリリンバローズ,,牝,3,4,4,18,阪神,D,1200,良,3,1,未勝利,37.1,先行,3,3,28,阪神,D,1200,稍,2,2,未勝利・牝,37.2,先行,10,1,17,京都,D,1200,良,3,2,未勝利,37.9,先行,3,12,28,阪神,D,1400,良,2,2,新馬,40.1,先行,初,,,,,,,,,,,,
4,,7,,,,,アドバンスジェンヌ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,スカット,,牝,3,2,5,3,新潟,D,1200,稍,5,5,未勝利,38.5,中団,3,4,11,中山,D,1200,重,3,3,未勝利,37.7,先行,2,3,29,中山,D,1200,稍,6,8,未勝利,38.4,先行,9,1,24,中山,D,1200,良,8,10,未勝利・牝,38.6,中団,2,1,12,中山,D,1200,良,3,6,新馬,37.6,差し,初
5,,9,,,,,プティシラー,,牝,3,3,4,26,福島,D,1150,良,5,3,未勝利・牝,37.8,中団,10,2,14,東京,D,1400,良,5,8,新馬,37.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,マジンタクシー,,牝,3,3,4,26,東京,D,1300,稍,5,8,未勝利,38.3,逃げ,2,4,11,中山,D,1200,重,6,4,未勝利,38.7,先行,7,2,21,東京,D,1400,良,15,11,未勝利・牝,40.9,逃げ,2,2,10,東京,D,1400,稍,4,10,未勝利,37.3,逃げ,11,11,23,東京,D,1300,良,10,13,未勝利*,37.6,中団,2
6,,11,,,,,アンジュリオ,,牝,3,20,12,27,中山,D,1800,稍,16,13,未勝利*,48.6,後方,8,11,2,東京,T,1600,良,14,12,新馬・牝,35.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,エコロセレナ,,牝,3,4,4,18,中山,D,1200,良,2,4,未勝利・牝,37.5,逃げ,2,4,4,中山,D,1200,稍,3,2,未勝利・牝,37.4,先行,4,3,7,中山,D,1200,重,5,5,未勝利,37.5,先行,2,2,22,東京,D,1400,良,5,7,未勝利,37.6,先行,11,12,6,中山,T,1600,良,9,5,未勝利*,34.3,中団,2
7,,13,,,,,ライブリピュア,,牝,3,9,3,15,中山,D,1800,良,10,13,未勝利・牝,40.4,後方,8,1,18,中山,D,1800,良,12,13,未勝利・牝,43.4,後方,2,1,5,中山,D,1800,稍,11,14,未勝利・牝,41.9,後方,6,11,22,福島,D,1700,良,12,11,未勝利・牝*,40.0,後方,7,10,5,東京,D,1600,良,8,15,新馬,37.9,後方,初
8,,14,,,,,リトセア,,牝,3,23,12,6,阪神,D,1200,良,6,4,未勝利*,38.1,中団,3,11,15,京都,D,1200,良,4,7,新馬,37.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,リリーサンライズ,,牝,3,9,3,14,中京,D,1200,良,15,11,未勝利,39.4,後方,3,2,21,阪神,D,1200,良,16,5,未勝利・牝,40.3,先行,13,11,22,京都,D,1200,良,5,9,未勝利・牝*,37.5,先行,連,11,15,京都,D,1400,良,6,5,未勝利*,38.7,先行,2,11,1,東京,D,1400,不,10,3,新馬,38.1,中団,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010605,2026.5.17,日,新潟,1新6,5,,未勝利,芝,2000,B,4,良(暫定),晴(暫定),16,12:05,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ウインポーシャ,,牝,3,4,4,18,福島,T,2000,良,2,4,未勝利・牝,35.9,先行,11,1,31,小倉,T,2000,良,7,10,未勝利・牝,35.2,中団,11,11,15,福島,T,2000,良,7,10,新馬,37.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ゴールドフリーダム,,セ,3,7,3,29,中京,T,2000,良,8,10,未勝利,34.8,中団,連,3,21,中山,D,1800,良,8,7,未勝利,40.3,先行,6,2,7,東京,D,1600,良,7,14,未勝利,37.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,サファイアプレミア,,牝,3,5,4,11,中山,T,2000,良,16,16,未勝利・牝,37.4,後方,9,2,7,東京,T,1800,良,11,11,新馬,35.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ラップトップ,,牝,3,2,5,3,新潟,T,1800,良,4,6,未勝利,33.8,差し,7,3,15,中京,T,1600,良,13,4,未勝利・牝,34.6,後方,3,2,21,小倉,T,1800,良,5,4,未勝利,36.2,先行,4,1,24,小倉,T,1800,良,5,6,未勝利,34.4,先行,6,12,14,阪神,T,1800,稍,4,4,未勝利*,35.6,差し,2
3,,5,,,,,ブランニューホーム,,牡,3,3,4,25,福島,T,2000,良,2,3,未勝利,35.5,差し,2,4,11,福島,T,2000,良,3,10,未勝利,35.0,差し,10,2,1,京都,T,2000,良,10,9,未勝利,35.9,後方,6,12,20,中京,T,2000,稍,11,8,未勝利*,35.4,後方,3,11,30,東京,T,2000,良,5,9,未勝利*,34.5,後方,2
3,,6,,,,,サンタカタリナ,,牝,3,5,4,11,福島,T,2000,良,8,12,未勝利,35.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,セーヌデローヴ,,牡,3,3,4,26,東京,T,1800,良,6,9,未勝利,35.1,先行,3,4,4,中山,D,1800,稍,13,7,未勝利,41.5,先行,9,2,1,東京,D,1400,良,9,10,未勝利,38.8,中団,3,1,10,中山,T,1600,良,5,6,未勝利,34.9,中団,3,12,21,中山,T,1600,重,4,11,新馬,35.9,差し,初
4,B,8,,,,,ウインターブレス,,牡,3,7,3,29,中山,T,2200,良,9,2,未勝利,37.6,先行,3,3,7,中山,T,2200,稍,2,3,未勝利,36.1,先行,8,1,12,中山,T,2000,良,3,9,未勝利,35.9,差し,3,12,20,中京,T,2000,稍,5,6,未勝利*,35.3,中団,6,11,8,東京,T,2000,良,6,9,未勝利*,34.0,先行,3
5,,9,,,,,カタカムナ,,牝,3,3,4,26,福島,T,1800,良,14,15,未勝利,34.7,後方,8,3,1,小倉,T,1800,良,10,14,未勝利,37.3,後方,7,1,10,中山,T,2000,良,11,10,新馬,36.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,B,10,,,,,コスモアミュレット,,牡,3,4,4,19,福島,T,2000,良,9,7,未勝利,36.6,中団,3,3,29,中山,T,1800,良,5,9,未勝利,36.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,マイネルパーロル,,牡,3,5,4,11,福島,T,2600,良,15,5,未勝利,40.1,後方,9,2,10,東京,T,2400,良,8,15,未勝利,35.1,後方,19,9,28,中山,T,2000,良,10,11,未勝利*,35.4,中団,2,9,14,中山,T,1800,良,8,9,新馬,34.9,中団,初,,,,,,,,,,,,
6,,12,,,,,ジャスティンカレラ,,牡,3,5,4,12,阪神,T,1600,良,13,9,未勝利,36.3,中団,13,1,12,京都,T,1600,良,12,2,新馬,35.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,レゼルフォート,,牝,3,7,3,28,中京,T,2200,良,5,1,未勝利,35.0,後方,2,3,15,阪神,T,2000,良,2,9,未勝利・牝,34.3,追込,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,スカーレットジーン,,牝,3,4,4,18,福島,T,2000,良,9,16,未勝利・牝,35.8,後方,9,2,14,東京,T,1800,良,9,16,未勝利・牝,34.8,中団,9,12,14,中山,T,2000,稍,17,18,未勝利*,38.3,後方,10,10,4,東京,T,1800,良,14,12,新馬,34.7,後方,初,,,,,,,,,,,,
8,,15,,,,,ヴァールザーゲン,,牝,3,11,3,1,阪神,T,2000,良,7,13,未勝利,35.4,中団,3,2,7,小倉,T,1200,良,18,16,未勝利,36.5,後方,6,12,28,中山,T,1200,良,8,14,未勝利*,35.1,後方,10,10,19,新潟,T,1400,稍,18,15,新馬,36.5,後方,初,,,,,,,,,,,,
8,,16,,,,,ナムラシンジロー,,牡,3,3,4,25,福島,T,2000,良,5,12,未勝利,36.1,中団,5,3,21,阪神,T,1600,良,8,16,未勝利,34.8,中団,5,2,15,小倉,T,1800,稍,12,16,未勝利,36.9,逃げ,12,11,23,京都,D,1400,良,9,13,未勝利*,38.7,後方,2,11,9,京都,D,1400,稍,14,15,未勝利*,38.6,後方,13
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010606,2026.5.17,日,新潟,1新6,6,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,12:35,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,フライスカイハイ,,牝,3,6,4,5,中山,D,1800,不,6,11,未勝利・牝,39.9,先行,3,3,14,中山,D,1800,良,7,8,未勝利・牝,39.8,中団,2,3,1,中山,D,1800,稍,7,10,未勝利・牝,40.6,中団,12,12,6,中山,D,1800,良,13,9,未勝利・牝*,44.2,逃げ,8,10,13,東京,D,1600,良,10,6,未勝利・牝*,40.9,後方,4
2,,2,,,,,エコロラヴァー,,牝,3,3,4,26,福島,T,1800,良,11,3,未勝利,35.5,中団,9,2,22,小倉,T,1800,良,3,4,未勝利・牝,35.5,差し,3,1,31,小倉,T,1800,良,5,5,未勝利,36.7,先行,8,12,6,阪神,T,1600,良,7,5,未勝利・牝*,34.0,中団,8,10,11,東京,T,1600,良,3,6,新馬,33.8,先行,初
3,,3,,,,,オーケーリアン,,牝,3,2,5,2,新潟,D,1800,不,5,5,未勝利・牝,41.6,先行,7,3,15,阪神,D,1400,良,6,4,未勝利・牝,38.3,中団,3,2,22,阪神,D,1400,良,2,4,新馬,37.4,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ブエノスオプティマ,,牝,3,4,4,19,福島,D,1700,良,5,4,未勝利・牝,40.0,先行,12,1,25,小倉,D,1700,良,12,1,未勝利・牝,41.5,中団,11,11,8,福島,D,1700,良,2,5,未勝利・牝*,39.3,先行,3,10,18,京都,T,1600,良,7,7,新馬・牝,35.1,中団,初,,,,,,,,,,,,
4,,5,,,,,サイモンセレーノ,,牝,3,3,4,25,福島,D,1700,良,4,8,未勝利・牝,38.9,先行,12,2,1,東京,D,1600,良,8,11,未勝利・牝,38.5,後方,6,12,21,中山,T,1600,重,9,14,新馬,36.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,タイセイルビー,,牝,3,6,4,5,中山,D,1800,不,8,3,未勝利・牝,40.4,先行,3,3,14,中山,D,1800,良,4,3,未勝利・牝,39.4,差し,5,2,7,京都,D,1800,良,3,5,未勝利,39.5,差し,連,2,1,東京,D,1600,良,6,9,未勝利・牝,38.6,後方,8,12,6,中山,D,1800,良,7,5,未勝利・牝*,41.3,中団,2
5,,7,,,,,トランセンコ,,牝,3,4,4,19,中山,D,1800,良,4,7,未勝利・牝,38.6,先行,2,4,4,中山,D,1800,稍,9,12,未勝利,39.0,後方,2,3,21,中山,D,1800,良,7,10,未勝利,39.1,中団,2,3,8,中山,D,1800,稍,8,16,未勝利・牝,41.5,後方,17,11,8,東京,D,1600,良,8,10,未勝利・牝*,38.5,後方,2
6,,8,,,,,ライトオブジアース,,牝,3,21,12,20,中京,T,1600,稍,11,4,未勝利・牝*,36.7,先行,10,10,11,京都,T,1400,良,16,2,新馬・牝,34.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,スマートエトワール,,牝,3,16,1,24,京都,D,1800,良,13,9,新馬,38.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,テンタイムトップ,,牝,3,22,12,13,阪神,D,1400,良,14,7,未勝利・牝*,39.9,後方,7,10,25,京都,D,1400,良,12,2,新馬・牝,39.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,ノーブルスアーク,,牝,3,6,4,4,中山,D,1800,稍,8,13,未勝利,40.4,中団,連,3,29,中山,D,1800,稍,10,10,未勝利・牝,41.4,中団,9,1,24,中山,T,2200,良,17,14,未勝利,38.7,後方,7,12,7,中山,T,1800,良,14,9,未勝利*,35.0,後方,3,11,15,福島,T,2000,良,5,15,新馬,37.0,先行,初
8,,12,,,,,ピンクカメリア,,牝,3,3,4,25,福島,D,1700,良,7,14,未勝利・牝,38.9,後方,13,1,25,小倉,T,1200,良,14,16,新馬,35.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
