レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010501,2026.6.27,土,函館,1函5,1,,未勝利,芝,1200,A,2,稍(暫定),雨(暫定),16,09:50,,馬齢,３歳
5,,10,ニシノオールワン,牝,3,5,8.5, ,117,3,55,,*,武豊,(美),加藤征弘,ミッキーアイル,"Dawn Approach",,,6,14,1函2,11,未勝利,芝,1200,良,,鮫島,55.0,,2,4.8,3,0.3,3,,,1,1,33.80,35.0,12,カガラプンツェル
6,,11,サンアイディール,牝,3,13,69.3, ,101,9,53,△,*,鷲頭虎太,(栗),宮本博,マクフィ,ハービンジャー,,ニアークティック系,4,26,3京2,8,未勝利,芝,1200,良,,柴田,53.0,△,10,68.1,11,1.1,7,,,5,5,33.90,34.7,14,タナスーペルノーバ
6,,12,ラブソング,牝,3,14,75.9, , 95,12,55,,,黛弘人,(美),尾関知人,ミスターメロディ,ロードカナロア,,,4,26,1福6,10,未勝利,芝,1200,良,,黛弘,55.0,,10,113.5,8,0.6,10,,,14,13,35.80,34.2,2,ララアルカー
7,,13,スーパーチャイルド,牡,3,15,115.4, , 88,15,57,,*,斎藤新,(美),本間忍,モーリス,エンパイアメーカー,,ネイティヴダンサー系,5,9,1新3,10,未勝利・若,芝,1200,良,,上里,54.0,▲,11,61.6,11,1.0,7,,,14,16,35.10,36.1,3,ソードスレイプニル
7,,14,アリアス,牝,3,7,21.4, ,105,5,55,,*,横山武史,(美),高柳瑞樹,コントレイル,シンボリクリスエス,,ロイヤルチャージャー系,4,25,2東1,3,未勝利,芝,1400,良,,三浦,55.0,,8,20.9,5,0.7,7,,,10,10,35.85,34.2,5,リラ
8,B,15,スイープセレニティ,牝,3,2,4.9, ,118,2,55,,*,岩田望来,(美),宮田敬介,ロードカナロア,ハーツクライ,,ロイヤルチャージャー系,4,26,1福6,11,未勝利,芝,1200,良,,丸山,55.0,,2,3.9,3,0.3,2,,,2,2,34.70,35.0,10,ララアルカー
8,,16,ルージュアストレア,牝,3,4,5.7, ,109,4,54,☆,*,舟山瑠泉,(美),栗田徹,キタサンブラック,"Canford Cliffs",,,4,25,2東1,9,未勝利,芝,1400,良,,戸崎,55.0,,4,7.0,6,0.7,4,,,2,2,35.40,34.8,13,リラ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010502,2026.6.27,土,函館,1函5,2,,未勝利,ダート,1000,,2,稍(暫定),雨(暫定),12,10:20,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,サンタクローチェ,牝,3,8,18.1, ,102,11,53,△,*,鷲頭虎太,(栗),西村真幸,フィレンツェファイア,フレンチデピュティ,,ニアークティック系,4,11,1福1,18,未勝利,芝,1200,良,,国分,55.0,,5,20.4,10,1.6,3,,,7,8,34.60,35.6,13,デンプシー
2,,2,スイーヴル,牝,3,1,4.7, ,110,4,55,,*,岩田望来,(栗),小椋研介,タワーオブロンドン,Pivotal,,ニアークティック系,6,13,1函1,8,未勝利,ダ,1000,稍,,長岡,55.0,,3,7.3,3,0.7,2,,,4,3,34.65,35.4,5,クロナ
3,,3,シルフ,牝,3,12,25.4, ,103,9,52,▲,*,和田陽希,(栗),藤野健太,ルヴァンスレーヴ,ヘニーヒューズ,,,9,13,4阪3,初,新馬・牝,ダ,1400,良,,鮫島,55.0,,4,5.4,8,2.7,3,,,8,8,36.08,40.4,10,クリムゾンキャット
4,,4,ロングフルスペック,牝,3,9,21.7, ,109,6,55,,*,古川吉洋,(栗),大根田裕,フォーウィールドライブ,アドマイヤムーン,,ネイティヴダンサー系,4,12,2阪6,4,未勝利,ダ,1200,稍,,角田,55.0,,4,10.1,7,1.2,3,,,2,2,35.60,38.0,12,ミスヘンリー
5,B,5,アイビーミャーオ,牝,3,3,5.3, ,114,2,55,,*,松本大輝,(栗),小林真也,フォーウィールドライブ,キングヘイロー,,ニアークティック系,5,31,3京C,3,未勝利,ダ,1200,良,B,角田,55.0,,3,7.8,3,0.5,3,,,2,2,36.30,36.4,5,カーリキュー
5,,6,クインズスズラン,牝,3,6,10.5, ,109,6,55,,,横山和生,(美),村田一誠,パイロ,シンボリクリスエス,ナスルーラ系,ロイヤルチャージャー系,6,14,1函2,9,未勝利,ダ,1000,良,,横山,55.0,,6,17.6,3,0.6,6,,,3,3,35.10,35.8,4,ライトニングロッド
6,,7,ドリームガッサン,牝,3,4,6.5, ,115,1,52,▲,,小林美駒,(美),鈴木伸尋,キャプテンキング,エイシンフラッシュ,,,5,10,1新4,2,未勝利,ダ,1200,良,,小林,52.0,▲,2,4.0,6,0.4,4,,,2,2,34.60,38.6,10,エコログロウ
6,,8,カレンココナ,牝,3,7,11.9, ,110,4,55,,*,斎藤新,(栗),小林真也,カレンブラックヒル,トーセンホマレボシ,,ロイヤルチャージャー系,2,21,1小9,3,未勝利,ダ,1000,良,,小崎,55.0,,6,10.5,4,1.3,9,,,4,4,34.95,36.7,6,エコロレバン
7,B,9,チュラヴェール,牝,3,11,25.3, ,103,9,55,,,丹内祐次,(美),松山将樹,ホッコータルマエ,バブルガムフェロー,,ロイヤルチャージャー系,6,13,1函1,8,未勝利,ダ,1000,稍,B,丹内,55.0,,7,22.0,5,1.3,5,,,2,3,34.50,36.1,9,クロナ
7,,10,マリブサーフ,牝,3,2,5.2, ,113,3,54,☆,*,舟山瑠泉,(栗),牧浦充徳,ロードカナロア,アフリート,,ネイティヴダンサー系,5,2,1新1,4,未勝利・若,ダ,1200,不,,田山,53.0,△,1,2.3,4,0.8,1,,,2,2,34.00,38.7,9,アンバサダネージュ
8,,11,アドバンスジェンヌ,牝,3,10,24.7, , 95,12,55,,*,佐々木大,(美),小手川準,モーニン,ホワイトマズル,,ニアークティック系,5,17,1新6,初,未勝利・牝,ダ,1200,良,,河原,51.0,★,13,119.9,6,0.8,12,,,11,11,35.90,37.6,1,マジンタクシー
8,,12,セラサイト,牝,3,5,9.2, ,107,8,51,★,,河原田菜,(栗),茶木太樹,クリソベリル,Ghostzapper,,ニアークティック系,6,14,1函2,4,未勝利,ダ,1000,良,,河原,51.0,★,3,6.5,4,0.8,4,,,7,7,35.55,35.7,2,ライトニングロッド
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010503,2026.6.27,土,函館,1函5,3,,未勝利,ダート,1700,,4,稍(暫定),雨(暫定),14,10:50,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,キセログラフィカ,牡,3,2,19.3, ,101,5,57,,,横山武史,(美),大和田成,ナダル,カネヒキリ,,ロイヤルチャージャー系,6,13,1函1,8,未勝利,ダ,1700,稍,B,横山,57.0,,3,3.3,10,4.4,4,6,6,5,7,36.71,40.6,10,オンザムービー
2,B,2,サクセスブルー,牡,3,4,30.0, , 94,9,57,,*,佐々木大,(美),秋本大介,レイデオロ,ハーツクライ,,ロイヤルチャージャー系,6,13,1函1,3,未勝利,芝,2600,稍,,小林,54.0,▲,9,65.0,13,3.5,11,1,1,7,8,37.44,38.3,14,クオンタムスター
3,,3,ハイランダー,牡,3,8,56.1, ,100,7,57,,*,吉田隼人,(美),大竹正博,スワーヴリチャード,メイショウサムソン,,ニアークティック系,3,14,2中5,7,未勝利,ダ,1800,良,,丹内,57.0,,12,150.2,6,2.7,7,14,14,9,9,38.30,39.8,5,イナズマダイモン
4,B,4,ホウオウファラオ,牡,3,6,36.1, ,101,5,57,,,岩田康誠,(美),奥村武,"American Pharoah","The Gurkha",,,6,6,3東1,7,未勝利,ダ,1600,良,B,岩田,57.0,,11,55.7,7,1.4,10,,,14,14,37.20,37.5,5,ポッドジーク
5,,5,トーレス,牡,3,11,94.2, , 90,11,57,,,古川吉洋,(栗),秋山真一,シルバーステート,クロフネ,,ニアークティック系,6,13,1函1,11,未勝利,ダ,1700,稍,,古川,57.0,,12,141.2,8,3.2,7,12,11,12,9,37.09,38.7,3,オンザムービー
5,,6,エコロアビス,牝,3,7,39.6, ,102,3,54,☆,*,舟山瑠泉,(栗),牧浦充徳,ロジャーバローズ,ブライアンズタイム,,ロイヤルチャージャー系,6,21,1函4,10,未勝利・牝,芝,1200,良,,丹内,55.0,,6,16.2,8,0.8,4,,,3,3,33.30,35.8,12,ファインコンダクト
6,,7,ミスチヴマリアンヌ,牝,3,9,71.2, , 95,8,52,▲,*,大久保友,(美),小野次郎,ミスチヴィアスアレックス,ダイワメジャー,,ロイヤルチャージャー系,6,20,1函3,9,未勝利,芝,1200,良,,佐々,55.0,,11,45.9,10,0.7,3,,,5,5,33.70,35.6,13,グランフィエルテ
6,,8,ルージュアイラ,牝,3,5,31.8, ,102,3,53,△,*,鷲頭虎太,(栗),池江泰寿,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,6,13,1函1,9,未勝利・牝,ダ,1700,稍,,今村,53.0,◇,9,28.8,6,1.1,12,5,5,5,6,36.71,39.2,7,ビーチイン
7,,9,コイオステソーロ,牡,3,1,1.1, ,130,1,57,,,丹内祐次,(美),高木登,ナダル,"Smoke Glacken",,ネイティヴダンサー系,6,13,1函1,3,未勝利,ダ,1700,稍,,丹内,57.0,,1,2.8,2,0.0,3,1,1,1,1,36.33,36.9,2,オンザムービー
7,,10,チリンドリ,牡,3,10,77.6, , 85,12,57,,*,松本大輝,(栗),昆貢,シュウジ,Bernardini,,ナスルーラ系,6,21,1函4,初,未勝利,芝,1800,良,,古川,57.0,,14,122.5,16,1.7,16,16,16,16,16,37.05,35.9,9,ベアサナエチャン
8,,11,ホウオウバトラー,牡,3,12,109.7, , 91,10,56,☆,,長浜鴻緒,(美),尾形和幸,ダノンバラード,バトルプラン,,ネイティヴダンサー系,6,14,1函2,15,未勝利,ダ,1000,良,,長浜,56.0,☆,12,205.7,8,1.6,10,,,11,10,36.30,36.0,5,ライトニングロッド
8,,12,シンエンドーツダ,牡,3,3,23.4, ,111,2,57,,*,原田和真,(美),萱野浩二,イスラボニータ,タートルボウル,,ニアークティック系,4,25,1福5,2,未勝利,ダ,1700,良,,菊沢,57.0,,1,4.4,5,1.0,1,14,13,12,11,38.13,37.8,1,ゴールドバローズ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010504,2026.6.27,土,函館,1函5,4,,未勝利,芝,1800,A,4,稍(暫定),雨(暫定),16,11:20,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,インフィオラータ,牝,3,7,11.1, ,104,6,55,,*,浜中俊,(栗),須貝尚介,サートゥルナーリア,エンパイアメーカー,,ネイティヴダンサー系,5,23,3京9,12,未勝利・牝,芝,1800,良,,田山,53.0,△,4,7.1,7,1.0,3,,,15,13,35.70,35.8,3,エトワールブーケ
1,,2,ララニューディー,牡,3,2,6.6, ,114,4,57,,*,横山琉人,(美),大竹正博,サートゥルナーリア,クロフネ,,ニアークティック系,2,15,1東6,初,未勝利,芝,1800,良,,佐々,57.0,,4,8.1,4,0.3,13,,4,5,4,36.85,34.4,6,ナックホワイト
2,,3,オケアノステソーロ,牡,3,16,110.4, , 97,12,57,,*,大野拓弥,(美),田中剛,ジャスタウェイ,ダンスインザダーク,,ロイヤルチャージャー系,5,24,2東A,13,未勝利,芝,1800,良,,木幡,57.0,,9,104.7,8,1.4,13,,9,9,9,37.10,35.0,8,ルーリングクラス
2,,4,エグジスタンス,牡,3,9,14.6, ,116,2,57,,,佐々木大,(栗),奥村豊,フィエールマン,Kingman,,,6,14,1函2,8,未勝利,芝,1800,良,,佐々,57.0,,5,12.3,3,0.2,5,2,2,2,1,36.75,35.3,12,ブランヴァンダイク
3,B,5,クールフィデル,牡,3,6,9.9, ,111,5,57,,,横山和生,(美),和田勇介,サートゥルナーリア,ディープブリランテ,,ロイヤルチャージャー系,6,7,3東2,26,未勝利,芝,1600,良,B,横山,57.0,,4,8.2,7,0.7,2,,,2,2,35.88,35.4,12,コーディアリー
3,,6,ヘイマー,牡,3,14,75.5, , 96,16,56,☆,*,長浜鴻緒,(美),伊藤伸一,アドマイヤムーン,Dynaformer,ネイティヴダンサー系,ロイヤルチャージャー系,6,11,笠松,8,垂井宿,ダ,1400,良,,塚本,57.0,,1,,4,0.8,,3,3,4,4,,----,,メイショウルーク
4,,7,ゲフィオン,牝,3,4,8.8, , 97,12,55,,*,北村友一,(栗),辻野泰之,エピファネイア,ディープインパクト,,ロイヤルチャージャー系,4,25,3京1,18,未勝利・牝,芝,1800,良,,吉村,55.0,,5,13.7,13,1.3,2,,,10,10,35.75,35.4,11,ダイチノナポリ
4,,8,マンサニージャ,牝,3,3,7.2, ,104,6,55,,*,横山武史,(美),菊川正達,ダノンバラード,ロージズインメイ,,ロイヤルチャージャー系,6,14,1函2,9,未勝利,芝,1800,良,,長浜,54.0,☆,6,15.1,6,0.5,11,7,7,8,10,37.00,35.1,7,ブランヴァンダイク
5,,9,ラウターユーベル,牡,3,12,43.5, ,102,8,57,,*,小沢大仁,(美),青木孝文,ミッキーグローリー,Stroll,,ナスルーラ系,5,31,2東C,2,未勝利,芝,1600,良,,小林,57.0,,10,117.7,7,0.9,11,,,13,13,36.42,34.0,2,トランスマーレ
5,,10,アルケミラモリス,牝,3,15,87.7, , 99,10,52,▲,,大久保友,(美),粕谷昌央,ロジャーバローズ,マリエンバード,,ニアークティック系,6,14,1函2,7,未勝利,芝,1800,良,,大久,52.0,▲,16,399.5,5,0.3,15,4,5,5,8,36.85,35.2,10,ブランヴァンダイク
6,,11,エアヴァイブス,牝,3,1,3.6, ,116,2,55,,*,武豊,(栗),福永祐一,コントレイル,ハービンジャー,,ニアークティック系,5,31,3京C,2,未勝利,芝,1600,良,,高杉,55.0,,1,2.5,7,0.4,3,,,6,6,35.46,34.8,8,エイシンビーコン
6,B,12,ウインラファーガ,牡,3,8,13.5, ,101,9,57,,*,丹内祐次,(美),村田一誠,ウインブライト,タニノギムレット,,ロイヤルチャージャー系,5,17,3京8,5,未勝利,芝,2000,良,,吉村,57.0,,4,5.6,7,0.4,4,6,5,6,7,36.99,34.7,4,エンジェルボイス
7,,13,ケナゲ,牝,3,11,31.3, , 97,12,51,★,*,河原田菜,(美),和田雄二,アニマルキングダム,バゴ,,ナスルーラ系,5,30,2東B,3,未勝利,芝,2000,良,,石神,52.0,▲,10,69.3,7,0.6,9,,12,12,11,37.50,34.0,6,ベルウッドバイオ
7,,14,アイムイン,牡,3,5,9.2, ,122,1,57,,*,岩田望来,(美),加藤征弘,シルバーステート,キングカメハメハ,,ネイティヴダンサー系,6,14,1函2,9,未勝利,芝,1800,良,,鮫島,57.0,,1,2.8,4,0.3,1,4,3,5,5,36.85,35.2,10,ブランヴァンダイク
8,,15,ラップトップ,牝,3,10,30.2, , 99,10,54,☆,,舟山瑠泉,(栗),小栗実,リオンリオン,ダンスインザダーク,,ロイヤルチャージャー系,6,14,1函2,4,未勝利,芝,2000,良,,舟山,53.0,△,6,18.0,6,0.9,7,3,3,4,3,36.04,36.4,7,エイカイコバチ
8,,16,ダンツアラーム,牝,3,13,65.5, , 97,12,52,▲,,遠藤汰月,(栗),本田優,リアルスティール,ノヴェリスト,,その他のエクリプス系,6,14,1函2,3,未勝利,ダ,1700,良,,遠藤,52.0,▲,8,23.2,5,1.3,9,7,8,10,10,37.31,38.4,2,ストロングボーイ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010505,2026.6.27,土,函館,1函5,5,,新馬,芝,1200,A,2,稍(暫定),雨(暫定),16,12:10,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ステラトップガン,牡,2,1,1.9, ,  0,,55,,,鮫島克駿,(栗),高柳大輔,モズアスコット,スペシャルウィーク,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,ミハテヌユメ,牝,2,4,10.3, ,  0,,55,,,斎藤新,(栗),前川恭子,カラヴァッジオ,ルーラーシップ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,ライーリーアース,牝,2,6,18.8, ,  0,,55,,,原田和真,(美),蛯名利弘,ハイランドリール,ノヴェリスト,,その他のエクリプス系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,サウンドエフォート,牡,2,8,28.0, ,  0,,55,,,吉田隼人,(栗),安達昭夫,ヘニーヒューズ,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,アゴルディーノ,牡,2,2,4.1, ,  0,,55,,,横山和生,(美),田村康仁,エフフォーリア,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,ルギッドドランジュ,牝,2,5,14.5, ,  0,,55,,,岩田望来,(美),秋本大介,ジャンダルム,ドゥラメンテ,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,ヌーンベルク,牝,2,3,4.9, ,  0,,55,,,横山武史,(美),武井亮,タワーオブロンドン,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,マナベラ,牝,2,7,19.9, ,  0,,55,,,丹内祐次,(美),岩戸孝樹,フィレンツェファイア,スクリーンヒーロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010506,2026.6.27,土,函館,1函5,6,,未勝利,ダート,1700,,4,稍(暫定),雨(暫定),14,12:40,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,コサージュ,牝,3,9,33.4, ,102,8,55,,,横山琉人,(栗),清水久詞,ヘニーヒューズ,トーセンホマレボシ,,ロイヤルチャージャー系,6,13,1函1,16,未勝利・牝,ダ,1700,稍,,横山,55.0,,7,13.8,5,1.0,4,3,4,3,3,36.55,39.4,8,ビーチイン
2,,2,リアル,牝,3,7,31.1, , 98,10,55,,*,松本大輝,(栗),長谷川浩,リアルスティール,キングカメハメハ,,ネイティヴダンサー系,3,21,1名3,8,未勝利・牝,芝,2000,良,,田山,52.0,▲,7,16.7,11,1.0,5,3,3,3,3,36.43,36.1,13,レイクラシック
3,,3,エリカビアリッツ,牝,3,1,1.7, ,128,2,55,,*,佐々木大,(美),堀宣行,キズナ,"War Front",,ニアークティック系,5,31,2東C,5,未勝利・牝,ダ,1600,良,,レー,55.0,,1,1.9,2,0.2,2,,,2,2,36.84,37.8,2,エフハリスト
4,,4,サンエンジェルス,牝,3,6,29.5, ,104,7,55,,,浜中俊,(栗),谷潔,カリフォルニアクローム,ダイワメジャー,,ロイヤルチャージャー系,6,14,1函2,10,未勝利,芝,1200,良,,浜中,55.0,,3,4.9,7,0.7,11,,,8,9,34.40,34.8,9,カガラプンツェル
5,,5,プリンセスアツコ,牝,3,2,3.1, ,129,1,55,,*,鮫島克駿,(栗),河嶋宏樹,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,5,16,3京7,2,未勝利・牝,ダ,1400,良,,鮫島,55.0,,1,2.1,2,0.1,1,,,10,7,36.68,36.2,1,ルージュバロン
6,B,6,コウソクユノ,牝,3,3,8.4, ,108,3,55,,,横山武史,(美),中舘英二,ブリックスアンドモルタル,キングカメハメハ,,ネイティヴダンサー系,6,13,1函1,9,未勝利・牝,ダ,1700,稍,,横山,55.0,,3,6.0,4,0.9,10,8,8,10,8,37.09,38.3,2,ビーチイン
6,,7,コーリンクレア,牝,3,5,29.2, ,108,3,55,,*,横山和生,(美),小野次郎,マテラスカイ,トーセンダンス,,ロイヤルチャージャー系,6,6,3東1,3,未勝利・牝,ダ,1600,稍,,石橋,55.0,,7,39.2,4,1.1,11,,,4,3,36.78,38.5,6,ライトハウス
7,,8,ワンダーアスク,牝,3,8,31.5, ,105,6,55,,,川又賢治,(栗),笹田和秀,オルフェーヴル,デヒア,,ニアークティック系,6,13,1函1,10,未勝利・牝,ダ,1700,稍,,川又,55.0,,5,8.9,9,1.6,8,3,2,3,4,36.55,40.0,11,ビーチイン
7,,9,プルーフリーディン,牝,3,4,22.3, ,108,3,55,,,斎藤新,(栗),小林真也,ジャスタウェイ,ノヴェリスト,,その他のエクリプス系,5,31,3京C,4,未勝利・牝,ダ,1800,良,,斎藤,55.0,,5,6.2,4,0.8,3,5,4,4,4,37.85,38.6,4,グロリアス
8,,10,ドンレミラピュセル,牝,3,10,43.5, ,100,9,52,▲,*,和田陽希,(栗),藤原英昭,キタサンブラック,Bernardini,,ナスルーラ系,5,30,3京B,16,未勝利,芝,1400,良,,西塚,55.0,,8,35.4,9,0.8,12,,,6,5,34.28,35.4,12,メイショウトウコウ
8,,11,ファントムグレース,牝,3,11,69.7, , 95,11,52,▲,*,遠藤汰月,(栗),本田優,サトノダイヤモンド,"Empire Maker",,ネイティヴダンサー系,6,6,3阪1,3,未勝利・牝,ダ,1800,良,,永島,53.0,◇,13,81.9,9,2.4,15,16,16,15,16,39.05,38.9,3,ドリームキャリー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062702010507,2026.6.27,土,函館,1函5,7,,1勝,芝,2000,A,4,稍(暫定),雨(暫定),16,13:10,,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
