レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010401,2026.1.11,日,中山,1中4,1,,未勝利,ダート,1200,,2,良,曇,16,10:05,,馬齢,３歳
7,B,13,ノーブルクラウド,牝,3,470,- 8,- 8,4,8.2, ,102,6,55,,,西村淳也,(美),久保田貴,カレンブラックヒル,クロフネ,,ニアークティック系,12,20,5中5,3,未勝利・牝*,ダ,1800,良,,西村,55.0,,11,71.1,5,1.5,10,12,11,11,11,38.05,40.0,4,ケイツーリーブル
7,,14,アスパラゴ,牝,3,476,+ 2,+ 2,12,233.6, , 94,9,55,,*,江田照男,(美),田村康仁,カリフォルニアクローム,ダンスインザダーク,,ロイヤルチャージャー系,12,28,5中8,10,未勝利*,ダ,1800,良,,五十,55.0,,12,183.3,10,1.7,9,3,3,4,9,38.75,41.1,10,タイセツナヒ
8,,15,ライヴマルガリータ,牝,3,464,- 6,- 6,9,47.6, , 95,8,55,,,木幡巧也,(美),牧光二,モズアスコット,サムライハート,,ロイヤルチャージャー系,12,13,5中3,18,未勝利*,芝,1600,良,,木幡,55.0,,11,128.4,10,1.5,15,,4,6,7,35.64,35.9,14,バルボアパーク
8,,16,ペカリーナ,牝,3,462,- 2,- 2,10,60.0, , 82,16,55,,,木幡初也,(美),竹内正洋,ルーラーシップ,ブラックタイド,ネイティヴダンサー系,ロイヤルチャージャー系,12,27,5中7,初,新馬,芝,1600,良,,木幡,55.0,,16,178.8,14,1.8,11,,11,15,15,36.48,36.1,12,ルールザウェイヴ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010403,2026.1.11,日,中山,1中4,3,,未勝利,ダート,1800,,4,良,曇,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ハッピーカーン,牡,3,470,- 2,- 2,8,93.2, ,106,4,57,,,木幡育也,(美),松永康利,ベンバトル,オレハマッテルゼ,,ロイヤルチャージャー系,12,28,5中8,4,未勝利*,ダ,1800,良,,木幡,56.0,,6,60.2,5,1.1,14,11,11,9,8,38.95,40.1,6,タイセツナヒ
1,,2,ゴットタレント,牡,3,458,- 2,- 2,6,54.6, ,100,8,57,,*,杉原誠人,(美),田村康仁,ダノンプレミアム,"Elusive Quality",,ネイティヴダンサー系,12,27,5中7,9,未勝利*,ダ,1800,稍,,三浦,56.0,,4,9.3,11,3.1,4,8,8,10,9,38.60,40.5,9,パッセージピーク
2,,3,アイアムアッパレ,牡,3,508,- 2,- 2,10,136.5, , 94,13,57,,,柴田善臣,(美),奥平雅士,リオンディーズ,クロフネ,,ニアークティック系,12,14,5中4,22,未勝利*,芝,2000,稍,,柴田,56.0,,11,100.5,16,2.8,17,8,7,9,11,37.46,38.4,16,ラージアンサンブル
2,,4,セイウォリアー,牡,3,462,+ 4,+ 4,12,249.6, ,100,8,54,▲,,舟山瑠泉,(美),古賀慎明,マジェスティックウォリアー,ネオユニヴァース,,ロイヤルチャージャー系,12,13,5中3,4,未勝利*,ダ,1800,良,,舟山,53.0,▲,7,41.3,9,3.6,9,10,10,11,11,39.15,40.8,9,イッテラッシャイ
3,,5,ネイティヴプライド,牡,3,476,+ 2,+ 2,5,25.1, ,105,6,57,,,菅原明良,(美),高木登,クリソベリル,キングカメハメハ,,ネイティヴダンサー系,12,27,5中7,16,未勝利*,ダ,1800,稍,,菅原,56.0,,5,10.8,6,2.1,8,13,14,13,13,38.85,39.0,4,パッセージピーク
3,,6,ホワイトナイル,牡,3,486,- 2,- 2,13,302.4, , 95,12,57,,,木幡巧也,(美),牧光二,"American Pharoah","Mr. Greeley",,ネイティヴダンサー系,12,14,5中4,10,未勝利*,ダ,1200,稍,,木幡,56.0,,6,34.6,13,2.2,7,,,13,12,36.00,39.1,9,ヴェネチアンキング
4,,7,ミスターキャンベラ,牡,3,518,  0,0,1,2.0, ,118,1,57,,,戸崎圭太,(美),稲垣幸雄,クリソベリル,エンパイアメーカー,,ネイティヴダンサー系,12,20,5中5,初,新馬,ダ,1800,良,,戸崎,56.0,,2,4.1,2,0.3,4,3,3,3,3,38.15,39.2,4,ゴールドブレイズ
4,,8,ヤマメイッカ,牡,3,498,+ 4,+ 4,3,6.6, ,109,3,57,,,佐々木大,(美),久保田貴,リアルスティール,Manduro,,その他のエクリプス系,11,24,5東6,4,未勝利*,ダ,1600,良,,佐々,56.0,,3,14.6,5,1.8,2,,,5,7,36.78,37.6,3,マクリール
5,,9,ルアグロール,牡,3,462,+ 2,+ 2,14,316.9, , 96,11,57,,,小林脩斗,(美),嘉藤貴行,リオンディーズ,ハーツクライ,,ロイヤルチャージャー系,12,28,5中8,初,新馬,ダ,1800,良,,小林,56.0,,13,84.3,7,3.6,10,12,12,9,9,38.90,41.5,6,クラウトロック
5,B,10,ハンドフル,牡,3,456,  0,0,15,348.6, , 87,15,57,,,内田博幸,(美),田中勝春,パイロ,アドマイヤムーン,ナスルーラ系,ネイティヴダンサー系,12,21,5中6,16,未勝利*,ダ,1800,不,,内田,56.0,,12,169.8,14,3.3,15,13,14,14,16,38.30,40.6,13,ヘルメスギャング
6,,11,サルサブラヴァ,牡,3,520,+ 6,+ 6,7,75.3, ,106,4,57,,,原優介,(美),奥村武,シニスターミニスター,ゴールドアリュール,ナスルーラ系,ロイヤルチャージャー系,12,28,5中8,初,新馬,ダ,1800,良,,原優,56.0,,7,32.5,5,3.4,4,12,12,9,6,38.95,41.2,5,クラウトロック
6,,12,チェイサー,牡,3,426,+ 2,+ 2,9,107.6, ,101,7,57,,,横山琉人,(美),相沢郁,レイデオロ,オルフェーヴル,,,12,28,5中8,4,未勝利*,ダ,1800,良,,横山,56.0,,10,116.4,7,1.5,8,1,1,2,1,38.50,41.4,12,タイセツナヒ
7,B,13,メイクイット,牝,3,514,- 2,- 2,11,244.9, , 91,14,55,,*,酒井学,(美),土田稔,"Bolt d'Oro","Holy Roman Emperor",,ニアークティック系,12,6,5中1,22,未勝利*,ダ,1800,良,,菅原,55.0,,10,93.2,15,4.6,10,7,7,9,12,38.60,42.0,15,ショウナンパトス
7,,14,アルファシーナ,牡,3,468,  0,0,16,535.5, , 85,16,54,▲,*,遠藤汰月,(美),伊藤伸一,アポロケンタッキー,エンパイアメーカー,,ネイティヴダンサー系,12,20,5中5,16,未勝利*,ダ,1800,良,,小林,56.0,,16,399.2,13,3.8,15,16,16,16,15,39.70,39.7,8,エコロガノン
8,B,15,ショコラキュイ,牡,3,496,+ 4,+ 4,4,17.1, ,100,8,57,,*,三浦皇成,(美),森一誠,ヘニーヒューズ,キングカメハメハ,,ネイティヴダンサー系,9,27,4中8,初,新馬,ダ,1800,良,,荻野,55.0,,2,3.3,15,4.2,3,8,9,6,9,39.15,41.5,16,ケントン
8,,16,ファイタージェット,牡,3,496,+ 2,+ 2,2,2.2, ,116,2,57,,,津村明秀,(美),林徹,デクラレーションオブウォー,ディープインパクト,,ロイヤルチャージャー系,12,20,5中5,4,未勝利*,ダ,1800,良,,津村,56.0,,3,6.6,2,0.3,2,12,11,2,3,38.45,38.7,2,エコロガノン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010404,2026.1.11,日,中山,1中4,4,,1勝,ダート,1200,,2,良,晴,16,11:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,エコロシード,牡,3,544,  0,0,1,2.8, ,119,2,57,,*,佐々木大,(美),堀宣行,"Adios Charlie",Uncaptured,,,12,28,5中8,7,１勝ｸﾗｽ*,ダ,1200,良,,松山,56.0,,2,2.8,3,0.3,1,,,2,2,33.30,38.7,4,アルデトップガン
1,,2,レッドスティンガー,牡,3,470,- 4,- 4,2,3.9, ,106,7,57,,*,戸崎圭太,(美),矢嶋大樹,レッドファルクス,ダイワメジャー,,ロイヤルチャージャー系,12,28,5中8,7,１勝ｸﾗｽ*,ダ,1200,良,,横山,56.0,,4,6.9,7,1.7,5,,,8,7,34.00,39.4,6,アルデトップガン
2,,3,レディサン,牝,3,454,- 8,- 8,6,18.5,>,111,4,52,▲,*,小林美駒,(美),栗田徹,パイロ,キンシャサノキセキ,ナスルーラ系,ロイヤルチャージャー系,10,25,4新3,4,未勝利*,ダ,1200,良,,丹内,55.0,,1,2.4,1,-0.7,13,,,1,1,34.50,37.6,1,(ウーマンズパワー)
2,,4,モンサンゴールデン,牡,3,470,- 4,- 4,3,4.8, ,122,1,55,△,*,柴田裕一,(栗),中竹和也,シルバーステート,Bertolini,,ニアークティック系,12,14,5阪4,8,１勝ｸﾗｽ*,ダ,1200,良,,松山,56.0,,2,2.3,2,0.4,2,,,1,1,35.90,36.2,3,テーオーグレーザー
3,,5,ジャレッド,牡,3,484,+ 2,+ 2,13,128.6, , 86,16,57,,*,酒井学,(栗),秋山真一,Yaupon,Violence,,,12,21,5名6,8,寒椿賞･1勝*,ダ,1400,稍,,富田,56.0,,16,141.1,15,3.2,13,,,4,5,35.63,40.2,15,カタリテ
3,,6,ヴェネチアンキング,牡,3,520,  0,0,9,36.0,>,114,3,57,,,丹内祐次,(美),伊藤圭三,マジェスティックウォリアー,エンパイアメーカー,,ネイティヴダンサー系,12,14,5中4,9,未勝利*,ダ,1200,稍,,丹内,56.0,,1,1.4,1,-0.5,2,,,4,3,34.60,38.3,4,(ヘイスティハート)
4,,7,シーグルロス,牝,3,458,  0,0,15,142.2,+,106,7,52,▲,*,石田拓郎,(美),尾形和幸,フィレンツェファイア,ディープインパクト,,ロイヤルチャージャー系,12,20,5名5,12,クリスマ,芝,1200,稍,,小林,55.0,,7,25.7,7,0.6,6,,,1,1,34.10,35.5,8,コラルリーフ
4,,8,アンティミスト,牡,3,526,  0,0,10,40.5, , 99,12,57,,,横山武史,(美),鈴木伸尋,Caravaggio,"Agnes Gold",,,12,28,5中8,7,１勝ｸﾗｽ*,ダ,1200,良,,横山,56.0,,9,99.4,4,0.7,9,,,8,9,34.10,38.3,2,アルデトップガン
5,,9,ビップムーラン,牝,3,460,  0,0,11,54.2,>,110,5,55,,*,大野拓弥,(美),田島俊明,アルアイン,フレンチデピュティ,,ニアークティック系,12,6,5中1,4,未勝利*,ダ,1200,良,,戸崎,55.0,,1,1.7,1,-0.1,1,,,1,1,35.00,37.2,2,(アンバサダネージュ)
5,,10,ピュール,牡,3,406,  0,0,14,135.0,>, 96,14,57,,,木幡巧也,(美),久保田貴,ダノンプレミアム,ロードカナロア,,,12,28,5中8,3,未勝利*,ダ,1200,良,,木幡,56.0,,12,96.7,1,-0.5,13,,,8,6,34.90,38.2,3,(イイクニパッション)
6,,11,ドナシェーン,牝,3,454,+ 4,+ 4,4,9.0,>,108,6,55,,,荻野極,(美),栗田徹,Munnings,"Fastnet Rock",ネイティヴダンサー系,その他のエクリプス系,11,16,3福4,4,未勝利*,ダ,1150,良,,荻野,55.0,,1,2.2,1,-0.3,3,,,3,3,34.80,36.9,1,(ウーマンズパワー)
6,,12,アパタイトテソーロ,牝,3,418,- 4,- 4,12,123.8, , 92,15,55,,*,原優介,(美),畠山吉宏,スワーヴリチャード,ヘニーヒューズ,,,12,28,5中8,8,１勝ｸﾗｽ*,ダ,1200,良,,佐々,55.0,,10,197.9,5,0.8,7,,,5,7,33.60,38.9,5,アルデトップガン
7,,13,ルクスポップスター,牡,3,516,+ 2,+ 2,7,22.4,>,105,9,57,,*,三浦皇成,(栗),西園翔太,ミスターメロディ,スマートファルコン,,ロイヤルチャージャー系,12,14,5中4,初,新馬,ダ,1200,稍,,団野,56.0,,3,3.8,1,-0.0,3,,,6,4,36.00,37.2,1,(コウジハラ)
7,,14,ナオミライトニング,牝,3,446,-14,-14,8,34.7,+,101,11,55,,*,西村淳也,(栗),矢作芳人,ビッグアーサー,リアルインパクト,,,11,1,3京A,2,ファンタG3,芝,1400,良,,北村,55.0,,12,107.5,8,0.6,12,,,8,6,35.70,33.9,7,フェスティバルヒル
8,,15,セイウンアインス,牝,3,448,- 4,- 4,16,227.9, , 98,13,55,,,武藤雅,(美),武藤善則,フォーウィールドライブ,ベーカバド,,ニアークティック系,12,28,5中8,14,１勝ｸﾗｽ*,ダ,1200,良,,武藤,55.0,,8,89.4,6,1.7,8,,,5,5,33.60,39.8,7,アルデトップガン
8,,16,ジェラートキティ,牝,3,434,+ 4,+ 4,5,10.7,>,103,10,52,▲,,舟山瑠泉,(美),嘉藤貴行,ディスクリートキャット,サウスヴィグラス,,ネイティヴダンサー系,12,27,5中7,初,新馬,ダ,1200,稍,,舟山,52.0,▲,2,3.7,1,-0.3,10,,,1,1,34.20,37.7,4,(アイスメルティング)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011106010405,2026.1.11,日,中山,1中4,5,,新馬,ダート,1800,,4,良,晴,16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,キョウエイアート,牡,3,540,,,12,90.5, ,  0,,57,,,原優介,(美),萱野浩二,オルフェーヴル,シンボリクリスエス,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,エスシービクトリア,牡,3,492,,,9,50.1, ,  0,,54,▲,,遠藤汰月,(美),村田一誠,マクフィ,アフリート,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,パワポケグッド,牡,3,430,,,15,171.8, ,  0,,57,,,小林凌大,(美),大和田成,インカンテーション,ローエングリン,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,ミリオンヴォイス,牡,3,480,,,4,7.3, ,  0,,57,,,丹内祐次,(美),加藤士津,ゴールドドリーム,アサクサキングス,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,モウレツ,牡,3,470,,,14,161.1, ,  0,,57,,,原田和真,(美),蛯名利弘,モーニン,ローエングリン,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,サクセスゴールド,牡,3,484,,,6,9.4, ,  0,,57,,,田辺裕信,(美),久保田貴,ルヴァンスレーヴ,アグネスタキオン,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,グラムエッジ,牡,3,558,,,8,31.7, ,  0,,57,,,石川裕紀,(美),手塚貴久,ナダル,ダンスインザダーク,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,サクラピアチェーレ,セ,3,492,,,11,76.0, ,  0,,57,,,大野拓弥,(美),高柳瑞樹,モズアスコット,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,サトノフェンサー,牡,3,536,,,2,4.3, ,  0,,57,,,三浦皇成,(美),高柳瑞樹,デクラレーションオブウォー,エンパイアメーカー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,ホウオウファミリー,牡,3,494,,,1,3.1, ,  0,,57,,,戸崎圭太,(美),田中博康,レイデオロ,アグネスタキオン,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,リクスダラー,牡,3,470,,,3,6.0, ,  0,,57,,,荻野極,(美),上原佑紀,ニューイヤーズデイ,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,グランドタルマエ,牡,3,516,,,7,28.0, ,  0,,57,,,横山琉人,(美),相沢郁,ホッコータルマエ,"Oasis Dream",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
