レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026052304010702,2026.5.23,土,新潟,1新7,2,,未勝利,ダート,1800,,4,不(暫定),曇(暫定),15,10:20,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
5,,9,ワイドポティロン,牝,3,8,15.6, ,101,10,52,▲,*,石田拓郎,(栗),佐藤悠太,フィレンツェファイア,"Wicked Strong",,,1,24,1京8,7,未勝利,ダ,1200,良,,岩田,55.0,,2,4.5,12,1.2,4,,,6,7,37.70,37.6,12,リアルアルバ
6,B,10,ラインメテオラ,牡,3,5,11.1, ,111,3,57,,,富田暁,(栗),長谷川浩,リオンディーズ,"Cape Cross",,ニアークティック系,5,10,1新4,11,未勝利,ダ,1200,良,B,富田,57.0,,10,31.6,2,0.3,8,,,2,2,34.60,38.5,9,エコログロウ
6,,11,ジャーナーリア,牡,3,1,4.0, ,120,1,57,,*,丸山元気,(栗),本田優,サートゥルナーリア,ダイワメジャー,,ロイヤルチャージャー系,5,9,3京5,5,未勝利,ダ,1400,良,,高杉,57.0,,4,6.3,2,0.3,2,,,2,2,35.40,37.8,8,オウケンブラッド
7,,12,アイアンナックル,牡,3,7,12.4, ,109,5,54,▲,,森田誠也,(美),尾形和幸,ゴールドドリーム,サウスヴィグラス,,ネイティヴダンサー系,5,10,1新4,11,未勝利,ダ,1200,良,,森田,54.0,▲,9,29.7,3,0.3,5,,,9,9,35.30,37.8,1,エコログロウ
7,,13,アクシズ,牡,3,12,34.2, ,102,8,57,,,横山琉人,(美),尾形和幸,ダノンプレミアム,Galileo,,ニアークティック系,3,22,2中8,6,未勝利,ダ,1200,良,,横山,57.0,,13,366.8,5,1.5,10,,,9,9,35.40,37.9,5,マダックス
8,,14,ララクロシェット,牝,3,10,22.5, , 89,14,53,△,*,鷲頭虎太,(栗),井上智史,カリフォルニアクローム,カジノドライヴ,,ナスルーラ系,1,31,1小3,初,未勝利・若,芝,1200,良,,秋山,55.0,,16,157.2,16,1.2,17,,,11,10,34.50,35.2,14,カシノリアーナ
8,B,15,マイベスティー,牡,3,9,18.5, ,102,8,57,,*,長岡禎仁,(栗),高橋亮,イスラボニータ,エイシンフラッシュ,,,3,29,1名6,14,未勝利,芝,1200,良,B,今村,55.0,◇,11,76.1,10,1.2,11,,,7,7,34.90,35.1,11,メローネ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026052304010705,2026.5.23,土,新潟,1新7,5,,未勝利,芝,1400,B,2,重(暫定),曇(暫定),16,12:10,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ダノンルミエール,牝,3,4,7.7, ,112,5,53,◇,*,今村聖奈,(美),久保田貴,ダノンスマッシュ,ダイワメジャー,,ロイヤルチャージャー系,4,26,1福6,2,未勝利,芝,1200,良,,菱田,55.0,,1,3.2,5,0.5,1,,,4,5,34.90,35.0,10,ララアルカー
1,,2,テリオスヒナ,牝,3,10,16.7, , 80,15,55,,*,川須栄彦,(栗),小椋研介,ヴァンセンヌ,サクラプレジデント,,ロイヤルチャージャー系,2,28,1小B,7,未勝利・牝,ダ,1700,不,,松若,55.0,,16,284.4,16,5.1,16,6,6,13,14,37.58,41.4,15,フレットローソ
2,,3,ミスターマーボー,牡,3,1,5.0, ,128,1,57,,*,ゴンサル,(美),青木孝文,シュヴァルグラン,ヨハネスブルグ,,ニアークティック系,3,1,1小C,2,未勝利,芝,1200,良,,菊沢,57.0,,1,3.5,2,0.1,16,,,4,4,33.80,35.7,7,プルヴォワール
2,,4,レゲンデ,牝,3,14,48.3, , 96,12,55,,*,富田暁,(美),斎藤誠,ルヴァンスレーヴ,Dubawi,,ネイティヴダンサー系,2,14,1東5,14,未勝利,芝,1400,良,,菅原,55.0,,7,26.0,10,0.9,2,,,3,3,36.38,34.9,12,サンデースマッシュ
3,,5,シャンペトルブーケ,牝,3,7,11.8, ,100,9,53,△,*,舟山瑠泉,(栗),高橋一哉,サトノダイヤモンド,キングカメハメハ,,ネイティヴダンサー系,12,20,5阪5,6,未勝利*,芝,1600,良,,北村,55.0,,13,174.9,8,0.6,10,,,1,1,35.58,34.9,13,サトノセプター
3,,6,ニシノシャルム,牝,3,13,46.8, , 98,11,52,▲,,遠藤汰月,(美),栗田徹,キタサンブラック,クロフネ,,ニアークティック系,5,9,1新3,11,未勝利・若,芝,1200,良,,遠藤,52.0,▲,12,122.1,5,0.6,4,,,11,9,34.80,36.0,2,ソードスレイプニル
4,,7,パトローナス,セ,3,2,5.5, ,118,2,57,,*,亀田温心,(栗),高橋亮,フィエールマン,キングカメハメハ,,ネイティヴダンサー系,11,8,4京1,4,未勝利*,芝,1400,良,,Ｃ．,56.0,,1,3.8,4,0.4,2,,,2,2,35.03,34.6,7,ナムラコスモス
4,,8,リテラシー,牡,3,9,16.2, ,  0,,57,,,松本大輝,(栗),昆貢,サートゥルナーリア,Tawqeet,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,サンライズマシュー,牡,3,15,60.8, , 87,14,57,,*,西塚洸二,(栗),牧浦充徳,キセキ,ネオユニヴァース,,ロイヤルチャージャー系,1,12,1京5,3,未勝利,ダ,1800,良,,西村,57.0,,9,64.0,16,9.2,11,11,11,15,16,39.20,45.1,16,サヴォアフェール
5,,10,マリノリュミエール,牝,3,11,30.4, ,105,8,51,★,,河原田菜,(美),村田一誠,ノーブルミッション,ブラックタイド,,ロイヤルチャージャー系,5,2,1新1,19,未勝利,芝,1400,稍,,河原,51.0,★,14,90.6,3,0.2,8,,,8,8,35.10,37.0,3,アイアムアヒーロー
6,,11,ツウキンカイソク,牡,3,8,14.7, ,114,4,57,,*,丹内祐次,(美),岩戸孝樹,サトノアラジン,スウェプトオーヴァーボード,,ネイティヴダンサー系,5,2,1新1,4,未勝利,芝,1400,稍,,菊沢,57.0,,2,5.3,5,0.3,3,,,6,6,35.03,37.2,4,アイアムアヒーロー
6,,12,ニシノマーレ,牝,3,5,8.6, ,112,5,55,,*,菊沢一樹,(美),伊藤大士,ダノンプレミアム,キングカメハメハ,,ネイティヴダンサー系,4,25,2東1,14,未勝利,芝,1400,良,,佐藤,52.0,▲,6,18.0,4,0.4,13,,,1,1,35.33,34.6,10,リラ
7,B,13,サトノカスターニャ,牝,3,3,7.5, ,116,3,55,,*,小沢大仁,(栗),吉岡辰弥,サトノダイヤモンド,"Rock of Gibraltar",,ニアークティック系,5,2,3京3,12,未勝利・牝,芝,1600,稍,,北村,55.0,,3,7.8,5,0.3,9,,,3,3,35.76,34.7,10,カモメガトンダ
7,,14,モーニングダリア,牝,3,16,144.9, , 93,13,55,,,小林凌大,(美),高橋文雅,ミスチヴィアスアレックス,ハーツクライ,,ロイヤルチャージャー系,2,22,1小A,連,未勝利・牝,ダ,1700,良,,小林,55.0,,9,114.9,7,1.9,10,8,9,9,8,38.40,39.7,3,ガーネットフレア
8,,15,リアライズアリス,牝,3,6,11.1, ,107,7,52,▲,*,和田陽希,(栗),杉山晴紀,エピファネイア,キングカメハメハ,,ネイティヴダンサー系,3,7,1阪5,初,未勝利,芝,1600,良,,松若,55.0,,5,10.5,8,1.2,12,,,13,14,36.84,34.1,1,レザベーション
8,,16,マイネルディザイア,牡,3,12,30.7, ,100,9,54,▲,*,石神深道,(美),室井潔,イスラボニータ,アグネスデジタル,,ネイティヴダンサー系,3,1,1小C,10,未勝利,芝,1800,良,,斎藤,57.0,,4,13.7,9,1.0,3,3,2,2,2,36.15,38.5,13,エクリュ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026052304010706,2026.5.23,土,新潟,1新7,6,,未勝利,ダート,1800,,4,不(暫定),曇(暫定),15,12:40,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ヤマタケボニータ,牡,3,11,42.8, , 95,12,54,▲,*,上里直汰,(美),萱野浩二,イスラボニータ,ロードカナロア,,,5,10,1新4,32,未勝利,ダ,1800,良,,原田,57.0,,11,99.4,10,2.4,8,13,13,10,10,38.75,39.5,8,ノリノドラゴン
2,,2,クワッドマリニン,牡,3,1,4.5, ,102,7,55,◇,*,今村聖奈,(美),久保田貴,ニューイヤーズデイ,ハービンジャー,,ニアークティック系,4,11,1福1,4,未勝利,ダ,1700,良,,亀田,57.0,,5,12.0,9,2.2,7,6,5,4,7,37.36,39.6,11,シューティングガイ
2,,3,ピエナオルカ,牡,3,5,8.7, ,116,1,55,◇,*,永島まな,(栗),谷潔,ゴールドドリーム,スウェプトオーヴァーボード,,ネイティヴダンサー系,3,22,1名4,2,未勝利,ダ,1800,良,,幸英,57.0,,1,4.5,4,0.5,1,6,6,8,6,38.65,37.9,2,ルーナディサングエ
3,,4,スナークオーロラ,牝,3,10,35.9, , 96,11,55,,,小沢大仁,(栗),今野貞一,マテラスカイ,ステイゴールド,,ロイヤルチャージャー系,5,9,1新3,初,未勝利・牝,ダ,1200,稍,,小沢,55.0,,8,21.9,11,2.3,11,,,9,9,35.90,39.3,6,フレンズプラス
3,B,5,キープシャイニング,牡,3,3,5.1, ,106,4,57,,*,西塚洸二,(栗),長谷川浩,イスラボニータ,ブライアンズタイム,,ロイヤルチャージャー系,5,9,3京5,9,未勝利,ダ,1400,良,B,吉村,57.0,,3,4.8,7,0.9,1,,,9,8,35.93,37.7,6,オウケンブラッド
4,,6,ソフィア,牝,3,4,6.3, ,106,4,53,△,*,舟山瑠泉,(美),鹿戸雄一,リアルスティール,Include,,その他のエクリプス系,5,3,1新2,18,未勝利・牝,芝,2000,稍,,丹内,55.0,,4,7.9,8,0.6,3,6,7,5,4,37.03,36.6,11,オモイヲノセテ
4,,7,ウォーターエクラン,牝,3,15,61.0, , 86,13,52,▲,*,水沼元輝,(栗),藤野健太,ウォータービルド,ハービンジャー,,ニアークティック系,5,10,3京6,2,未勝利,芝,1600,良,,渡辺,55.0,,15,294.2,14,1.7,11,,,15,15,36.00,34.8,9,パーシャングレー
5,,8,メイショウゴッホ,牡,3,7,12.7, ,101,8,57,,*,松本大輝,(栗),飯田祐史,ヴァンゴッホ,ヘニーヒューズ,,,5,9,3京5,3,未勝利,ダ,1800,良,,角田,57.0,,8,17.0,4,1.0,6,8,10,9,9,38.30,38.6,3,ココロヅヨサ
5,,9,バル,牡,3,13,54.4, ,100,9,53,★,*,河原田菜,(美),武市康男,マテラスカイ,スペシャルウィーク,,ロイヤルチャージャー系,4,12,3中6,3,未勝利,ダ,1800,稍,,小崎,57.0,,11,280.4,8,2.5,10,5,5,6,6,38.70,40.1,7,アルデキングダム
6,,10,ゼンノスタニング,牡,3,12,51.6, , 99,10,54,▲,,森田誠也,(栗),武幸四郎,シルバーステート,Frankel,,ニアークティック系,4,26,3京2,2,未勝利,ダ,1800,良,,森田,54.0,▲,13,212.1,6,1.4,6,9,10,9,6,38.35,39.2,6,テイエムスターラン
6,,11,ツインドライヴ,牡,3,6,11.0, ,114,2,54,▲,,石田拓郎,(美),新開幸一,ブリックスアンドモルタル,"Seattle Fitz",,,5,2,2東3,11,未勝利,ダ,1600,重,,石田,54.0,▲,3,15.5,3,1.1,11,,,4,4,35.94,37.5,4,プレースメント
7,,12,メイショウコースト,牡,3,8,26.1, ,  0,,54,▲,,和田陽希,(栗),渡辺薫彦,オーヴァルエース,ブラックタイド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,マシン,牡,3,2,4.9, ,105,6,54,▲,*,小林美駒,(栗),石坂公一,クリソベリル,クロフネ,,ニアークティック系,1,24,1小1,2,未勝利,ダ,1700,良,B,鮫島,57.0,,2,4.7,6,1.3,1,7,5,7,7,38.07,38.9,4,アンコールアゲイン
8,,14,メイショウソラル,牡,3,14,59.2, , 84,14,54,▲,*,大久保友,(美),和田勇介,ダノンレジェンド,クレスコグランド,,,3,29,1名6,連,未勝利,ダ,1900,良,,森田,54.0,▲,13,290.7,14,2.9,14,14,14,14,14,39.60,39.2,10,メイショウペイト
8,,15,エトワールブルー,牡,3,9,30.0, ,110,3,54,▲,,遠藤汰月,(栗),本田優,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,5,10,1新4,2,未勝利,ダ,1800,良,,遠藤,54.0,▲,5,17.9,5,1.7,5,13,14,12,11,38.90,38.5,3,ノリノドラゴン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026052304010707,2026.5.23,土,新潟,1新7,7,,未勝利,芝,2400,B,4,重(暫定),曇(暫定),16,13:10,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,レプレセンタル,牡,3,13,46.6, , 92,13,57,,*,西塚洸二,(美),池上昌和,ジャスタウェイ,クロフネ,,ニアークティック系,3,14,2中5,初,未勝利,ダ,1800,良,,荻野,57.0,,5,26.3,16,14.3,9,16,16,16,16,42.80,42.4,13,イナズマダイモン
1,,2,ウィズアバウンス,牝,3,9,20.6, , 92,13,52,▲,,上里直汰,(美),武藤善則,フィエールマン,タニノギムレット,,ロイヤルチャージャー系,4,18,1福3,12,未勝利・若,芝,1800,良,,上里,52.0,▲,8,31.2,12,2.2,5,11,10,10,12,36.65,36.1,11,ブランドブラン
2,,3,ゾネブルーム,牡,3,4,7.0, ,113,4,57,,*,丸山元気,(美),矢嶋大樹,ヴァンゴッホ,コンデュイット,,ナスルーラ系,1,24,1中8,13,未勝利,芝,2200,良,,荻野,57.0,,10,63.2,3,0.2,16,8,7,7,8,36.23,35.6,4,ミッキーファルコン
2,,4,テンバコウクウ,牡,3,12,45.5, , 95,12,57,,*,丸田恭介,(美),柄崎将寿,ハッピースプリント,スピルバーグ,,,4,11,1福1,9,未勝利,芝,2600,良,,松岡,57.0,,15,185.5,6,1.1,14,10,8,14,9,37.62,36.0,3,アスクファイアモア
3,,5,パーヴォ,牡,3,6,10.8, ,109,6,57,,*,菊沢一樹,(栗),吉田直弘,ゴールドシップ,Medicean,,ネイティヴダンサー系,5,3,3京4,4,未勝利,芝,2400,良,,津村,57.0,,2,4.5,4,0.9,5,8,8,10,10,37.40,34.1,2,マジョレルブルー
3,,6,ハナコトバ,牝,3,2,6.4, ,114,3,53,◇,,今村聖奈,(栗),寺島良,ラブリーデイ,ディープインパクト,,ロイヤルチャージャー系,3,21,1名3,3,未勝利・牝,芝,2000,良,,今村,53.0,◇,4,12.2,4,0.5,10,10,10,9,9,36.69,35.0,3,レイクラシック
4,,7,ラヴズプレミアム,牡,3,3,6.9, , 92,13,57,,*,富田暁,(栗),矢作芳人,エピファネイア,ディープインパクト,,ロイヤルチャージャー系,5,2,3京3,2,未勝利,芝,2000,良,,北村,57.0,,6,37.0,11,1.8,5,9,10,11,11,37.93,34.7,9,ロードスタニング
4,,8,タビニュ,牡,3,8,20.3, ,101,8,57,,,吉田隼人,(美),松尾卓哉,バゴ,ディープインパクト,ナスルーラ系,ロイヤルチャージャー系,4,18,1福3,17,未勝利,芝,2600,良,,吉田,57.0,,10,73.9,4,0.7,9,10,10,11,9,38.76,34.2,1,バルドル
5,B,9,ベルトラッキ,牡,3,5,8.7, ,122,1,57,,*,ゴンサル,(美),加藤士津,デクラレーションオブウォー,ルーラーシップ,,ネイティヴダンサー系,4,18,1福3,6,未勝利,芝,2600,良,B,丹内,57.0,,1,2.7,2,0.6,1,7,7,9,6,38.67,34.4,2,バルドル
5,,10,ヨーゼフ,牡,3,15,76.2, ,  0,,57,,,武藤雅,(美),戸田博文,レイデオロ,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,チェルヴァーラ,牡,3,1,3.6, ,117,2,57,,*,小沢大仁,(栗),松下武士,エピファネイア,キングカメハメハ,,ネイティヴダンサー系,8,30,4名3,7,未勝利*,芝,2000,良,,北村,55.0,,1,2.0,3,0.3,1,11,11,6,7,37.54,33.2,2,カラペルソナ
6,,12,アデルバローズ,牝,3,16,92.1, , 96,11,52,▲,*,石神深道,(美),森一誠,レイデオロ,ディープインパクト,,ロイヤルチャージャー系,3,15,2中6,3,未勝利,芝,2000,良,,大野,55.0,,9,64.4,15,2.9,6,3,3,3,3,36.51,38.0,15,ダノンファンスター
7,B,13,オーケーグリット,牡,3,14,72.0, , 97,10,57,,*,横山琉人,(美),相沢郁,ハービンジャー,フジキセキ,ニアークティック系,ロイヤルチャージャー系,5,9,2東5,3,未勝利,芝,2400,良,B,木幡,57.0,,10,160.3,5,0.9,12,2,2,2,1,37.23,35.3,7,ニシノヒノトリ
7,,14,フィールライクユー,牝,3,7,14.7, ,100,9,53,△,,舟山瑠泉,(栗),森田直行,オルフェーヴル,ジャスタウェイ,,,5,3,1新2,初,未勝利・牝,芝,2000,稍,,舟山,53.0,△,13,65.2,5,0.2,16,12,12,12,14,37.37,35.4,2,オモイヲノセテ
8,,15,ノリマル,牡,3,11,34.1, ,112,5,57,,*,丹内祐次,(美),尾形和幸,ブリックスアンドモルタル,ヴィクトワールピサ,,ロイヤルチャージャー系,2,14,1小7,2,未勝利,芝,2000,良,,吉田,57.0,,1,3.7,7,1.0,1,2,3,3,5,36.39,36.8,12,ノンブルドール
