レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010101,2026.6.13,土,函館,1函1,1,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,10:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
4,,5,ドゥブルヴェ,牝,3,9,34.7, ,  0,,55,,,佐々木大,(栗),池添学,ルヴァンスレーヴ,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,ルージュアイラ,牝,3,2,4.5, ,100,10,53,◇,*,今村聖奈,(栗),池江泰寿,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,4,12,2阪6,11,未勝利・牝,ダ,1400,稍,,団野,55.0,,9,62.4,8,1.1,14,,,3,3,35.93,38.4,13,ステライヴ
5,,7,ビーチイン,牝,3,7,30.4, ,115,1,55,,,横山和生,(美),和田勇介,ダノンプレミアム,ロードカナロア,,,4,11,3中5,6,未勝利・牝,ダ,1800,重,,横山,55.0,,2,5.0,2,1.5,4,11,11,5,3,37.80,39.2,2,アスコットヴェール
5,,8,コサージュ,牝,3,4,10.5, ,110,5,55,,,横山琉人,(栗),清水久詞,ヘニーヒューズ,トーセンホマレボシ,,ロイヤルチャージャー系,2,22,1小A,連,未勝利・牝,ダ,1700,良,,横山,55.0,,2,5.5,4,1.3,1,5,7,5,4,38.07,39.7,3,ガーネットフレア
6,,9,ファイネクローネ,牝,3,8,34.7, ,104,8,55,,*,浜中俊,(栗),緒方努,サトノクラウン,ノヴェリスト,,その他のエクリプス系,3,28,2阪1,5,未勝利,芝,1600,良,,菱田,55.0,,4,11.9,11,1.2,4,,,12,10,36.00,35.2,10,ラヴリーティアラ
6,,10,テンレッドサン,牝,3,6,12.1, ,113,3,55,,*,丹内祐次,(栗),西園翔太,ヘニーヒューズ,メイショウサムソン,,ニアークティック系,2,28,1小B,14,未勝利・牝,ダ,1700,不,,西塚,55.0,,6,14.5,2,0.5,3,7,8,9,4,37.36,37.2,1,フレットローソ
7,,11,アンミックス,牝,3,11,40.5, ,105,7,55,,*,斎藤新,(栗),高柳大輔,パイロ,ヨハネスブルグ,ナスルーラ系,ニアークティック系,4,12,1福2,4,未勝利・牝,ダ,1700,良,,西塚,55.0,,5,8.5,9,1.4,2,5,4,4,6,37.85,39.7,9,エアトベーレ
7,,12,エルファリス,牝,3,12,40.5, , 95,12,52,▲,*,大久保友,(美),加藤和宏,ダンカーク,ゴールドアリュール,,ロイヤルチャージャー系,2,14,1小7,3,未勝利・牝,ダ,1700,良,,菊沢,55.0,,11,99.3,11,1.2,14,14,12,12,10,38.29,39.0,6,ペンダント
8,,13,ミリオンアップ,牝,3,1,2.2, ,108,6,55,,*,荻野琢真,(栗),野中賢二,オルフェーヴル,ディープブリランテ,,ロイヤルチャージャー系,5,17,3京8,2,未勝利・牝,ダ,1800,良,,田山,53.0,△,6,15.0,4,0.3,5,3,3,4,4,38.35,38.6,4,シエーナカラー
8,,14,テリオスリコ,牝,3,14,48.6, , 89,13,55,,*,古川吉洋,(栗),松下武士,ルーラーシップ,ハーツクライ,ネイティヴダンサー系,ロイヤルチャージャー系,4,11,2阪5,7,未勝利,ダ,1400,重,,西塚,55.0,,15,272.5,11,2.7,12,,,15,15,35.78,38.2,7,ゼロヴィジビリティ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010103,2026.6.13,土,函館,1函1,3,,未勝利,ダート,1000,,2,良(暫定),晴(暫定),12,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,スイーヴル,牝,3,8,20.6, ,109,3,55,,*,長岡禎仁,(栗),小椋研介,タワーオブロンドン,Pivotal,,ニアークティック系,4,19,1福4,7,未勝利,ダ,1150,良,,松若,55.0,,4,5.0,6,0.5,2,,,4,4,34.15,38.2,9,ヨドノティアラ
2,,2,ミツカネメルクリオ,牡,3,6,11.1, ,101,9,54,▲,*,小林美駒,(美),清水英克,サトノアラジン,キングズベスト,,ネイティヴダンサー系,1,25,1中9,4,未勝利,ダ,1200,良,,キン,57.0,,4,10.2,13,3.4,6,,,4,5,34.70,41.6,14,アンプイットアップ
3,B,3,ワイドアルバ,牡,3,,0.0, ,108,4,57,,*,鮫島克駿,(栗),藤野健太,タワーオブロンドン,"Street Cry",,ネイティヴダンサー系,4,18,1福3,10,未勝利,ダ,1150,良,B,丹内,57.0,,7,23.3,6,1.2,11,,,2,3,35.89,37.8,9,メイショウイブキ
4,,4,メイワメジェール,牝,3,5,8.5, ,110,2,51,★,*,河原田菜,(栗),茶木太樹,コントレイル,"Offlee Wild",,,5,24,1新8,10,未勝利・牝,ダ,1200,稍,,大久,52.0,▲,7,20.3,4,0.5,7,,,2,2,34.30,38.7,11,アーガイルショア
5,,5,モノノケ,牝,3,10,28.9, , 98,10,55,,*,岩田康誠,(栗),宮地貴稔,マテラスカイ,ハーツクライ,,ロイヤルチャージャー系,4,12,2阪6,2,未勝利,ダ,1200,稍,,原優,55.0,,10,49.3,9,1.7,10,,,12,11,36.90,37.2,7,ミスヘンリー
5,,6,クロナ,牡,3,4,8.0, ,106,5,57,,*,小沢大仁,(栗),高橋亮,スワーヴリチャード,"Exchange Rate",,ニアークティック系,4,19,2阪8,9,未勝利,ダ,1400,良,,長岡,57.0,,5,11.1,7,0.8,8,,,2,2,35.40,38.6,11,バロニアル
6,,7,ダイシンレスター,牡,3,7,14.4, , 95,11,57,,*,松岡正海,(美),戸田博文,ダイシンサンダー,ケイムホーム,,ネイティヴダンサー系,4,18,1福3,9,未勝利,芝,1200,良,,杉原,57.0,,9,35.0,14,1.8,9,,,7,8,34.50,36.4,14,アイアムステキ
6,B,8,チュラヴェール,牝,3,2,4.0, ,102,7,55,,,丹内祐次,(美),松山将樹,ホッコータルマエ,バブルガムフェロー,,ロイヤルチャージャー系,4,19,1福4,9,未勝利,ダ,1150,良,,丹内,55.0,,6,12.6,10,1.1,6,,,7,6,34.69,38.3,11,ヨドノティアラ
7,,9,マーゴットオネイロ,牡,3,1,3.7, ,119,1,57,,*,横山武史,(栗),小林真也,ゴールドドリーム,トワイニング,,ネイティヴダンサー系,3,1,1小C,2,未勝利,ダ,1000,稍,,角田,57.0,,3,6.0,2,0.6,3,,,3,2,33.90,35.8,2,ファンシーフリル
7,,10,イングラム,牡,3,3,4.9, ,103,6,55,△,*,舟山瑠泉,(栗),千田輝彦,モズアスコット,ディープインパクト,,ロイヤルチャージャー系,4,19,1福4,9,未勝利,ダ,1150,良,,藤懸,57.0,,9,33.2,8,0.6,7,,,2,2,33.60,38.8,15,ヨドノティアラ
8,B,11,クルビデンス,牡,3,11,72.4, ,102,7,54,▲,*,大久保友,(美),菊川正達,アメリカンペイトリオット,アグネスタキオン,,ロイヤルチャージャー系,4,25,1福5,6,未勝利,ダ,1150,良,B,上里,54.0,▲,8,34.7,8,1.6,5,,,9,9,35.89,37.7,8,ブレイヴソルジャー
8,,12,トコシエノヒトミ,牝,3,9,28.9, , 93,12,54,☆,*,長浜鴻緒,(美),小笠倫弘,ゴールドドリーム,ディープブリランテ,,ロイヤルチャージャー系,4,4,3中3,10,未勝利,ダ,1200,稍,,団野,55.0,,6,15.1,15,3.1,7,,,8,9,35.20,39.9,15,エコロバロン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010104,2026.6.13,土,函館,1函1,4,,未勝利,芝,2600,A,6,良(暫定),晴(暫定),16,11:40,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,デリシューズマン,セ,3,6,26.3, , 89,14,57,,*,池添謙一,(美),平岩大典,フィエールマン,ダノンシャンティ,,ロイヤルチャージャー系,5,30,2東B,初,未勝利,芝,2000,良,,長浜,56.0,☆,13,204.9,12,1.1,10,,16,16,16,37.93,33.5,1,ベルウッドバイオ
2,,2,フォーチュンローズ,牝,3,1,1.5, ,121,1,55,,,荻野極,(美),上原佑紀,ハービンジャー,タニノギムレット,ニアークティック系,ロイヤルチャージャー系,4,11,1福1,11,未勝利,芝,2600,良,,荻野,55.0,,2,3.1,2,0.1,1,5,5,1,1,37.26,36.2,5,アスクファイアモア
2,,3,モヴシエラ,牡,3,9,35.0, , 92,12,55,◇,*,古川奈穂,(栗),新谷功一,レイデオロ,Kendargent,,,2,15,1小8,9,未勝利,芝,1800,稍,,田山,54.0,▲,10,58.0,13,1.6,15,13,14,13,10,37.70,36.0,12,モウエエデショー
3,,4,サクセスブルー,牡,3,3,8.7, ,102,9,54,▲,*,小林美駒,(美),秋本大介,レイデオロ,ハーツクライ,,ロイヤルチャージャー系,5,24,2東A,5,未勝利,ダ,1600,稍,,佐々,57.0,,9,62.9,8,1.5,5,,,5,4,36.24,39.0,8,コパノエイダン
3,,5,テンバコウクウ,牡,3,5,16.1, , 98,11,57,,*,松岡正海,(美),柄崎将寿,ハッピースプリント,スピルバーグ,,,5,23,1新7,6,未勝利,芝,2400,稍,,丸田,57.0,,15,235.7,6,1.4,10,12,13,12,10,37.70,36.0,5,パーヴォ
4,,6,クオンタムスター,牡,3,2,6.1, ,113,3,57,,,佐々木大,(美),堀宣行,コントレイル,Mastercraftsman,,,1,5,1中2,8,未勝利,芝,2000,良,,佐々,57.0,,6,18.7,4,0.5,6,9,9,9,13,36.73,35.9,4,イモータリス
4,,7,ホウオウファミリー,牡,3,11,70.1, ,110,5,55,△,*,舟山瑠泉,(美),田中博康,レイデオロ,アグネスタキオン,,ロイヤルチャージャー系,3,21,2中7,7,未勝利,ダ,1800,良,,戸崎,57.0,,2,3.8,5,1.5,2,5,5,6,6,38.70,39.6,4,ビービーアジャイル
5,,8,ノリマル,牡,3,4,10.5, ,114,2,57,,,丹内祐次,(美),尾形和幸,ブリックスアンドモルタル,ヴィクトワールピサ,,ロイヤルチャージャー系,5,23,1新7,14,未勝利,芝,2400,稍,,丹内,57.0,,5,10.5,4,0.5,1,4,4,2,1,37.40,36.0,5,パーヴォ
5,,9,ドナシュネル,牝,3,14,210.4, , 84,15,52,▲,*,遠藤汰月,(美),栗田徹,"Wootton Bassett",Galileo,,ニアークティック系,5,9,1新3,27,未勝利,芝,2000,良,,和田,52.0,▲,15,328.6,15,1.5,16,10,12,15,15,39.17,36.6,8,タイキアロハ
6,,10,ブランニューホーム,牡,3,12,105.2, ,105,7,57,,*,黛弘人,(美),深山雅史,フィエールマン,ストーミングホーム,,ネイティヴダンサー系,5,17,1新6,3,未勝利・若,芝,2000,良,,遠藤,54.0,▲,4,6.9,6,0.7,4,9,8,6,7,36.73,36.9,6,レゼルフォート
6,,11,タビニュ,牡,3,7,26.3, ,102,9,57,,,吉田隼人,(美),松尾卓哉,バゴ,ディープインパクト,ナスルーラ系,ロイヤルチャージャー系,5,23,1新7,5,未勝利,芝,2400,稍,,吉田,57.0,,7,20.3,9,1.9,11,10,11,12,13,37.70,36.5,8,パーヴォ
7,,12,ブリックアブラック,牡,3,13,105.2, , 90,13,57,,*,横山琉人,(美),高木登,ブリックスアンドモルタル,ブラックタイド,,ロイヤルチャージャー系,5,23,3京9,3,未勝利,芝,2200,良,B,菅原,57.0,,14,191.0,9,1.3,12,11,10,11,13,37.28,36.2,6,パンチャマハブータ
7,,13,ダイユウアドバンス,牝,3,,0.0, ,104,8,54,☆,*,長浜鴻緒,(美),松永康利,クリソベリル,ディープスカイ,,ロイヤルチャージャー系,5,17,2東8,3,未勝利・牝,ダ,1600,良,,佐藤,52.0,▲,6,12.8,8,2.1,7,,,7,7,37.02,39.1,8,ミライヘノティアラ
8,,14,コスモブラック,牡,3,10,52.6, ,106,6,57,,*,横山武史,(栗),武英智,キタサンブラック,"English Channel",,ネイティヴダンサー系,4,19,2阪8,3,未勝利,ダ,1800,良,,高倉,57.0,,3,4.6,11,2.2,1,11,9,9,6,38.10,39.3,12,マーゴットバディ
8,,15,デルマフジ,牡,3,8,35.0, ,113,3,57,,*,浜中俊,(栗),武幸四郎,キタサンブラック,Ghostzapper,,ニアークティック系,4,5,2阪4,4,未勝利,芝,2400,稍,,ルメ,57.0,,1,2.5,3,0.8,1,6,6,6,3,37.17,35.7,4,カモンメーン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010105,2026.6.13,土,函館,1函1,5,,新馬,芝,1200,A,2,良(暫定),晴(暫定),16,12:30,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ダイメイビッグボス,牡,2,3,10.1, ,  0,,55,,,横山武史,(美),武井亮,サートゥルナーリア,"Into Mischief",,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,アルテクィーン,牝,2,4,12.8, ,  0,,55,,,鮫島克駿,(栗),杉山晴紀,カラヴァッジオ,アドマイヤムーン,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,ロードレスポンス,牡,2,7,20.1, ,  0,,55,,,横山和生,(美),和田勇介,ロジャーバローズ,エスポワールシチー,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,ダイシンドラゴン,牡,2,2,5.6, ,  0,,55,,,佐々木大,(栗),高橋一哉,ビッグアーサー,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,キセキノユニコーン,牡,2,8,53.1, ,  0,,53,◇,,古川奈穂,(美),伊坂重信,キセキ,スウェプトオーヴァーボード,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,クールストラッチン,牝,2,10,186.0, ,  0,,53,△,,舟山瑠泉,(美),田島俊明,サリオス,Manduro,,その他のエクリプス系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,ヴィヴィアンリーチ,牝,2,5,16.9, ,  0,,52,▲,,小林美駒,(栗),東田明士,タワーオブロンドン,トーセンジョーダン,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,ウィルレーヴィア,牡,2,11,248.0, ,  0,,55,,,横山琉人,(美),尾形和幸,トーセンレーヴ,ゴールドシップ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,グランモンターナ,牡,2,12,248.0, ,  0,,55,,,古川吉洋,(栗),井上智史,ミスチヴィアスアレックス,エピファネイア,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,アイルドフルール,牝,2,1,1.4, ,  0,,55,,,北村友一,(栗),田中克典,ミッキーアイル,ゴールドアリュール,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,ブルドッグミトス,牝,2,9,67.6, ,  0,,55,,,丹内祐次,(栗),安達昭夫,ブルドッグボス,エイシンフラッシュ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,ショウナンカノア,牝,2,6,19.0, ,  0,,55,,,池添謙一,(栗),清水久詞,ドレフォン,キンシャサノキセキ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061302010106,2026.6.13,土,函館,1函1,6,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,13:00,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,トーセンアミューズ,牡,3,10,63.2, , 99,10,57,,*,小崎綾也,(美),加藤征弘,ダイワメジャー,"Dubai Destination",ロイヤルチャージャー系,ネイティヴダンサー系,5,23,2東9,7,未勝利,ダ,2100,重,,佐藤,54.0,▲,6,41.9,9,2.7,11,9,9,9,9,38.36,39.3,8,クアッドフォルツァ
2,,2,オンザムービー,牡,3,8,14.0, ,118,3,57,,*,横山和生,(栗),牧田和弥,サンダースノー,リアルインパクト,,,5,17,3京8,3,未勝利,芝,2000,良,,鮫島,57.0,,1,3.6,4,0.2,3,2,2,3,3,36.81,34.9,6,エンジェルボイス
3,B,3,ワルキューレキング,牡,3,5,10.5, ,110,4,54,▲,*,小林美駒,(美),伊藤大士,サートゥルナーリア,ゴールドアリュール,,ロイヤルチャージャー系,3,22,2中8,5,未勝利,ダ,1200,良,B,原優,57.0,,5,12.2,6,1.6,8,,,3,3,34.30,39.1,10,マダックス
4,,4,セイウンサファイア,牝,3,6,10.5, , 95,11,54,☆,*,長浜鴻緒,(美),本間忍,ナダル,カレンブラックヒル,,,5,9,2東5,初,未勝利,芝,1400,良,,丹内,55.0,,15,256.5,8,0.8,18,,,13,12,35.63,34.4,4,カズノダイジョウ
5,,5,メイショウタイザン,牡,3,3,5.7, ,109,5,57,,,横山琉人,(栗),高橋義忠,ミッキーアイル,メイショウボーラー,,ロイヤルチャージャー系,5,16,1新5,4,未勝利,ダ,1800,良,,横山,57.0,,3,5.9,4,0.7,4,2,2,2,2,38.20,38.9,5,ボールドタワー
5,,6,サンオブザサン,牡,3,11,63.2, ,102,7,57,,,斎藤新,(栗),高橋一哉,タニノフランケル,マツリダゴッホ,,ロイヤルチャージャー系,3,15,1阪8,3,未勝利,ダ,1800,良,,斎藤,57.0,,7,19.9,6,1.0,5,3,3,5,6,38.55,38.9,7,ミランド
6,,7,ホシヅキヨ,牡,3,4,6.3, ,101,9,57,,*,松岡正海,(美),柄崎将寿,ヴァンゴッホ,スズカフェニックス,,ロイヤルチャージャー系,5,24,1新8,22,未勝利,ダ,1800,稍,,石神,54.0,▲,6,54.8,3,0.6,4,8,8,7,6,37.70,39.5,1,アイビーチーキー
6,,8,トーレス,牡,3,12,126.4, , 93,12,57,,*,古川吉洋,(栗),秋山真一,シルバーステート,クロフネ,,ニアークティック系,3,28,2阪1,3,未勝利,ダ,1800,稍,,太宰,57.0,,10,208.3,6,3.3,9,9,9,8,8,38.35,39.9,5,ロードアマルフィ
7,,9,メイショウライガ,牡,3,9,21.0, ,102,7,53,★,*,河原田菜,(栗),藤原英昭,シルバーステート,エピファネイア,,,4,25,3京1,6,未勝利,ダ,1400,稍,,松山,57.0,,6,12.2,12,2.6,8,,,1,1,35.18,40.4,15,リアライズブライト
