レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010601,2026.5.17,日,新潟,1新6,1,,未勝利,障害,2890,B,,良(暫定),晴(暫定),14,09:45,,定量,４上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
7,,11,トーアマリシテン,セ,5,10,16.5, , 93,10,60,,*,五十嵐雄,(美),小島茂之,ビーチパトロール,クロフネ,,ニアークティック系,3,1,1小C,3,障害未勝利,障芝,2860,良,,石神,60.0,,7,13.8,10,4.1,4,3,4,5,6,,14.0,,ハイウェイスター
7,,12,アニージョ,セ,7,5,12.0, ,103,3,60,,,森一馬,(栗),吉田直弘,ケープブランコ,ゴールドアリュール,,ロイヤルチャージャー系,4,19,2阪8,13,障害未勝利,障ダ,2970,良,,森一,60.0,,9,44.1,5,1.9,12,6,7,8,7,,13.8,,ネイチャーシップ
8,,13,フォルガイル,牡,5,3,7.8, ,112,2,60,,*,金子光希,(美),加藤和宏,レイデオロ,ハーツクライ,,ロイヤルチャージャー系,5,3,1新2,4,障害未勝利,障芝,2890,良,,水沼,57.0,▲,2,4.6,4,2.8,2,2,2,2,4,,13.3,,コレペティトール
8,,14,ホウオウスターツ,セ,4,8,15.2, , 97,7,57,▲,,小林凌大,(美),池上昌和,ダノンバラード,サクラバクシンオー,,ナスルーラ系,4,5,3中4,4,障害未勝利,障ダ,2880,重,,小林,57.0,▲,13,193.1,6,4.0,13,10,10,10,9,,14.1,,シャンデルナゴル
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010602,2026.5.17,日,新潟,1新6,2,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,10:15,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ナウオアネヴァー,牡,3,3,7.1, ,104,3,57,,,川又賢治,(栗),寺島良,キズナ,アーネストリー,,ロイヤルチャージャー系,5,2,2東3,6,未勝利,ダ,2100,重,B,川又,57.0,,2,3.1,5,1.0,1,4,4,4,4,38.24,38.2,6,リオンサーガ
2,,2,パイザナンバー,牡,3,7,17.9, , 95,7,57,,*,城戸義政,(栗),畑端省吾,ルヴァンスレーヴ,フレンチデピュティ,,ニアークティック系,4,11,2阪5,連,未勝利,ダ,1800,重,,川端,54.0,▲,10,128.4,8,2.5,7,10,10,11,10,37.50,39.3,7,ジュンドラドラ
3,,3,クロームクロス,牡,3,5,10.5, ,100,5,57,,,斎藤新,(栗),西園翔太,ミスターメロディ,ディープインパクト,,ロイヤルチャージャー系,1,12,1京5,初,新馬,芝,1600,良,,斎藤,57.0,,13,63.7,9,1.5,2,,,8,7,37.08,35.6,7,ニシノサリーナ
4,,4,カンフーヒーロー,牡,3,9,37.4, , 88,8,54,▲,*,水沼元輝,(美),的場均,ストロングリターン,"Fusaichi Pegasus",,ネイティヴダンサー系,4,26,1福6,2,未勝利・若,ダ,1700,良,,古川,55.0,◇,14,334.5,14,4.1,11,13,13,13,11,38.29,40.3,12,エリーニック
5,,5,ヴァルク,牡,3,8,31.6, , 99,6,53,★,*,河原田菜,(美),武市康男,パドトロワ,クロフネ,,ニアークティック系,3,22,2中8,3,未勝利,ダ,1800,良,,菊沢,57.0,,12,240.6,8,3.1,12,11,11,10,10,38.50,41.5,8,イーグルロック
6,,6,エタンセル,牡,3,2,3.8, ,124,1,54,▲,*,小林美駒,(美),高木登,ブリックスアンドモルタル,ディープインパクト,,ロイヤルチャージャー系,4,18,1福3,3,未勝利,ダ,1700,良,,丹内,57.0,,1,1.7,2,0.4,1,2,2,2,2,38.24,37.6,3,アンティーム
7,B,7,アデルフィー,牡,3,1,2.4, ,113,2,57,,,吉田隼人,(美),金成貴史,モーニン,ミスキャスト,,ロイヤルチャージャー系,4,25,1福5,2,未勝利,ダ,1700,良,B,吉田,57.0,,7,12.0,2,0.4,3,3,3,1,1,37.36,38.6,4,ゴールドバローズ
8,,8,マーゴットデウス,セ,3,4,7.2, , 86,9,57,,*,小沢大仁,(栗),今野貞一,ドレフォン,ゼンノロブロイ,,ロイヤルチャージャー系,5,2,1新1,23,未勝利,芝,2200,稍,,古川,55.0,◇,14,139.0,13,2.4,13,14,14,13,13,38.55,36.6,5,プレイザリード
8,,9,カフジマリボー,牡,3,6,11.7, ,102,4,55,△,,柴田裕一,(栗),中竹和也,ハービンジャー,ジャスタウェイ,ニアークティック系,,4,25,3京1,8,未勝利,ダ,1800,稍,,柴田,55.0,△,15,388.5,4,1.1,9,16,16,13,12,38.05,39.0,1,バケラッタ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010603,2026.5.17,日,新潟,1新6,3,,未勝利,ダート,1200,,2,良(暫定),晴(暫定),15,10:45,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,パソドブレ,牝,3,15,58.2, , 94,9,52,▲,*,石神深道,(美),中川公成,リアルインパクト,ゼンノロブロイ,,ロイヤルチャージャー系,9,14,4中4,3,未勝利・牝*,ダ,1200,稍,,柴田,55.0,,14,258.9,7,1.8,13,,,15,13,36.30,38.1,2,クイーンレグナント
2,B,2,ベルオーシャン,牝,3,3,13.5, ,114,3,53,△,*,舟山瑠泉,(美),柄崎将寿,ミスチヴィアスアレックス,オペラハウス,,ニアークティック系,4,26,2東2,4,未勝利・牝,ダ,1400,稍,,横山,55.0,,1,3.6,5,1.2,1,,,6,4,37.05,37.8,8,ケイツープラ
2,,3,ジョイベル,牝,3,13,44.5, ,  0,,52,▲,,遠藤汰月,(美),本間忍,ノーブルミッション,ブラックタイド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,ロンバスブレス,牝,3,7,23.6, ,  0,,55,,,菊沢一樹,(美),石栗龍彦,イスラボニータ,エンパイアメーカー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,パピヨンヴェール,牝,3,4,20.4, , 95,8,55,,*,石川裕紀,(栗),吉岡辰弥,ロードカナロア,ダノンシャンティ,,ロイヤルチャージャー系,12,21,5阪6,初,新馬,芝,1200,重,,松山,55.0,,3,6.4,11,5.8,2,,,10,11,37.70,38.6,11,ワイドシュテルケ
4,,6,マリリンバローズ,牝,3,2,4.9, ,122,1,55,,*,荻野極,(栗),佐藤悠太,ナダル,ロードカナロア,,,4,18,2阪7,3,未勝利,ダ,1200,良,,川田,55.0,,1,2.0,3,1.4,3,,,3,3,35.90,37.1,5,ウェルカムソング
4,,7,アドバンスジェンヌ,牝,3,8,28.0, ,  0,,51,★,,河原田菜,(美),小手川準,モーニン,ホワイトマズル,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,スカット,牝,3,14,54.1, ,108,5,52,▲,,上里直汰,(美),堀内岳志,ゴールドドリーム,ハーツクライ,,ロイヤルチャージャー系,5,3,1新2,3,未勝利,ダ,1200,稍,,上里,52.0,▲,5,13.2,5,1.3,3,,,5,5,35.40,38.5,8,エコロボルト
5,,9,プティシラー,牝,3,9,36.0, ,110,4,54,☆,,長浜鴻緒,(美),上原博之,アメリカンペイトリオット,"Lope de Vega",,,4,26,1福6,10,未勝利・牝,ダ,1150,良,,長浜,53.0,△,3,8.2,5,2.6,5,,,9,10,36.55,37.8,5,モズオウンゴール
6,,10,マジンタクシー,牝,3,5,21.0, ,108,5,55,,*,吉田隼人,(美),深山雅史,マテラスカイ,エンパイアメーカー,,ネイティヴダンサー系,4,26,2東2,2,未勝利,ダ,1300,稍,,田辺,55.0,,8,34.4,5,1.2,13,,,1,1,35.91,38.3,11,ユイノカタリベ
6,,11,アンジュリオ,牝,3,12,42.0, , 85,12,55,,*,丸田恭介,(美),高橋文雅,マクフィ,ディープインパクト,,ロイヤルチャージャー系,12,27,5中7,8,未勝利*,ダ,1800,稍,,菱田,55.0,,13,248.2,16,14.6,14,16,16,16,16,40.30,48.6,16,パッセージピーク
7,,12,エコロセレナ,牝,3,1,1.6, ,118,2,55,,*,斎藤新,(美),斎藤誠,コントレイル,アドマイヤムーン,,ネイティヴダンサー系,4,18,3中7,2,未勝利・牝,ダ,1200,良,,岩田,55.0,,4,11.0,2,0.1,3,,,1,1,34.70,37.5,7,クアロアランチ
7,,13,ライブリピュア,牝,3,6,23.6, , 93,10,55,,*,小林凌大,(美),尾形和幸,クリエイター2,プリサイスエンド,,ネイティヴダンサー系,3,15,2中6,8,未勝利・牝,ダ,1800,良,,丹内,55.0,,13,309.8,10,2.5,12,13,14,13,12,38.80,40.4,9,スターサンサルー
8,,14,リトセア,牝,3,11,42.0, ,107,7,55,,*,小沢大仁,(栗),浜田多実,カリフォルニアクローム,ヨハネスブルグ,,ニアークティック系,12,6,5阪1,3,未勝利*,ダ,1200,良,,岩田,55.0,,4,10.4,6,0.8,2,,,5,5,35.60,38.1,6,ベラジオリン
8,,15,リリーサンライズ,牝,3,10,36.0, , 87,11,55,,*,富田暁,(栗),矢作芳人,ニューイヤーズデイ,ダイワメジャー,,ロイヤルチャージャー系,3,14,1名1,3,未勝利,ダ,1200,良,,古川,53.0,◇,11,43.4,15,2.9,12,,,9,15,36.70,39.4,14,ゴーゴーパンチ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010605,2026.5.17,日,新潟,1新6,5,,未勝利,芝,2000,B,4,良(暫定),晴(暫定),16,12:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ウインポーシャ,牝,3,6,13.5, ,116,1,54,☆,,長浜鴻緒,(美),矢嶋大樹,リオンディーズ,ステイゴールド,,ロイヤルチャージャー系,4,18,1福3,11,未勝利・牝,芝,2000,良,B,長浜,53.0,△,4,9.5,2,0.2,5,2,2,2,1,36.00,35.9,7,ララオウ
1,,2,ゴールドフリーダム,セ,3,15,28.1, , 96,11,53,★,,河原田菜,(美),青木孝文,ゴールドアクター,マーベラスサンデー,,ロイヤルチャージャー系,3,29,1名6,連,未勝利,芝,2000,良,,河原,53.0,★,10,116.4,8,1.0,14,7,6,6,6,37.97,34.8,11,エンジョイドアスク
2,,3,サファイアプレミア,牝,3,16,73.2, , 86,15,53,△,*,柴田裕一,(美),池上昌和,ワールドプレミア,ロードカナロア,,,4,11,3中5,9,未勝利・牝,芝,2000,良,,上里,52.0,▲,16,293.3,16,2.6,13,17,15,15,18,37.16,37.4,15,ピエスユニーク
2,,4,ラップトップ,牝,3,10,15.2, ,109,4,52,▲,*,石神深道,(栗),小栗実,リオンリオン,ダンスインザダーク,,ロイヤルチャージャー系,5,3,1新2,7,未勝利,芝,1800,良,,森田,52.0,▲,6,17.9,4,0.1,8,,,3,5,38.25,33.8,2,ワールドブレイヴ
3,,5,ブランニューホーム,牡,3,7,13.5, ,116,1,54,▲,,遠藤汰月,(美),深山雅史,フィエールマン,ストーミングホーム,,ネイティヴダンサー系,4,25,1福5,2,未勝利,芝,2000,良,,遠藤,54.0,▲,3,6.9,2,0.4,3,14,14,11,10,36.56,35.5,1,ミエノストロング
3,,6,サンタカタリナ,牝,3,13,26.1, , 97,9,52,▲,,和田陽希,(栗),杉山晴紀,スワーヴリチャード,クロフネ,,ニアークティック系,4,11,1福1,初,未勝利,芝,2000,良,,和田,52.0,▲,12,92.1,8,1.3,14,15,13,14,14,36.81,35.4,4,メイショウハンター
4,,7,セーヌデローヴ,牡,3,12,24.4, ,107,6,54,▲,*,石田拓郎,(美),黒岩陽一,ダノンキングリー,ヴィクトワールピサ,,ロイヤルチャージャー系,4,26,2東2,3,未勝利,芝,1800,良,,原優,57.0,,9,74.4,6,0.5,13,,4,3,2,36.05,35.1,13,ダイユウアレグロ
4,B,8,ウインターブレス,牡,3,2,6.6, ,108,5,57,,*,小沢大仁,(美),竹内正洋,ハービンジャー,ディープインパクト,ニアークティック系,ロイヤルチャージャー系,3,29,3中2,3,未勝利,芝,2200,良,,原優,57.0,,2,5.0,9,2.0,1,3,4,3,4,36.38,37.6,9,キンググローリー
5,,9,カタカムナ,牝,3,14,26.1, , 82,16,52,▲,*,水沼元輝,(美),蛯名利弘,サトノクラウン,ディープブリランテ,,ロイヤルチャージャー系,4,26,1福6,8,未勝利,芝,1800,良,,杉原,55.0,,15,250.3,14,1.6,12,15,15,15,14,36.85,34.7,1,クシマトゥルー
5,B,10,コスモアミュレット,牡,3,4,8.7, , 97,9,54,▲,,上里直汰,(美),加藤士津,ゴールドシップ,"Kitten's Joy",,ニアークティック系,4,19,1福4,3,未勝利,芝,2000,良,,上里,54.0,▲,7,15.8,9,1.0,9,9,9,8,8,36.26,36.6,8,グラスベルグ
6,,11,マイネルパーロル,牡,3,3,6.9, , 93,12,55,◇,*,永島まな,(美),嘉藤貴行,ゴールドシップ,Jeremy,,,4,11,1福1,9,未勝利,芝,2600,良,,舟山,55.0,△,5,16.4,15,5.0,10,7,7,10,14,37.56,40.1,15,アスクファイアモア
6,,12,ジャスティンカレラ,牡,3,11,17.4, ,100,7,57,,*,西塚洸二,(栗),友道康夫,エピファネイア,"Lope de Vega",,,4,12,2阪6,13,未勝利,芝,1600,良,,戸崎,57.0,,9,49.6,13,1.7,7,,,8,7,35.40,36.3,13,ララファキュルテ
7,,13,レゼルフォート,牝,3,1,5.4, ,114,3,53,△,*,舟山瑠泉,(栗),渡辺薫彦,ブリックスアンドモルタル,ディープインパクト,,ロイヤルチャージャー系,3,28,1名5,2,未勝利,芝,2200,良,,亀田,55.0,,1,2.9,5,0.2,2,12,10,11,12,36.90,35.0,2,マイバレンタイン
7,,14,スカーレットジーン,牝,3,9,14.0, , 90,14,53,◇,*,今村聖奈,(美),水野貴広,トーセンラー,キングカメハメハ,,ネイティヴダンサー系,4,18,1福3,9,未勝利・牝,芝,2000,良,,永島,53.0,◇,16,214.9,9,1.2,11,14,14,14,11,36.47,35.8,6,ララオウ
8,,15,ヴァールザーゲン,牝,3,5,12.6, , 92,13,52,▲,*,小林美駒,(美),松山将樹,サトノダイヤモンド,スクリーンヒーロー,,ロイヤルチャージャー系,3,1,1阪4,3,未勝利,芝,2000,良,,森田,52.0,▲,13,520.5,7,1.4,10,7,8,9,8,37.71,35.4,6,ショウナンバンライ
8,,16,ナムラシンジロー,牡,3,8,14.0, , 98,8,57,,,松本大輝,(栗),羽月友彦,ミッキーアイル,ゼンノロブロイ,,ロイヤルチャージャー系,4,25,1福5,5,未勝利,芝,2000,良,,松本,57.0,,12,121.9,5,0.8,10,9,8,7,7,36.47,36.1,6,ミエノストロング
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010606,2026.5.17,日,新潟,1新6,6,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,12:35,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,フライスカイハイ,牝,3,7,15.0, , 99,7,55,,*,吉田隼人,(美),菊川正達,ロードカナロア,"Sligo Bay",,ニアークティック系,4,5,3中4,3,未勝利・牝,ダ,1800,不,,舟山,53.0,△,11,61.4,6,0.9,4,4,4,2,2,37.75,39.9,7,キタノエピックアン
2,,2,エコロラヴァー,牝,3,9,19.3, ,104,6,53,△,*,舟山瑠泉,(栗),牧浦充徳,エピファネイア,Dubawi,,ネイティヴダンサー系,4,26,1福6,9,未勝利,芝,1800,良,,西塚,55.0,,3,5.1,11,1.1,1,7,7,7,7,36.20,35.5,12,クシマトゥルー
3,,3,オーケーリアン,牝,3,3,7.3, ,110,2,55,,,富田暁,(栗),宮地貴稔,ナダル,ステイゴールド,,ロイヤルチャージャー系,5,2,1新1,7,未勝利・牝,ダ,1800,不,,富田,55.0,,5,7.8,5,1.4,5,3,3,4,4,37.30,41.6,8,ミアルーチェ
4,,4,ブエノスオプティマ,牝,3,2,6.0, ,111,1,55,,,横山琉人,(栗),高橋義忠,オルフェーヴル,グランデラ,,ニアークティック系,4,19,1福4,12,未勝利・牝,ダ,1700,良,,横山,55.0,,4,11.8,5,2.2,7,2,4,4,3,37.25,40.0,9,ベルソテイラ
4,,5,サイモンセレーノ,牝,3,4,10.8, ,110,2,52,▲,,石神深道,(美),勢司和浩,カリフォルニアクローム,ディープインパクト,,ロイヤルチャージャー系,4,25,1福5,12,未勝利・牝,ダ,1700,良,,石神,52.0,▲,8,50.3,4,0.3,7,6,6,6,4,37.69,38.9,3,ゴールドドレッサ
5,,6,タイセイルビー,牝,3,6,13.5, ,110,2,55,,*,丸山元気,(美),千葉直人,サトノダイヤモンド,"Awesome Again",,ニアークティック系,4,5,3中4,3,未勝利・牝,ダ,1800,不,,三浦,55.0,,3,7.1,8,1.4,2,2,2,2,2,37.75,40.4,9,キタノエピックアン
5,,7,トランセンコ,牝,3,10,19.3, , 99,7,55,,*,木幡育也,(美),松永康利,トランセンド,ブラックタイド,ニアークティック系,ロイヤルチャージャー系,4,19,3中8,2,未勝利・牝,ダ,1800,良,,小崎,55.0,,7,44.8,4,0.9,5,5,3,3,4,38.60,38.6,4,ナムラハリス
6,,8,ライトオブジアース,牝,3,1,2.9, ,105,5,53,◇,*,永島まな,(栗),松永幹夫,ロードカナロア,"Into Mischief",,,12,20,5名5,10,未勝利・牝*,芝,1600,稍,B,高杉,55.0,,4,9.2,11,1.1,6,,2,2,2,35.82,36.7,12,アンディムジーク
6,,9,スマートエトワール,牝,3,13,30.1, , 95,9,55,,,泉谷楓真,(栗),辻野泰之,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,1,24,1京8,初,新馬,ダ,1800,良,,泉谷,55.0,,9,32.6,13,1.6,9,7,7,8,9,39.95,38.8,12,ホーナー
7,,10,テンタイムトップ,牝,3,12,24.6, , 94,11,55,,*,亀田温心,(栗),高柳大輔,ナダル,デュランダル,,ロイヤルチャージャー系,12,13,5阪3,7,未勝利・牝*,ダ,1400,良,,坂井,55.0,,7,28.9,14,2.7,8,,,9,12,36.23,39.9,12,タイニーワンダー
7,,11,ノーブルスアーク,牝,3,5,10.8, , 94,11,55,,,小林凌大,(美),尾形和幸,シルバーステート,シンボリクリスエス,,ロイヤルチャージャー系,4,4,3中3,連,未勝利,ダ,1800,稍,,小林,55.0,,13,274.2,8,3.2,13,8,8,10,10,38.45,40.4,5,アオハルブルース
8,,12,ピンクカメリア,牝,3,11,20.8, , 95,9,55,,,川又賢治,(栗),笹田和秀,リアルスティール,ノヴェリスト,,その他のエクリプス系,4,25,1福5,13,未勝利・牝,ダ,1700,良,,川又,55.0,,14,158.7,7,1.3,10,12,12,13,13,38.24,38.9,3,ゴールドドレッサ
8,,13,チョコスコーン,牝,3,8,15.9, , 89,13,55,,*,伊藤工真,(美),林徹,ハービンジャー,ディープインパクト,ニアークティック系,ロイヤルチャージャー系,5,3,1新2,8,未勝利・牝,芝,2000,稍,B,田山,53.0,△,7,29.5,12,1.0,7,14,12,15,14,37.50,35.9,6,オモイヲノセテ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051704010607,2026.5.17,日,新潟,1新6,7,,1勝,芝,2000,B,2,良(暫定),晴(暫定),16,13:05,,定量,４上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,マイネルアウルム,牡,4,5,10.7, ,112,3,55,▲,*,石神深道,(美),伊藤伸一,ゴールドシップ,アグネスタキオン,,ロイヤルチャージャー系,4,19,1福4,連,１勝ｸﾗｽ,芝,2000,良,,丹内,58.0,,2,4.6,4,0.5,1,8,8,6,5,36.34,35.0,3,ホウオウタイタン
2,,2,アンドローゼス,牝,5,4,8.7, , 91,10,56,,,丸山元気,(美),加藤士津,スワーヴリチャード,ワークフォース,,ネイティヴダンサー系,5,3,1新2,11,１勝ｸﾗｽ,芝,1800,良,,丸山,56.0,,7,11.3,11,1.4,1,,,8,8,36.75,35.2,10,マドモアゼルアスク
3,,3,ロジウムエポック,牡,6,11,68.9, , 86,12,54,★,*,河原田菜,(美),村田一誠,サトノクラウン,キングカメハメハ,,ネイティヴダンサー系,2,28,1小B,2,脊振山特･1勝,芝,2600,稍,,舟山,58.0,,15,201.6,14,2.3,7,16,16,16,15,38.01,37.0,5,バースライト
4,,4,コスモアチーブ,牡,4,3,8.6, , 94,8,58,,*,石川裕紀,(美),相沢郁,ゴールドシップ,マツリダゴッホ,,ロイヤルチャージャー系,3,14,1名1,12,鶴舞特別･1勝,芝,2200,良,,松若,57.0,,9,28.5,8,1.8,2,3,3,2,2,36.00,37.2,8,ニュークレド
4,,5,コンサートマスター,牡,4,9,29.5, , 89,11,57,☆,,長浜鴻緒,(美),黒岩陽一,サトノダイヤモンド,"Danehill Dancer",,ニアークティック系,2,15,1東6,24,１勝ｸﾗｽ,芝,2400,良,,長浜,55.0,△,10,87.3,14,3.2,10,5,5,9,12,37.77,36.5,14,ティムール
5,,6,コーラスライン,牝,7,12,124.1, , 84,13,53,▲,*,上里直汰,(美),本間忍,ハービンジャー,キングカメハメハ,ニアークティック系,ネイティヴダンサー系,2,22,1阪2,2,１勝ｸﾗｽ,芝,2400,良,,秋山,56.0,,9,279.6,9,2.7,8,4,3,5,5,36.80,37.2,9,ファームツエンティ
