レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010506010201,2026.1.5,月,中山,1中2,1,,未勝利,ダート,1200,,2,稍,晴,16,10:05,,馬齢,３歳
5,,10,ダイコクヤタエモン,牡,3,522,+ 8,+ 8,8,30.6, , 94,10,57,,,木幡巧也,(美),牧光二,ナダル,ダイワメジャー,,ロイヤルチャージャー系,11,9,5東2,20,未勝利*,ダ,1600,稍,,木幡,56.0,,7,76.2,15,6.2,8,,,7,8,36.72,42.6,16,サンラザール
6,,11,エコロバロン,牡,3,496,- 2,- 2,4,8.3, ,102,4,57,,,菊沢一樹,(美),菊沢隆徳,フォーウィールドライブ,オルフェーヴル,,,10,13,4東5,4,未勝利*,ダ,1400,良,,菊沢,56.0,,6,15.0,8,2.0,3,,,4,4,37.13,39.0,9,エッジアキュート
6,,12,フレンチブラッサム,牝,3,444,+ 2,+ 2,6,11.5, ,102,4,55,,,野中悠太,(美),柄崎将寿,ホッコータルマエ,ゴールドアリュール,,ロイヤルチャージャー系,10,25,4新3,2,未勝利*,ダ,1200,良,,野中,55.0,,10,26.5,5,2.1,8,,,9,7,35.30,38.9,4,レディサン
7,,13,オスロクィーン,牝,3,440,- 4,- 4,7,27.4, , 99,7,52,▲,*,石神深道,(美),武井亮,"Liam's Map","Uncle Mo",,ナスルーラ系,10,19,4新2,14,未勝利*,ダ,1200,重,,今村,53.0,◇,5,12.5,10,3.1,8,,,10,11,35.90,38.3,11,モンサンゴールデン
7,,14,カシノハンゾウ,牡,3,466,+ 2,+ 2,15,186.7, ,  0,,54,▲,*,上里直汰,(美),蛯名利弘,ネロ,アドマイヤムーン,,ネイティヴダンサー系,11,9,5東2,2,未勝利*,芝,1400,良,,松本,55.0,☆,15,206.0,止,----,13,,,18,18,,----,,シャルトル
8,,15,フックセンチョウ,牡,3,438,- 6,- 6,14,173.2, , 83,15,55,△,*,長浜鴻緒,(美),佐藤吉勝,アスクピーターパン,ネオユニヴァース,,ロイヤルチャージャー系,10,13,4東5,2,未勝利*,芝,1400,良,,石田,53.0,▲,12,370.9,11,2.4,8,,,10,10,36.38,35.9,10,シャオママル
8,,16,ベアゴーフォー,牡,3,468,  0,0,9,34.0, ,102,4,57,,,松岡正海,(美),杉浦宏昭,シャンハイボビー,ディープインパクト,,ロイヤルチャージャー系,12,14,5中4,7,未勝利*,ダ,1200,稍,,松岡,56.0,,7,38.9,5,0.8,10,,,7,6,34.80,38.9,8,ヴェネチアンキング
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010506010202,2026.1.5,月,中山,1中2,2,,未勝利,ダート,1800,,4,稍,晴,16,10:35,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ウォータースパウト,牝,3,460,- 8,- 8,7,20.3, ,100,5,55,,,佐々木大,(美),小笠倫弘,ルヴァンスレーヴ,ハーツクライ,,ロイヤルチャージャー系,11,22,3福5,6,未勝利・牝*,ダ,1700,良,,佐々,55.0,,9,53.7,6,1.3,8,9,10,10,8,37.96,39.7,5,ウィングブルー
1,,2,ブリスフルイヤー,牝,3,462,  0,0,6,20.0, , 94,9,52,▲,,石田拓郎,(美),新開幸一,ニューイヤーズデイ,"Square Eddie",,,11,8,3福1,2,未勝利・牝*,ダ,1700,良,,石田,52.0,▲,10,86.6,6,1.0,11,9,9,10,10,38.07,39.5,5,オトシダマ
2,,3,ライブリピュア,牝,3,456,+ 6,+ 6,14,196.3, , 86,14,55,,*,小林凌大,(美),尾形和幸,クリエイター2,プリサイスエンド,,ネイティヴダンサー系,11,22,3福5,7,未勝利・牝*,ダ,1700,良,,遠藤,52.0,▲,11,124.2,12,2.2,14,13,13,14,14,38.29,40.0,9,ウィングブルー
2,,4,オリエンタルガール,牝,3,394,- 8,- 8,12,130.3, , 87,13,55,,,横山琉人,(美),相沢郁,カリフォルニアクローム,オルフェーヴル,,,12,7,5中2,4,未勝利*,ダ,1200,良,,横山,55.0,,11,67.6,13,2.1,12,,,12,13,35.60,39.4,11,ドナソール
3,,5,ルミテュット,牝,3,500,- 6,- 6,1,3.4, ,113,1,55,,,内田博幸,(美),萩原清,ルヴァンスレーヴ,クロフネ,,ニアークティック系,11,8,5東1,9,未勝利・牝*,ダ,1600,良,,内田,55.0,,3,20.5,3,1.2,3,,,4,4,37.08,38.0,3,アンディラメナ
3,,6,イサチルクイーン,牝,3,466,+ 4,+ 4,2,3.7, ,110,2,55,,,木幡初也,(美),竹内正洋,リオンディーズ,シンボリクリスエス,,ロイヤルチャージャー系,12,6,5中1,10,未勝利・牝*,ダ,1800,良,,木幡,55.0,,7,20.8,3,0.2,7,9,8,7,8,38.35,39.9,3,ハニーオーケストラ
4,,7,リュウノプティ,牝,3,406,  0,0,9,35.0, , 85,15,52,▲,*,上里直汰,(美),伊坂重信,サンダースノー,"Mount Nelson",,,8,16,1札7,連,コスモス,芝,1800,良,,佐々,55.0,,8,137.2,7,2.2,3,7,7,8,6,37.35,36.9,5,アスクエジンバラ
4,,8,アンファール,牝,3,414,+ 6,+ 6,11,105.5, , 94,9,55,,,黛弘人,(美),和田雄二,レッドファルクス,"Redoute's Choice",,ニアークティック系,12,14,5名4,5,未勝利・牝*,ダ,1800,稍,,黛弘,55.0,,12,149.4,7,2.3,9,10,10,11,12,38.30,40.5,5,ブルーメサンライズ
5,,9,ディレクティオ,牝,3,450,+14,+14,8,24.5, , 97,6,55,,*,丹内祐次,(美),金成貴史,ニューイヤーズデイ,ハーツクライ,,ロイヤルチャージャー系,10,11,4東3,初,新馬,ダ,1600,稍,,伊藤,55.0,,8,25.9,9,2.1,12,,,14,14,37.92,38.8,5,セイントエルモズ
5,,10,キタノマテンロウ,牝,3,452,- 2,- 2,10,39.4, , 95,7,55,,*,菊沢一樹,(美),萱野浩二,ダノンスマッシュ,ダイワメジャー,,ロイヤルチャージャー系,12,13,5中3,3,未勝利*,ダ,1800,良,,木幡,55.0,,12,164.7,8,2.4,12,12,12,10,9,39.05,39.8,7,イッテラッシャイ
6,,11,エンゼルランプ,牝,3,450,+ 8,+ 8,16,232.4, , 89,11,55,,,嶋田純次,(美),武市康男,ダノンプレミアム,チチカステナンゴ,,ナスルーラ系,10,13,4東5,2,未勝利・牝*,ダ,1600,良,,嶋田,55.0,,14,229.6,11,3.2,11,,,6,10,37.02,41.5,10,エコールナヴァール
6,,12,ラングドシャ,牝,3,454,- 2,- 2,3,5.0, ,101,4,55,,*,石橋脩,(美),上原佑紀,キズナ,エイシンフラッシュ,,,11,8,3福1,18,未勝利*,芝,1800,良,,荻野,55.0,,6,13.1,11,1.8,5,2,2,2,4,35.75,37.9,13,ハーディジェナー
7,,13,レイナロハルンバ,牝,3,416,+ 2,+ 2,13,160.6, , 83,16,53,△,,長浜鴻緒,(美),加藤和宏,ウインブライト,"Red Ransom",,ロイヤルチャージャー系,9,28,4中9,2,未勝利*,芝,2000,良,,長浜,53.0,△,14,399.4,15,4.4,15,15,15,15,14,38.19,36.0,14,コッツォリーノ
7,,14,フォルマシオン,牝,3,510,- 4,- 4,4,5.7, ,103,3,55,,,横山武史,(美),菊沢隆徳,オルフェーヴル,シンボリクリスエス,,ロイヤルチャージャー系,12,13,5中3,初,新馬,ダ,1800,良,,横山,55.0,,2,4.4,12,6.7,4,6,10,12,12,40.30,42.4,11,タイセイエムロード
8,,15,パルミエ,牝,3,456,- 8,- 8,5,11.5, , 88,12,55,,,丸山元気,(美),宮田敬介,マインドユアビスケッツ,アサクサキングス,,ニアークティック系,11,15,3福3,初,新馬,芝,2000,良,,丸山,55.0,,12,47.3,13,1.1,5,13,12,12,13,37.41,36.7,7,ショウグンマサムネ
8,,16,ゴールドソシアル,牝,3,464,- 4,- 4,15,201.2, , 95,7,55,,,武藤雅,(美),武藤善則,ゴールドアクター,ケープブランコ,,,12,13,5中3,初,新馬,ダ,1800,良,,武藤,55.0,,14,185.3,8,4.5,14,9,8,9,8,39.30,42.2,10,タイセイエムロード
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010506010203,2026.1.5,月,中山,1中2,3,,未勝利,ダート,1800,,4,稍,晴,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ロジキセキ,牡,3,484,+ 4,+ 4,10,144.0, , 87,12,57,,,野中悠太,(美),新開幸一,アドマイヤマーズ,フジキセキ,,ロイヤルチャージャー系,11,30,5東8,23,未勝利*,芝,1600,良,B,野中,56.0,,13,339.9,12,2.4,12,,,7,10,37.08,35.3,11,ゴバド
2,B,2,トーセンブリラーレ,牡,3,498,- 8,- 8,8,51.8, ,108,5,55,△,,長浜鴻緒,(美),小笠倫弘,トーセンレーヴ,アグネスデジタル,,ネイティヴダンサー系,12,14,5名4,初,新馬,ダ,1800,稍,,長浜,54.0,△,7,20.5,5,2.8,5,6,6,6,5,39.30,39.9,6,ウルフ
3,,3,カフェラジェム,牡,3,518,  0,0,1,1.7, ,121,1,57,,,横山和生,(美),柄崎将寿,カリフォルニアクローム,マンハッタンカフェ,,ロイヤルチャージャー系,12,7,5中2,初,新馬,ダ,1800,良,,横山,56.0,,1,3.0,2,0.5,8,11,11,4,2,39.15,37.9,2,ユアフェリシティ
4,,4,エラルディーク,牝,3,484,+ 6,+ 6,7,34.9, ,109,4,55,,,丹内祐次,(美),宮田敬介,Sottsass,Myboycharlie,,,12,7,5中2,初,新馬,ダ,1800,良,,丹内,55.0,,3,7.0,7,2.4,5,7,7,6,5,39.20,39.7,8,ユアフェリシティ
5,,5,クリムゾンリーフ,牡,3,458,- 2,- 2,5,17.7, , 99,8,54,▲,,上里直汰,(美),加藤士津,クリソベリル,ルーラーシップ,,ネイティヴダンサー系,12,20,5中5,初,新馬,ダ,1800,良,,上里,53.0,▲,13,241.4,4,0.8,9,5,6,6,4,38.45,39.1,2,ゴールドブレイズ
5,,6,ザンテソーロ,牡,3,446,  0,0,11,153.5, , 95,10,57,,*,原優介,(美),畠山吉宏,オルフェーヴル,ルーラーシップ,,ネイティヴダンサー系,12,20,5中5,初,新馬,ダ,1800,良,,木幡,56.0,,12,214.9,7,1.9,11,9,9,7,8,38.65,39.8,7,ゴールドブレイズ
6,,7,スノースコール,牡,3,500,+ 8,+ 8,4,13.0, ,100,7,57,,*,木幡巧也,(美),加藤征弘,クリソベリル,ルーラーシップ,,ネイティヴダンサー系,10,26,4新4,8,未勝利*,ダ,1800,稍,,斎藤,56.0,,5,13.4,6,1.9,7,7,8,7,6,38.10,39.6,6,バトゥカーダ
6,,8,セブンワンダーズ,牡,3,474,+ 2,+ 2,9,84.5, , 88,11,57,,*,横山琉人,(美),斎藤誠,キセキ,クロフネ,,ニアークティック系,11,9,5東2,2,未勝利*,芝,1800,良,,鮫島,56.0,,14,334.6,13,2.1,10,,9,8,8,36.40,36.4,11,ラディアントスター
7,,9,ミアエッテ,牡,3,476,+ 2,+ 2,6,19.8, ,104,6,57,,*,松岡正海,(美),田中剛,シルバーステート,アドマイヤムーン,,ネイティヴダンサー系,12,13,5中3,3,未勝利*,芝,1600,良,,横山,56.0,,7,24.2,7,1.0,9,,2,2,2,35.46,35.7,12,バルボアパーク
7,,10,キセログラフィカ,牡,3,510,  0,0,2,4.2, ,111,2,57,,*,横山武史,(美),大和田成,ナダル,カネヒキリ,,ロイヤルチャージャー系,12,6,5中1,13,未勝利*,ダ,1800,良,,マー,56.0,,4,4.7,6,1.2,4,3,4,4,4,38.15,39.5,11,ショウナンパトス
8,,11,パテントプール,牡,3,466,+ 6,+ 6,3,5.7, ,110,3,57,,*,内田博幸,(美),萩原清,ダノンキングリー,キンシャサノキセキ,,ロイヤルチャージャー系,11,15,5東3,初,新馬,芝,1800,良,,ルメ,56.0,,4,6.5,3,0.5,3,,4,2,2,37.45,34.3,6,コレオシークエンス
8,,12,サンタピア,牡,3,452,- 4,- 4,12,161.4, , 97,9,57,,,柴田大知,(美),松山将樹,ルヴァンスレーヴ,タニノギムレット,,ロイヤルチャージャー系,12,13,5中3,3,未勝利*,ダ,1800,良,,柴田,56.0,,10,68.1,12,2.7,9,6,8,6,6,38.75,41.3,11,ガンダ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010506010204,2026.1.5,月,中山,1中2,4,,1勝,ダート,2400,,6,稍,晴,16,11:35,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,スマートクオーレ,牡,4,504,+ 2,+ 2,6,14.6, ,105,4,57,,,柴田大知,(美),粕谷昌央,オルフェーヴル,ファルブラヴ,,ニアークティック系,12,14,5中4,連,１勝ｸﾗｽ,ダ,2500,稍,B,柴田,56.0,,11,102.4,3,1.2,9,5,5,8,6,39.25,40.1,4,ダカラフェスティヴ
2,B,2,アルデツヨシ,セ,4,476,+ 2,+ 2,2,9.0, , 95,10,57,,,江田照男,(美),田中剛,マインドユアビスケッツ,ハーツクライ,,ロイヤルチャージャー系,11,1,4東A,3,１勝ｸﾗｽ,ダ,2100,重,B,江田,56.0,,14,58.8,12,2.2,14,1,1,1,1,36.92,39.6,14,ロングウェイホーム
3,B,3,ブレイクザアイス,セ,7,478,+ 2,+ 2,9,40.2, , 96,9,58,,,黛弘人,(美),森一誠,ラニ,ハーツクライ,,ロイヤルチャージャー系,12,21,5名6,4,１勝ｸﾗｽ,ダ,1800,稍,B,黛弘,58.0,,12,71.0,9,1.3,8,13,12,11,10,37.90,38.6,7,ゼンエスポワール
4,,4,ファミーユウルーズ,牡,4,544,+12,+12,5,13.4, , 94,11,57,,,武藤雅,(美),武藤善則,ナダル,ステイゴールド,,ロイヤルチャージャー系,11,1,4東A,2,１勝ｸﾗｽ,ダ,2100,重,,武藤,56.0,,15,98.9,11,1.4,15,6,6,6,6,37.20,38.1,11,ロングウェイホーム
4,,5,ウインイメル,牡,5,510,+16,+16,7,25.7, , 99,7,58,,*,佐々木大,(美),深山雅史,サンダースノー,ゼンノロブロイ,,ロイヤルチャージャー系,12,6,5名1,3,１勝ｸﾗｽ,ダ,1900,良,,黛弘,58.0,,8,35.7,11,2.7,10,9,11,13,13,38.49,39.5,11,スマートシーカー
5,,6,マウントバーノン,牡,4,508,+ 6,+ 6,3,10.0, ,106,3,57,,,木幡巧也,(美),戸田博文,ルヴァンスレーヴ,クロフネ,,ニアークティック系,12,14,5中4,12,１勝ｸﾗｽ,ダ,2500,稍,,木幡,56.0,,5,10.8,9,3.3,3,8,9,5,8,39.19,42.4,9,ダカラフェスティヴ
5,B,7,カイトヴィント,牡,4,512,+ 6,+ 6,11,47.5, , 98,8,54,▲,*,石神深道,(美),和田雄二,ルヴァンスレーヴ,キングカメハメハ,,ネイティヴダンサー系,12,14,5中4,3,１勝ｸﾗｽ,ダ,2500,稍,B,遠藤,53.0,▲,12,113.9,7,2.2,8,12,12,9,8,39.35,40.8,7,ダカラフェスティヴ
6,,8,チビノシエラザード,牝,5,460,+ 4,+ 4,8,36.4, ,100,6,56,,,菊沢一樹,(美),和田勇介,ブリックスアンドモルタル,ゼンノロブロイ,,ロイヤルチャージャー系,10,19,4新2,7,１勝ｸﾗｽ,ダ,2500,重,,菊沢,56.0,,13,110.0,5,1.8,15,12,12,10,9,39.38,38.9,3,リエータメンテ
6,B,9,ロードアフェット,牡,5,456,+ 2,+ 2,12,47.8, , 88,13,58,,*,大野拓弥,(美),高柳瑞樹,キズナ,キングカメハメハ,,ネイティヴダンサー系,11,29,5東7,2,１勝ｸﾗｽ,芝,2400,良,B,菊沢,58.0,,14,332.1,14,2.1,13,16,16,15,15,36.60,35.8,9,サトノパトリオット
7,,10,リボルトバレット,牡,5,494,+ 4,+ 4,10,43.2, ,102,5,55,▲,*,遠藤汰月,(美),伊藤伸一,ラニ,ワイルドラッシュ,,ニアークティック系,12,20,5名5,2,１勝ｸﾗｽ,ダ,1900,稍,,秋山,58.0,,9,42.4,9,1.9,10,2,2,4,3,37.94,39.6,14,スルーザナイト
7,,11,キャストロププ,牡,4,502,+ 4,+ 4,1,1.5, ,122,1,57,,,丹内祐次,(美),尾形和幸,ルヴァンスレーヴ,トワイニング,,ネイティヴダンサー系,12,14,5中4,4,１勝ｸﾗｽ,ダ,2500,稍,,丹内,56.0,,2,4.5,2,0.3,1,4,4,5,3,39.16,39.5,2,ダカラフェスティヴ
8,B,12,フォレストゲート,牡,5,472,+ 6,+ 6,13,115.4, , 89,12,58,,*,原優介,(美),小手川準,ダノンレジェンド,マヤノトップガン,,ロイヤルチャージャー系,10,13,4東5,18,１勝ｸﾗｽ,ダ,2100,良,B,菊沢,58.0,,13,57.1,14,3.3,13,9,9,10,11,38.08,41.2,14,コスモコンフェルマ
8,,13,ステイアンビシャス,牡,4,482,+ 2,+ 2,4,12.8, ,107,2,57,,,松岡正海,(美),堀内岳志,ドレフォン,"Distorted Humor",,ネイティヴダンサー系,12,14,5中4,7,１勝ｸﾗｽ,ダ,2500,稍,,松岡,56.0,,9,24.9,4,1.4,4,12,13,9,6,39.35,40.0,3,ダカラフェスティヴ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010506010205,2026.1.5,月,中山,1中2,5,,新馬,芝,1600,B,3,良,晴,16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,モナート,牝,3,432,,,13,132.0, ,  0,,55,,,原田和真,(美),松山将樹,ウインブライト,アイルハヴアナザー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,イヌボウノサザナミ,牝,3,412,,,7,40.7, ,  0,,55,,,菊沢一樹,(美),大和田成,ダノンキングリー,"Air Force Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,トルークマクト,牝,3,444,,,5,12.0, ,  0,,55,,,吉田隼人,(栗),福永祐一,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,ブレイヴソルジャー,牡,3,454,,,3,6.5, ,  0,,54,▲,,石田拓郎,(美),新開幸一,ファインニードル,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ウインシャリーフ,牡,3,486,,,9,73.7, ,  0,,54,▲,,石神深道,(美),金成貴史,ベンバトル,スクリーンヒーロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,ゴーゴーパンチ,牡,3,496,,,16,144.7, ,  0,,57,,,菅原隆一,(美),天間昭一,タリスマニック,タイムパラドックス,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,タッカーヴァンバン,牡,3,492,,,6,17.6, ,  0,,57,,,吉田豊,(美),田島俊明,シュヴァルグラン,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,キタノタイキ,牡,3,444,,,15,143.0, ,  0,,57,,,小林脩斗,(美),奥平雅士,ラブリーデイ,アドマイヤオーラ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ハートチャン,牝,3,396,,,11,91.6, ,  0,,55,,,横山琉人,(美),金成貴史,サトノダイヤモンド,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,ココナッツコースト,牝,3,414,,,2,2.7, ,  0,,55,,,戸崎圭太,(美),木村哲也,モーリス,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,ヴァルカンテソーロ,牡,3,470,,,10,77.1, ,  0,,57,,,柴田大知,(美),嘉藤貴行,ゴールドシップ,"Scat Daddy",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,デイトナチャンプ,牡,3,442,,,1,2.5, ,  0,,57,,,横山武史,(美),加藤征弘,インディチャンプ,ジャングルポケット,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,レガリーノ,牝,3,416,,,8,61.2, ,  0,,55,,,津村明秀,(美),池上昌和,アルバート,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,スプリングドリーム,牝,3,442,,,4,10.1, ,  0,,55,,,菅原明良,(美),加藤士津,モズアスコット,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,アステリアート,牡,3,474,,,12,128.4, ,  0,,57,,,難波剛健,(栗),高橋義忠,ヴァンゴッホ,オルフェーヴル,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,エスシーケイミー,牝,3,452,,,14,135.4, ,  0,,55,,,大野拓弥,(美),松山将樹,マジェスティックウォリアー,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026010506010206,2026.1.5,月,中山,1中2,6,,未勝利,芝,2000,B,4,良,晴,18,12:55,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ギルドホール,牡,3,452,+ 8,+ 8,10,48.9, ,101,12,57,,*,杉原誠人,(美),嘉藤貴行,レイデオロ,ヴァーミリアン,,ネイティヴダンサー系,11,1,4東A,初,新馬,ダ,1400,不,,プー,56.0,,1,3.8,13,3.0,4,,,11,11,37.43,37.6,11,ビルバンテ
