レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012406010801,2026.1.24,土,中山,1中8,1,,未勝利,ダート,1200,,2,良,晴,16,09:55,牝,馬齢,３歳
1,,2,シデンイッセン,牡,3,498,+ 2,+ 2,9,140.4, , 97,8,54,▲,*,上里直汰,(美),田村康仁,エイシンフラッシュ,ネオユニヴァース,,ロイヤルチャージャー系,1,12,1中5,15,未勝利,芝,2000,良,,横山,57.0,,13,93.5,12,1.8,10,17,17,12,10,36.26,37.2,12,サトノマティーニ
2,,3,アイデアユー,牡,3,478,- 2,- 2,1,1.8, ,118,1,57,,*,戸崎圭太,(美),鹿戸雄一,シニスターミニスター,"Oasis Dream",ナスルーラ系,ニアークティック系,1,11,1中4,初,新馬,ダ,1800,良,,横山,57.0,,5,7.4,2,0.1,4,2,2,2,2,38.75,38.5,1,エスシービクトリア
2,,4,スノースコール,牡,3,504,+ 4,+ 4,3,5.0, ,116,2,57,,*,キング,(美),加藤征弘,クリソベリル,ルーラーシップ,,ネイティヴダンサー系,1,5,1中2,10,未勝利,ダ,1800,稍,,木幡,57.0,,4,13.0,2,0.3,6,2,2,2,2,38.20,39.8,2,カフェラジェム
3,,5,クラージュスター,牡,3,470,  0,0,8,73.8, , 89,12,57,,*,横山和生,(美),勢司和浩,タニノフランケル,オペラハウス,,ニアークティック系,11,1,4東A,初,新馬,芝,1600,稍,,菊沢,56.0,,10,115.2,9,0.9,11,,,5,6,38.16,34.2,7,サトノヴァンクル
3,,6,ハルノアメ,牡,3,430,- 2,- 2,6,43.6, , 97,8,57,,,原田和真,(美),上原博之,ダノンバラード,トーセンブライト,,ロイヤルチャージャー系,12,27,5中7,10,未勝利*,芝,2000,良,,原田,56.0,,17,540.3,6,0.5,11,16,16,14,10,36.90,36.3,5,ポッドクロス
4,,7,クアッドフォルツァ,牡,3,476,  0,0,10,202.6, , 96,10,54,▲,,佐藤翔馬,(美),伊藤圭三,ゴールドドリーム,キングカメハメハ,,ネイティヴダンサー系,12,27,5中7,8,未勝利*,ダ,1800,稍,,佐藤,53.0,▲,12,226.3,8,2.3,10,8,8,11,11,38.70,39.5,7,パッセージピーク
4,,8,コンヴァーンクル,牡,3,470,+ 2,+ 2,13,307.7, , 88,13,57,,*,佐々木大,(美),菊川正達,カリフォルニアクローム,タニノギムレット,,ロイヤルチャージャー系,1,10,1中3,初,新馬,芝,2000,良,,丹内,57.0,,15,131.0,12,2.4,12,7,7,10,9,37.76,36.5,11,ランザワールド
5,,9,ハロングロットル,牡,3,458,+ 2,+ 2,14,610.2, , 84,16,54,▲,,遠藤汰月,(美),伊藤伸一,ウインブライト,ブラックホーク,,ニアークティック系,1,12,1中5,11,未勝利,芝,2000,良,,遠藤,54.0,▲,18,428.9,17,2.3,15,14,14,17,17,36.60,36.9,11,サトノマティーニ
5,,10,ハイランダー,牡,3,474,  0,0,12,299.7, , 91,11,57,,*,丸田恭介,(美),萩原清,スワーヴリチャード,メイショウサムソン,,ニアークティック系,11,30,5東8,初,新馬,芝,1800,良,,プー,56.0,,6,64.8,12,3.7,4,,11,10,10,37.45,35.8,12,ゴーラッキー
6,,11,クリュメノス,牡,3,478,  0,0,11,298.8, , 99,7,55,△,*,長浜鴻緒,(美),小西一男,マジェスティックウォリアー,シンボリクリスエス,,ロイヤルチャージャー系,1,4,1中1,3,未勝利,ダ,1800,稍,,石田,54.0,▲,8,117.6,7,3.8,7,13,13,12,12,39.15,40.0,6,フィンガー
6,,12,ニシノモリミチ,牡,3,492,  0,0,2,4.5, ,116,2,57,,,菅原明良,(美),高木登,ダノンプレミアム,ゴールドヘイロー,,ロイヤルチャージャー系,1,4,1中1,2,未勝利,ダ,1800,稍,,菅原,57.0,,3,6.9,2,1.9,4,2,2,2,2,38.40,39.6,4,フィンガー
7,,13,イントゥゴールデン,牡,3,476,- 2,- 2,16,872.6, , 85,15,57,,*,柴田大知,(美),和田雄二,ミスチヴィアスアレックス,スピルバーグ,,,12,28,5中8,3,未勝利*,ダ,1800,良,,石神,53.0,▲,15,207.3,15,4.2,15,8,8,11,12,39.15,42.8,15,タイセツナヒ
7,,14,コパノエイダン,牡,3,494,- 2,- 2,4,9.2, ,113,4,57,,,原優介,(美),上原博之,コパノリッキー,キンシャサノキセキ,,ロイヤルチャージャー系,1,10,1中3,14,未勝利,ダ,1800,良,,原優,57.0,,5,15.5,3,0.4,11,10,11,11,8,38.80,39.2,1,ベルウッドピース
8,,15,ハリウッドグラム,牡,3,530,+ 6,+ 6,5,10.5, ,104,5,57,,*,内田博幸,(美),林徹,キズナ,"Ruler of The World",,,11,16,5東4,初,新馬,ダ,1600,良,,マー,56.0,,3,6.8,9,1.1,1,,,8,10,38.58,37.3,6,アジアントレジャー
8,,16,ビックリパラダイス,牡,3,478,- 6,- 6,15,746.6, , 86,14,57,,*,小林脩斗,(美),萱野浩二,スマートファルコン,ロードカナロア,ロイヤルチャージャー系,,1,17,1中6,3,未勝利,ダ,1200,良,,岩部,57.0,,16,444.9,12,2.3,14,,,14,13,36.10,39.2,9,サントマーレ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012406010803,2026.1.24,土,中山,1中8,3,,新馬,ダート,1200,,2,良,晴,16,10:55,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ハクサンマンゲツ,牡,3,468,,,14,109.5, ,  0,,57,,,木幡育也,(美),菊川正達,ハクサンムーン,タイキシャトル,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,トウカイレオ,牡,3,448,,,2,3.4, ,  0,,57,,,佐々木大,(美),菊川正達,モズアスコット,ヨハネスブルグ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,ショービット,牡,3,496,,,12,85.3, ,  0,,57,,,内田博幸,(美),小笠倫弘,フィレンツェファイア,オルフェーヴル,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,ミヤザキムスメ,牝,3,396,,,16,270.8, ,  0,,55,,,柴田大知,(美),和田雄二,ミスチヴィアスアレックス,アグネスタキオン,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ピグマリオン,牡,3,452,,,5,26.6, ,  0,,57,,,菅原明良,(美),斎藤誠,アメリカンペイトリオット,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,ターフクリスタル,牡,3,460,,,8,47.4, ,  0,,57,,,原優介,(美),矢野英一,インカンテーション,サクラローレル,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,ペルシアーノ,牝,3,440,,,7,35.8, ,  0,,55,,,津村明秀,(美),相沢郁,ダノンプレミアム,ヴィクトワールピサ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,コリアンダーアイ,牝,3,396,,,13,102.8, ,  0,,52,▲,,遠藤汰月,(美),堀内岳志,ゴールドシップ,ヴィクトワールピサ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ベラケンタウロス,牡,3,492,,,10,51.4, ,  0,,57,,,北村宏司,(美),中川公成,ゴールドドリーム,スマートボーイ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,デルマアソ,牝,3,448,,,15,218.7, ,  0,,55,,,小林脩斗,(美),田島俊明,エイシンフラッシュ,ノヴェリスト,,その他のエクリプス系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,マサノピンクレディ,牝,3,434,,,4,8.1, ,  0,,55,,,大野拓弥,(美),小笠倫弘,ダノンレジェンド,ゴールドヘイロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,サマーゲール,牡,3,528,,,1,2.1, ,  0,,57,,,キング,(美),加藤士津,ヘニーヒューズ,マンハッタンカフェ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,シーシェル,牝,3,410,,,9,48.9, ,  0,,55,,,江田照男,(美),武藤善則,アドマイヤマーズ,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,リトルコリンズ,牡,3,418,,,11,85.2, ,  0,,57,,,石橋脩,(美),小手川準,ダノンスマッシュ,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,エビスディアーナ,牝,3,428,,,3,5.9, ,  0,,55,,,戸崎圭太,(美),加藤征弘,マジェスティックウォリアー,"Chief Seattle",,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,ミクロスギガース,牝,3,382,,,6,34.1, ,  0,,55,,,荻野極,(美),西田雄一,シルバーステート,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012406010804,2026.1.24,土,中山,1中8,4,,未勝利,ダート,1800,,4,良,晴,16,11:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,クリムゾンリーフ,牡,3,464,+ 6,+ 6,7,29.4, ,103,9,54,▲,,上里直汰,(美),加藤士津,クリソベリル,ルーラーシップ,,ネイティヴダンサー系,1,5,1中2,2,未勝利,ダ,1800,稍,,上里,54.0,▲,5,17.7,4,1.0,5,5,5,5,4,38.35,40.2,5,カフェラジェム
2,,2,サンタピア,牡,3,460,+ 8,+ 8,14,660.9, , 92,13,57,,,柴田大知,(美),松山将樹,ルヴァンスレーヴ,タニノギムレット,,ロイヤルチャージャー系,1,5,1中2,3,未勝利,ダ,1800,稍,,柴田,57.0,,12,161.4,7,2.5,11,9,9,8,7,38.50,41.4,8,カフェラジェム
2,,3,テイクオンミー,牡,3,504,+ 6,+ 6,6,23.3, ,107,6,57,,,柴田善臣,(美),水野貴広,シルバーステート,Siyouni,,ニアークティック系,12,27,5中7,9,未勝利*,ダ,1800,稍,,柴田,56.0,,8,22.4,4,0.8,11,2,2,2,1,38.05,39.3,6,パッセージピーク
3,,4,ジオストラテジー,牡,3,510,+ 6,+ 6,8,41.5, ,113,2,57,,,戸崎圭太,(美),牧光二,デクラレーションオブウォー,ファルブラヴ,,ニアークティック系,12,28,5中8,初,新馬,ダ,1800,良,,戸崎,56.0,,4,10.0,4,2.6,8,4,4,3,3,38.60,41.1,4,クラウトロック
3,,5,キョウエイアート,牡,3,536,- 4,- 4,13,493.6, , 94,11,57,,,原優介,(美),萱野浩二,オルフェーヴル,シンボリクリスエス,,ロイヤルチャージャー系,1,11,1中4,初,新馬,ダ,1800,良,,原優,57.0,,12,90.5,13,4.0,13,13,13,14,12,39.50,40.9,12,エスシービクトリア
4,,6,イベリスアマラ,牡,3,426,- 2,- 2,12,227.2, , 92,13,57,,*,荻野極,(美),高橋文雅,オルフェーヴル,ヘニーヒューズ,,,11,9,5東2,初,新馬,ダ,1600,稍,,岩田,56.0,,9,45.7,11,2.7,5,,,10,11,37.74,38.8,12,ピースサイン
4,,7,レディトゥランブル,牡,3,548,-10,-10,11,212.9, , 91,15,57,,*,木幡巧也,(美),武井亮,ダノンプレミアム,サクラバクシンオー,,ナスルーラ系,1,5,1中2,6,未勝利,芝,2000,良,,石神,54.0,▲,14,140.4,18,3.2,14,6,5,5,9,36.60,38.9,18,イモータリス
5,,8,カシマライフウ,牡,3,474,+ 4,+ 4,3,6.4, ,112,3,57,,,松岡正海,(美),伊藤伸一,シュヴァルグラン,シニスターミニスター,,ナスルーラ系,1,4,1中1,4,未勝利,ダ,1800,稍,,松岡,57.0,,2,2.9,3,0.8,4,8,8,6,5,37.50,41.0,4,サトノリシャール
5,,9,モウレツ,牡,3,464,- 6,- 6,15,836.9, , 93,12,57,,,原田和真,(美),蛯名利弘,モーニン,ローエングリン,,ニアークティック系,1,11,1中4,初,新馬,ダ,1800,良,,原田,57.0,,14,161.1,11,3.7,16,11,12,10,10,39.10,41.4,13,エスシービクトリア
6,B,10,ウインビギニング,牡,3,506,- 2,- 2,1,1.8, ,127,1,57,,*,キング,(美),上原博之,ニューイヤーズデイ,ディープインパクト,,ロイヤルチャージャー系,12,27,5中7,2,未勝利*,ダ,1800,稍,B,マー,56.0,,1,2.5,2,0.1,1,4,5,4,3,38.20,38.3,2,パッセージピーク
6,,11,ファイアリービート,牡,3,458,+12,+12,5,13.0, ,107,6,57,,,大野拓弥,(美),鈴木慎太,パイロ,"Daiwa Major",ナスルーラ系,,11,1,4東A,3,未勝利*,ダ,1600,不,,大野,56.0,,8,42.3,3,0.6,6,,,13,10,36.06,36.5,2,アルカディアカフェ
7,,12,サクセスゴールド,牡,3,486,+ 2,+ 2,2,4.6, ,112,3,57,,,田辺裕信,(美),久保田貴,ルヴァンスレーヴ,アグネスタキオン,,ロイヤルチャージャー系,1,11,1中4,初,新馬,ダ,1800,良,,田辺,57.0,,6,9.4,4,0.6,5,7,7,4,2,38.90,38.7,3,エスシービクトリア
7,,13,コウソクルリアン,牡,3,476,+ 2,+ 2,9,44.5, ,108,5,57,,*,佐々木大,(美),武藤善則,サトノダイヤモンド,"Street Sense",,ネイティヴダンサー系,12,27,5中7,15,未勝利*,ダ,1800,稍,,武藤,56.0,,3,6.2,9,2.9,2,1,1,1,3,38.05,41.4,12,パッセージピーク
8,,14,エマープ,牡,3,478,- 6,- 6,10,54.4, ,103,9,57,,,内田博幸,(美),青木孝文,リアルインパクト,Orpen,,ニアークティック系,12,6,5中1,8,未勝利*,ダ,1800,良,,内田,56.0,,9,72.7,7,1.5,15,13,13,10,7,38.65,38.8,5,ショウナンパトス
8,,15,コイオステソーロ,牡,3,518,- 4,- 4,4,8.6, ,106,8,57,,,菅原明良,(美),高木登,ナダル,"Smoke Glacken",,ネイティヴダンサー系,1,4,1中1,2,未勝利,ダ,1800,稍,,菅原,57.0,,5,16.4,5,0.9,3,1,1,1,1,37.25,41.6,6,サトノリシャール
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012406010805,2026.1.24,土,中山,1中8,5,,未勝利,芝,2200,C,4,良,晴,18,12:15,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ベストブラザーズ,牡,3,494,- 4,- 4,7,20.0, ,109,4,57,,*,木幡巧也,(美),辻哲英,キセキ,ハーツクライ,,ロイヤルチャージャー系,12,6,5中1,初,新馬,芝,2000,良,,津村,56.0,,4,15.8,6,1.2,14,13,13,11,8,37.33,35.2,6,ゴディアーモ
1,B,2,ウィロークリーク,牡,3,488,+ 4,+ 4,1,2.0, ,127,1,57,,,横山和生,(美),中舘英二,ラブリーデイ,フレンチデピュティ,,ニアークティック系,1,5,1中2,9,未勝利,芝,2000,良,B,横山,57.0,,1,2.9,2,0.2,4,2,2,2,1,36.47,36.2,9,イモータリス
2,,3,ゾネブルーム,牡,3,496,+ 8,+ 8,10,63.2, ,100,12,57,,*,荻野極,(美),矢嶋大樹,ヴァンゴッホ,コンデュイット,,ナスルーラ系,10,25,4東8,初,新馬,ダ,1600,稍,,石川,56.0,,7,24.0,8,2.4,6,,,13,15,37.92,36.8,5,ホウオウルクソール
2,,4,マイネルヴェーゼン,牡,3,462,+10,+10,5,13.4, ,100,12,57,,*,石橋脩,(美),相沢郁,ベンバトル,ステイゴールド,,ロイヤルチャージャー系,12,7,5中2,4,未勝利*,芝,1800,良,,石川,56.0,,6,8.6,8,0.5,4,12,10,11,11,37.55,34.3,2,テルケンレンスキー
3,,5,ウェイクフィールド,牡,3,482,-10,-10,3,11.4, ,101,10,57,,*,佐々木大,(美),嘉藤貴行,キズナ,マンハッタンカフェ,,ロイヤルチャージャー系,12,6,5名1,2,未勝利*,芝,2000,良,,小沢,56.0,,5,16.2,8,1.4,2,11,11,11,10,37.71,34.7,7,アクロフェイズ
3,,6,ラヴィニアパーク,牡,3,472,+ 4,+ 4,11,79.3, , 94,16,55,△,*,長浜鴻緒,(美),萩原清,ハービンジャー,ホワイトマズル,ニアークティック系,ニアークティック系,11,23,5東5,初,新馬,芝,2000,良,,戸崎,56.0,,3,5.5,11,1.3,1,,10,11,11,38.14,34.4,9,ノーブルサヴェージ
4,,7,キンググローリー,牡,3,474,+ 6,+ 6,6,17.4, ,107,5,57,,,菅原明良,(美),古賀慎明,ダノンプレミアム,"Duke of Marmalade",,ニアークティック系,1,5,1中2,12,未勝利,芝,2000,良,,菅原,57.0,,8,29.5,5,0.5,8,4,3,3,4,36.56,36.3,10,イモータリス
4,,8,モデレートゲイル,牡,3,512,+ 6,+ 6,8,20.6, ,103,8,57,,,吉田豊,(美),戸田博文,ドレフォン,ブライアンズタイム,,ロイヤルチャージャー系,11,24,5東6,3,未勝利*,芝,2000,良,,吉田,56.0,,7,48.9,5,0.7,12,,14,11,10,36.90,34.7,5,エムズビギン
5,,9,ノーブルスアーク,牝,3,442,+ 8,+ 8,14,148.4, , 88,18,55,,*,田辺裕信,(美),尾形和幸,シルバーステート,シンボリクリスエス,,ロイヤルチャージャー系,12,7,5中2,3,未勝利*,芝,1800,良,,小林,52.0,▲,9,51.7,14,1.9,10,8,12,14,14,37.90,35.0,7,テルケンレンスキー
5,,10,フォーチュンローズ,牝,3,462,+ 6,+ 6,4,11.9, ,115,3,55,,,津村明秀,(美),上原佑紀,ハービンジャー,タニノギムレット,ニアークティック系,ロイヤルチャージャー系,1,11,1中4,8,未勝利,芝,2200,良,,津村,55.0,,4,10.7,3,0.3,6,4,4,4,4,36.75,36.1,5,グランアルト
6,,11,スチールナイト,牡,3,462,+12,+12,18,557.6, , 91,17,57,,*,丸田恭介,(美),和田雄二,ヴァンセンヌ,サクラバクシンオー,,ナスルーラ系,1,11,1中4,7,未勝利,芝,2200,良,,西村,57.0,,--,,外,----,,,,,,,----,,グランアルト
6,,12,トーセンマジェスタ,牡,3,498,+ 8,+ 8,17,440.0, , 96,15,57,,,内田博幸,(美),池上昌和,Sottsass,Teofilo,,ニアークティック系,10,26,4東9,初,新馬,芝,1800,稍,,内田,56.0,,9,71.3,10,1.2,13,,11,11,10,38.20,34.4,8,ヴァリスマリネリス
7,,13,エクラドット,牡,3,522,+14,+14,13,118.8, ,102,9,57,,*,北村宏司,(美),西田雄一,アルアイン,"Lope de Vega",,,8,24,3新2,初,新馬,芝,2000,良,,荻野,55.0,,5,7.9,11,2.0,3,1,1,1,2,37.41,38.6,12,コスモエルヴァル
7,,14,ロイヤルヤマト,牡,3,450,+ 2,+ 2,12,116.3, ,100,12,54,▲,,佐藤翔馬,(美),伊藤圭三,フィエールマン,ハービンジャー,,ニアークティック系,12,14,5中4,6,未勝利*,芝,2000,稍,,佐藤,53.0,▲,9,22.8,8,2.3,10,13,13,9,8,37.46,37.9,10,ラージアンサンブル
7,,15,ファインブライト,牡,3,494,+ 2,+ 2,15,155.7, ,104,6,57,,*,大野拓弥,(美),佐藤吉勝,アジアエクスプレス,スペシャルウィーク,,ロイヤルチャージャー系,12,27,5中7,4,未勝利*,芝,2000,良,,杉原,56.0,,13,216.6,5,0.4,14,8,8,7,4,36.73,36.6,8,ポッドクロス
