レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010701,2026.1.18,日,中山,1中7,1,,未勝利,ダート,1200,,2,良,晴,16,10:05,,馬齢,３歳
8,,16,ステキサプライズ,牡,3,432,- 2,- 2,10,137.8, , 92,11,57,,*,木幡初也,(美),粕谷昌央,ゴールドシップ,ショウナンカンプ,,ナスルーラ系,12,21,5中6,12,未勝利*,芝,1600,重,,原優,56.0,,10,60.8,14,3.5,13,,3,4,4,35.40,39.1,15,ジッピーチューン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010702,2026.1.18,日,中山,1中7,2,,未勝利,ダート,1800,,4,良,晴,16,10:35,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,イサチルクイーン,牝,3,472,+ 6,+ 6,1,2.7, ,116,1,55,,,木幡初也,(美),竹内正洋,リオンディーズ,シンボリクリスエス,,ロイヤルチャージャー系,1,5,1中2,4,未勝利・牝,ダ,1800,稍,,木幡,55.0,,2,3.7,2,0.6,2,1,1,1,2,38.00,41.2,5,ラングドシャ
1,,2,ローズプリンセス,牝,3,448,+ 4,+ 4,2,5.0, ,114,2,55,,,荻野極,(美),上原佑紀,ロジャーバローズ,タイキシャトル,,ロイヤルチャージャー系,11,22,3福5,4,未勝利*,芝,1800,良,,荻野,55.0,,1,4.2,5,0.6,2,2,2,2,2,36.35,36.0,9,アロンソア
2,,3,タートルインメイ,牝,3,480,-10,-10,9,44.0, ,104,4,55,,,松岡正海,(美),奥平雅士,ロージズインメイ,タートルボウル,ロイヤルチャージャー系,ニアークティック系,11,8,5東1,2,未勝利・牝*,ダ,1600,良,,松岡,55.0,,4,42.2,9,3.2,6,,,6,6,37.14,39.9,12,アンディラメナ
2,,4,レイナロハルンバ,牝,3,410,- 6,- 6,16,483.8, , 84,15,52,▲,*,石田拓郎,(美),加藤和宏,ウインブライト,"Red Ransom",,ロイヤルチャージャー系,1,5,1中2,14,未勝利・牝,ダ,1800,稍,,長浜,53.0,△,13,160.6,16,4.7,13,3,3,7,11,38.60,44.1,16,ラングドシャ
3,,5,ピアス,牝,3,460,-18,-18,3,5.1, ,104,4,55,,,石橋脩,(美),森一誠,キセキ,"Richly Blended",,ネイティヴダンサー系,11,9,5東2,3,未勝利*,芝,1800,良,,石橋,55.0,,8,56.2,5,0.7,6,,3,4,2,36.10,35.6,9,ラディアントスター
3,,6,デルマホダカ,牝,3,490,+ 6,+ 6,7,13.9, , 93,10,55,,,菊沢一樹,(美),菊沢隆徳,ブリックスアンドモルタル,ホワイトマズル,,ニアークティック系,12,28,5中8,初,新馬,芝,2000,良,,菊沢,55.0,,17,266.8,8,0.9,15,10,12,10,12,38.01,35.8,6,コンジェスタス
4,,7,サラサチャチャチャ,牝,3,466,- 2,- 2,10,51.1, ,103,7,55,,,江田照男,(美),田中剛,ダノンスマッシュ,"High Yield",,ニアークティック系,12,28,5中8,4,未勝利*,ダ,1800,良,,江田,55.0,,8,110.1,8,1.5,12,2,2,3,4,38.65,41.1,10,タイセツナヒ
4,,8,エイシンイクサボシ,牝,3,462,- 2,- 2,8,23.9, , 96,9,55,,,木幡育也,(美),勢司和浩,エイシンヒカリ,"Unbridled's Song",,ネイティヴダンサー系,9,21,4中7,5,未勝利*,芝,1800,良,,木幡,55.0,,5,47.6,9,2.9,10,7,7,7,7,37.50,37.3,9,パントルナイーフ
5,,9,コスモシュンライ,牝,3,448,  0,0,11,86.9, , 91,11,55,,*,丹内祐次,(美),稲垣幸雄,サンダースノー,Bertolini,,ニアークティック系,10,26,4新4,初,新馬,芝,1600,稍,,丸山,55.0,,17,148.1,14,2.0,6,,,7,6,38.64,35.3,14,オーライカモン
5,,10,バオシェテンシ,牝,3,438,-10,-10,12,89.0, , 87,13,55,,*,内田博幸,(美),加藤和宏,サンダースノー,クロフネ,,ニアークティック系,11,29,5東7,3,未勝利*,芝,1400,良,,吉田,55.0,,16,479.8,16,1.7,12,,,13,13,36.23,35.1,14,アグネスクレスト
6,,11,アルデバローズ,牝,3,456,+10,+10,6,13.5, , 99,8,55,,,菅原明良,(美),矢野英一,ダノンスマッシュ,ブライアンズタイム,,ロイヤルチャージャー系,10,26,4東9,連,未勝利*,ダ,1400,不,,菅原,55.0,,2,5.5,11,2.5,5,,,11,12,37.43,38.1,10,エスシーレイジュ
6,,12,ゲンパチミスティ,牝,3,466,- 8,- 8,15,192.6, , 85,14,52,▲,*,水沼元輝,(美),西田雄一,コントレイル,"Into Mischief",,,10,26,4東9,初,新馬,芝,1800,稍,,大野,55.0,,12,87.8,16,5.4,11,,14,14,15,39.10,36.8,16,ヴァリスマリネリス
7,,13,クイーンズホリデー,牝,3,480,- 6,- 6,4,7.6, ,108,3,52,▲,,舟山瑠泉,(美),林徹,オルフェーヴル,キングカメハメハ,,ネイティヴダンサー系,1,11,1中4,5,未勝利・牝,ダ,1800,良,,舟山,52.0,▲,7,34.0,5,1.5,7,4,5,3,4,38.90,40.6,7,ノーブルクラウド
7,,14,レヴェンドール,牝,3,454,- 6,- 6,5,11.6, ,104,4,55,,,野中悠太,(美),柄崎将寿,カレンブラックヒル,ハードスパン,,,10,5,4東2,10,未勝利*,芝,1400,良,,野中,55.0,,5,6.4,8,0.8,7,,,10,9,35.93,34.5,8,フェーダーローター
8,,15,ルベライトテソーロ,牝,3,410,- 6,- 6,14,186.7, , 83,16,55,,,原優介,(美),武市康男,フィエールマン,Violence,,,1,4,1中1,初,新馬,芝,2000,良,,原優,55.0,,17,99.3,16,3.1,11,9,9,10,12,38.27,37.8,16,トップオブザライン
8,,16,ライブリピュア,牝,3,454,- 2,- 2,13,178.3, , 89,12,55,,,小林凌大,(美),尾形和幸,クリエイター2,プリサイスエンド,,ネイティヴダンサー系,1,5,1中2,6,未勝利・牝,ダ,1800,稍,,小林,55.0,,14,196.3,11,3.1,11,14,14,14,13,38.90,41.9,10,ラングドシャ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010703,2026.1.18,日,中山,1中7,3,,未勝利,ダート,1800,,4,良,晴,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,チェストー,牡,3,464,+10,+10,8,54.6, , 94,11,53,★,,谷原柚希,(美),土田稔,レッドファルクス,フリオーソ,,ロイヤルチャージャー系,12,28,5中8,20,未勝利*,ダ,1200,良,,谷原,52.0,★,14,239.9,6,0.9,15,,,15,15,36.40,37.6,1,ピュール
2,,2,アラビアンドリーム,牡,3,496,- 2,- 2,3,4.8, ,115,3,57,,*,横山和生,(美),栗田徹,ゴールドドリーム,シンボリクリスエス,,ロイヤルチャージャー系,1,4,1中1,3,未勝利,ダ,1800,稍,,横山,57.0,,1,2.7,6,1.3,1,2,2,2,2,37.30,41.9,8,サトノリシャール
3,,3,グスタフ,牡,3,490,+ 2,+ 2,11,258.9, , 95,10,54,▲,*,遠藤汰月,(美),大和田成,クリソベリル,フレンチデピュティ,,ニアークティック系,12,27,5中7,2,未勝利*,ダ,1800,稍,,横山,56.0,,10,43.6,12,3.5,9,10,11,12,11,38.75,40.6,11,パッセージピーク
4,B,4,クルスデルスール,牡,3,472,- 4,- 4,13,728.7, , 88,12,57,,,木幡育也,(美),松永康利,ベストウォーリア,Pivotal,,ニアークティック系,1,12,1中5,4,未勝利,ダ,1800,良,B,木幡,57.0,,16,742.8,13,4.6,16,14,14,16,16,38.75,43.3,12,ジェイエルモーダル
4,,5,ベルウッドバイオ,牡,3,480,+ 4,+ 4,6,35.5, , 98,6,57,,,吉田豊,(美),高橋文雅,ダノンスマッシュ,ハーツクライ,,ロイヤルチャージャー系,12,20,5中5,3,未勝利*,芝,1800,良,,吉田,56.0,,14,203.0,7,1.2,15,9,9,9,9,36.90,35.0,5,ミスターライト
5,,6,フロステリオン,牡,3,446,+ 4,+ 4,10,242.4, , 86,13,57,,,菊沢一樹,(美),萱野浩二,ディープブリランテ,ダンカーク,ロイヤルチャージャー系,,10,12,4東4,2,未勝利*,芝,2000,良,,菊沢,56.0,,10,217.6,9,1.7,8,,8,9,7,36.94,35.5,7,チャリングクロス
5,,7,ジェネラスキング,牡,3,480,- 2,- 2,4,7.6, ,109,4,57,,,佐々木大,(美),久保田貴,ルーラーシップ,ゴールドアリュール,ネイティヴダンサー系,ロイヤルチャージャー系,12,28,5中8,初,新馬,ダ,1800,良,,佐々,56.0,,10,51.3,2,1.4,2,9,9,8,3,38.85,39.4,2,クラウトロック
6,,8,パラダイスフェイス,牡,3,504,- 2,- 2,2,2.9, ,116,2,57,,,丸山元気,(美),牧光二,エスポワールシチー,"Distorted Humor",,ネイティヴダンサー系,1,4,1中1,3,未勝利,ダ,1800,稍,,丸山,57.0,,6,20.9,2,0.0,6,9,9,8,5,37.60,40.0,1,サトノリシャール
6,,9,サイモフェーン,牡,3,486,- 4,- 4,1,2.3, ,120,1,57,,,ルメール,(美),高木登,クリソベリル,"Honor Code",,,12,28,5中8,3,未勝利*,ダ,1800,良,,ルメ,56.0,,1,1.3,3,0.7,1,5,5,4,7,38.80,40.0,5,タイセツナヒ
7,,10,フライデイゼーン,牡,3,460,+ 6,+ 6,7,36.3, , 98,6,57,,*,木幡巧也,(美),岩戸孝樹,モズアスコット,オルフェーヴル,,,10,11,4東3,初,新馬,ダ,1400,稍,,丹内,56.0,,5,10.6,12,4.5,9,,,16,16,38.78,38.2,7,ウィッキドピケット
7,,11,ツインドライヴ,牡,3,520,+10,+10,5,19.6, , 97,9,54,▲,,石田拓郎,(美),新開幸一,ブリックスアンドモルタル,"Seattle Fitz",,,11,2,4東B,初,新馬,芝,2000,良,,石田,53.0,▲,7,52.5,6,0.8,9,,2,2,2,38.49,34.6,8,アローメタル
8,,12,ヨドノヒロイン,牝,3,482,  0,0,9,137.9, ,102,5,55,,*,丸田恭介,(美),武市康男,マジェスティックウォリアー,タイキシャトル,,ロイヤルチャージャー系,1,12,1中5,初,新馬,ダ,1200,良,,長浜,53.0,△,2,5.7,12,2.2,9,,,12,12,37.70,38.4,8,スローモーション
8,,13,ディレクティオ,牝,3,446,- 4,- 4,12,515.0, , 98,6,55,,,丹内祐次,(美),金成貴史,ニューイヤーズデイ,ハーツクライ,,ロイヤルチャージャー系,1,5,1中2,12,未勝利・牝,ダ,1800,稍,,丹内,55.0,,8,24.5,10,3.0,6,12,12,9,11,38.65,42.3,11,ラングドシャ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010704,2026.1.18,日,中山,1中7,4,,未勝利,障害(直線ダ),2880,,,良,晴,14,11:35,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,カイコウ,セ,5,474,+ 6,+ 6,2,3.4, ,111,3,60,,,五十嵐雄,(美),田島俊明,スクリーンヒーロー,エンパイアメーカー,ロイヤルチャージャー系,ネイティヴダンサー系,10,18,3京6,13,障害未勝利,障ダ,2910,良,,五十,60.0,,4,8.7,2,0.7,3,2,2,1,2,,13.7,,ホウオウプレシャス
2,,2,アニージョ,セ,7,538,+20,+20,11,160.7, , 97,11,60,,,草野太郎,(美),畠山吉宏,ケープブランコ,ゴールドアリュール,,ロイヤルチャージャー系,5,25,1新8,4,障害未勝利,障芝,2890,稍,,草野,60.0,,6,25.5,11,6.8,7,11,9,8,11,,13.9,,トゥラッタッタ
3,,3,ネイチャーシップ,牡,8,518,+ 6,+ 6,6,10.8, ,109,6,60,,*,高田潤,(美),根本康広,ゴールドシップ,アルデバラン2,,ネイティヴダンサー系,12,21,5中6,3,障害未勝利,障ダ,2880,重,,大江,60.0,,4,5.1,7,4.1,3,10,10,8,6,,13.9,,ダノンロッキー
3,,4,サトノエピック,牡,5,538,+ 6,+ 6,5,9.9, , 95,12,60,,*,上野翔,(美),国枝栄,キタサンブラック,"Bellamy Road",,その他のエクリプス系,10,19,4東7,17,ブラジＨ(L),ダ,2100,良,,原優,56.0,,10,36.5,12,5.3,10,2,2,2,2,37.28,42.3,12,アピーリングルック
4,,5,プレミアブルー,牡,4,472,+24,+24,13,245.8, ,103,7,59,,*,中村将之,(美),菊川正達,トーセンラー,マヤノトップガン,,ロイヤルチャージャー系,8,23,3新1,3,未勝利,芝,1600,良,,石神,54.0,▲,8,30.8,8,1.4,8,,,13,16,37.44,33.7,6,ミッキーソルジャー
4,,6,ワカムシャ,牡,4,500,+ 8,+ 8,9,56.9, ,101,9,59,,*,伴啓太,(美),矢野英一,バゴ,ヴィクトワールピサ,ナスルーラ系,ロイヤルチャージャー系,10,13,4東5,2,障害未勝利,障ダ,3000,良,,大江,58.0,,10,83.4,5,2.9,13,5,5,6,6,,13.6,,ジーティーオウジャ
5,,7,アスクオンディープ,セ,7,492,  0,0,1,3.1, ,116,1,60,,,小牧加矢,(栗),前川恭子,ディープインパクト,Curlin,ロイヤルチャージャー系,ネイティヴダンサー系,12,7,5中2,3,障害未勝利,障ダ,2880,良,,小牧,60.0,,2,3.5,2,0.6,7,4,4,4,3,,14.0,,テーオーリカード
5,,8,ビッグショータイム,牡,5,506,+ 8,+ 8,12,231.9, , 83,14,60,,*,江田勇亮,(美),土田稔,ワールドエース,キングカメハメハ,,ネイティヴダンサー系,12,13,5阪3,28,障害未勝利,障ダ,2970,良,,石神,60.0,,11,144.8,12,16.0,12,12,12,12,12,,14.9,,ロードリベラシオン
6,,9,リードアクトレス,牝,5,492,  0,0,10,83.4, , 99,10,58,,,小野寺祐,(栗),安達昭夫,マジェスティックウォリアー,シンボリクリスエス,,ロイヤルチャージャー系,12,14,5中4,6,障害未勝利,障ダ,2880,稍,,小野,58.0,,6,18.7,10,6.0,4,9,9,10,9,,14.2,,ゴールデンスロープ
6,,10,コスモアミマネラ,牡,5,494,- 4,- 4,4,5.9, ,103,7,60,,*,石神深一,(美),柄崎将寿,"Study of Man","New Approach",,ニアークティック系,12,21,5中6,7,障害未勝利,障ダ,2880,重,,小坂,60.0,,11,61.9,4,2.5,11,10,10,4,3,,13.8,,ダノンロッキー
7,,11,ビジューブリランテ,セ,8,498,+ 4,+ 4,3,5.3, ,112,2,57,▲,,坂口智康,(美),浅利英明,ディープブリランテ,ディープスカイ,ロイヤルチャージャー系,ロイヤルチャージャー系,11,22,3福5,16,障害未勝利,障芝,2770,良,,坂口,57.0,▲,5,15.6,2,0.6,9,4,4,3,3,,13.1,,マルベリーシチー
7,,12,ゴールデンステップ,牝,5,496,+ 2,+ 2,8,50.4, ,110,5,58,,,金子光希,(美),和田勇介,ブリックスアンドモルタル,トーセンダンス,,ロイヤルチャージャー系,12,14,5中4,11,障害未勝利,障ダ,2880,稍,,金子,58.0,,3,6.8,6,2.6,5,10,9,6,6,,13.9,,ゴールデンスロープ
8,,13,サダージ,牝,5,464,+18,+18,14,280.0, , 84,13,57,▲,*,水沼元輝,(美),萱野浩二,シュヴァルグラン,Tamayuz,,ネイティヴダンサー系,11,22,3福5,14,福島放送･2勝,ダ,1150,良,,石田,56.0,,15,229.8,14,2.1,13,,,16,16,37.09,36.8,1,ルージュアズライト
8,,14,クリアクォーツ,牡,4,476,  0,0,7,36.7, ,111,3,59,,,大江原圭,(美),的場均,タワーオブロンドン,アグネスデジタル,,ネイティヴダンサー系,12,28,5阪8,4,障害未勝利,障ダ,2970,良,,大江,58.0,,4,10.0,3,1.2,3,9,8,4,2,,13.9,,ナックエルドラド
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010705,2026.1.18,日,中山,1中7,5,,新馬,芝,1600,C,3,良,晴,16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ウインアプローチ,牡,3,444,,,1,3.1, ,  0,,57,,,松岡正海,(美),畠山吉宏,ウインブライト,ロージズインメイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,ピコブロッサム,牝,3,474,,,10,71.7, ,  0,,50,▲,,石神深道,(美),伊藤大士,"Ocean Park","Toorak Toff",,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,キタノボストン,セ,3,438,,,15,258.4, ,  0,,57,,,岩部純二,(美),伊藤伸一,ファインニードル,バゴ,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,ティーナ,牝,3,454,,,16,300.6, ,  0,,55,,,杉原誠人,(美),池上昌和,Earthlight,Dabirsim,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ターンザテーブルス,牝,3,416,,,7,21.6, ,  0,,52,▲,,小林美駒,(美),西田雄一,ポエティックフレア,ディープブリランテ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,ダノンケリー,牝,3,404,,,3,5.1, ,  0,,55,,,横山武史,(美),尾関知人,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,グンバイ,牡,3,480,,,5,16.4, ,  0,,57,,,高杉吏麒,(栗),高橋一哉,ジャスタウェイ,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,サンプレクス,牡,3,422,,,4,6.4, ,  0,,57,,,石川裕紀,(美),大竹正博,シルバーステート,スクリーンヒーロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,チャリティチャリス,牡,3,474,,,12,89.3, ,  0,,57,,,荻野極,(美),浅利英明,ブリックスアンドモルタル,Manduro,,その他のエクリプス系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,ヤジロベエバランス,牝,3,398,,,11,78.0, ,  0,,52,▲,,遠藤汰月,(美),岩戸孝樹,ディーマジェスティ,ヨハネスブルグ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,11,ジンカイト,牡,3,476,,,2,3.1, ,  0,,57,,,佐々木大,(美),堀宣行,キタサンブラック,"Harlan's Holiday",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,カムオンオーバー,牝,3,460,,,9,37.7, ,  0,,55,,,菱田裕二,(美),斎藤誠,エピファネイア,"Declaration of War",,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,オラロア,牡,3,520,,,6,21.3, ,  0,,57,,,斎藤新,(栗),西園翔太,マインドユアビスケッツ,ブラックタイド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,ドロワ,牡,3,496,,,13,138.5, ,  0,,54,▲,,舟山瑠泉,(美),田中博康,シルバーステート,Anodin,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,トリトマフロックス,牝,3,424,,,14,170.3, ,  0,,50,▲,,石田拓郎,(美),伊藤大士,Maurice,"Tale of the Cat",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,スピニンググローブ,牡,3,492,,,8,28.4, ,  0,,57,,,丹内祐次,(美),黒岩陽一,サートゥルナーリア,ゼンノロブロイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026011806010706,2026.1.18,日,中山,1中7,6,,1勝,ダート,1800,,4,良,晴,16,12:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,テイラーテソーロ,牡,5,492,- 4,- 4,13,310.0, , 94,13,58,,,佐々木大,(美),菊川正達,ヴィクトワールピサ,"Invincible Spirit",ロイヤルチャージャー系,ニアークティック系,12,28,5中8,9,１勝ｸﾗｽ,ダ,1200,良,,佐々,58.0,,14,163.6,10,1.6,14,,,12,12,35.40,38.2,9,タイセイルヴァン
