レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026013105010101,2026.1.31,土,東京,1東1,1,,未勝利,ダート,1400,,2,良,晴,16,10:05,牝,馬齢,３歳
2026013105010103,2026.1.31,土,東京,1東1,3,,未勝利,ダート,1600,,2,良,晴,16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アラクラン,牡,3,506,+ 8,+ 8,5,15.1, ,103,8,57,,*,杉原誠人,(美),田村康仁,リアルスティール,Monsun,,その他のエクリプス系,11,1,4東A,3,未勝利*,ダ,1600,不,,北村,56.0,,7,33.2,7,1.0,4,,,3,2,35.40,38.0,10,アルカディアカフェ
2,,2,タイキブリッツェン,牡,3,492,+ 2,+ 2,2,5.2, ,109,5,57,,,三浦皇成,(美),伊藤圭三,モズアスコット,ゴールドアリュール,,ロイヤルチャージャー系,11,29,5東7,2,未勝利*,ダ,1600,良,,三浦,56.0,,1,3.8,9,1.7,5,,,5,5,37.14,39.2,12,セントゴーデンス
2,,3,キセログラフィカ,牡,3,514,+ 4,+ 4,3,5.5, ,116,2,57,,,横山武史,(美),大和田成,ナダル,カネヒキリ,,ロイヤルチャージャー系,1,5,1中2,4,未勝利,ダ,1800,稍,,横山,57.0,,2,4.2,3,0.4,2,3,2,3,3,38.25,39.8,2,カフェラジェム
3,,4,ネイティヴプライド,牡,3,478,+ 2,+ 2,8,43.2, ,111,4,57,,,菅原明良,(美),高木登,クリソベリル,キングカメハメハ,,ネイティヴダンサー系,1,11,1中4,2,未勝利,ダ,1800,良,,菅原,57.0,,5,25.1,5,2.7,4,5,5,3,4,38.00,42.2,9,ファイタージェット
3,,5,ヴェントベローチェ,牡,3,472,+ 8,+ 8,10,60.6, , 96,11,57,,*,木幡巧也,(美),勢司和浩,ダノンプレミアム,ヘニーヒューズ,,,12,13,5中3,5,未勝利*,芝,1600,良,,北村,56.0,,8,60.1,12,1.8,16,,15,15,14,36.36,35.0,4,バルボアパーク
4,,6,ティラーノ,牡,3,466,- 2,- 2,9,57.7, ,108,6,57,,,佐々木大,(美),小手川準,ゴールドシップ,バトルプラン,,ネイティヴダンサー系,1,10,1中3,7,未勝利,ダ,1800,良,,佐々,57.0,,6,15.5,5,1.1,4,3,3,5,5,38.30,40.9,8,ベルウッドピース
4,,7,ミスターキャンベラ,牡,3,518,  0,0,1,1.9, ,122,1,57,,,戸崎圭太,(美),稲垣幸雄,クリソベリル,エンパイアメーカー,,ネイティヴダンサー系,1,11,1中4,3,未勝利,ダ,1800,良,,戸崎,57.0,,1,2.0,2,0.9,2,2,2,2,2,37.75,40.9,4,ファイタージェット
5,,8,グスク,牡,3,482,,,11,126.4, ,  0,,57,,,柴田大知,(美),辻哲英,ディスクリートキャット,ハードスパン,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,アイアムアッパレ,牡,3,508,  0,0,12,136.2, ,102,9,57,,,柴田善臣,(美),奥平雅士,リオンディーズ,クロフネ,,ニアークティック系,1,11,1中4,4,未勝利,ダ,1800,良,,柴田,57.0,,10,136.5,7,2.8,10,14,14,10,8,38.35,41.6,7,ファイタージェット
6,,10,ケンブリッジルプス,牡,3,492,+ 4,+ 4,15,685.1, , 85,14,54,▲,*,佐藤翔馬,(美),萱野浩二,ミッキーグローリー,ジャングルポケット,,ナスルーラ系,1,11,1中4,6,未勝利,ダ,1200,良,,岩部,57.0,,16,440.6,14,2.1,16,,,14,14,38.20,37.8,3,ゼファーテソーロ
6,,11,スティールヴォーグ,牡,3,458,+ 4,+ 4,6,25.8, ,108,6,57,,*,キング,(美),田村康仁,モズアスコット,キングカメハメハ,,ネイティヴダンサー系,12,13,5中3,初,新馬,ダ,1800,良,,内田,56.0,,7,15.3,3,1.9,10,1,1,1,1,38.65,40.9,6,タイセイエムロード
7,,12,ライカ,牡,3,442,- 2,- 2,7,26.0, ,101,10,57,,,大野拓弥,(美),杉浦宏昭,サンダースノー,ネオユニヴァース,,ロイヤルチャージャー系,12,27,5中7,4,未勝利*,ダ,1800,稍,,大野,56.0,,9,23.2,7,2.2,5,7,5,6,7,38.40,40.0,8,パッセージピーク
7,,13,フォルナカリア,牡,3,494,+16,+16,4,7.0, ,115,3,57,,*,岩田康誠,(美),栗田徹,サートゥルナーリア,アグネスタキオン,,ロイヤルチャージャー系,9,20,4中6,初,新馬,芝,1600,良,,ルメ,55.0,,2,4.9,7,0.3,2,,4,4,4,36.42,34.4,8,サンブライト
8,,14,カミノテイオー,牡,3,482,+ 6,+ 6,14,481.1, , 91,13,55,△,*,長浜鴻緒,(美),奥平雅士,タリスマニック,ゴールドアリュール,,ロイヤルチャージャー系,12,13,5中3,11,未勝利*,ダ,1800,良,,小林,56.0,,14,606.0,11,2.5,14,12,11,9,11,39.00,40.6,9,ガンダ
8,,15,ブレイブシュガー,牡,3,474,+10,+10,13,354.3, , 96,11,57,,*,吉田豊,(美),高橋文雅,ミスチヴィアスアレックス,ブラックタイド,,ロイヤルチャージャー系,12,28,5中8,初,新馬,ダ,1800,良,,長浜,54.0,△,11,65.0,9,5.4,14,9,9,11,11,39.20,42.7,10,クラウトロック
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026013105010104,2026.1.31,土,東京,1東1,4,,新馬,ダート,1400,,2,良,晴,16,11:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アトミックブレス,牡,3,518,,,1,2.2, ,  0,,57,,,戸崎圭太,(美),加藤征弘,カレンブラックヒル,ファルブラヴ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,マイラバーズ,牝,3,480,,,10,58.5, ,  0,,55,,,岡村健司,(栗),角田晃一,モズアスコット,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,イゲマジャ,牡,3,474,,,15,176.4, ,  0,,54,▲,,佐藤翔馬,(美),清水英克,キセキ,マツリダゴッホ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,ミツカネルナ,牝,3,392,,,11,98.3, ,  0,,55,,,杉原誠人,(美),鈴木伸尋,ミッキーロケット,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,アリハム,牡,3,488,,,2,3.0, ,  0,,57,,,ルメール,(栗),武幸四郎,ナダル,ゼンノロブロイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,カワイクテゴメン,牝,3,464,,,6,27.3, ,  0,,53,△,,長浜鴻緒,(美),田中勝春,Australia,Dundeel,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,ルスト,牡,3,442,,,12,113.4, ,  0,,57,,,木幡初也,(美),堀内岳志,ダノンスマッシュ,Mineshaft,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,イッツオンリーラブ,牝,3,388,,,13,161.7, ,  0,,55,,,伊藤工真,(美),中川公成,カリフォルニアクローム,Dubawi,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ジーティーミュウ,牝,3,392,,,16,234.5, ,  0,,52,▲,,上里直汰,(美),柄崎将寿,ノーブルミッション,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,デスサイズ,牡,3,466,,,3,4.4, ,  0,,57,,,石川裕紀,(美),小手川準,シスキン,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,ユキノグラス,牡,3,450,,,4,17.8, ,  0,,57,,,佐々木大,(美),小笠倫弘,サンダースノー,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ヴェロシスタ,牡,3,482,,,7,33.2, ,  0,,57,,,木幡巧也,(美),池上昌和,ファインニードル,タートルボウル,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,イアソンテソーロ,牡,3,484,,,5,22.7, ,  0,,57,,,小林脩斗,(美),高橋文雅,シュヴァルグラン,"Mizzen Mast",,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,ガビーズメロディ,牡,3,470,,,8,38.7, ,  0,,57,,,吉田豊,(美),伊坂重信,ミスターメロディ,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,ヤマトスイフト,牝,3,486,,,9,51.9, ,  0,,55,,,大野拓弥,(美),田村康仁,タワーオブロンドン,ドゥラメンテ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,ジーティーヒラリ,牝,3,414,,,14,174.6, ,  0,,55,,,木幡育也,(美),加藤和宏,リアルスティール,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026013105010105,2026.1.31,土,東京,1東1,5,,新馬,芝,1800,D,2,良,晴,16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アビヤント,牡,3,508,,,11,56.4, ,  0,,57,,,三浦皇成,(美),鹿戸雄一,モーリス,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,プリヴィマーク,牡,3,444,,,12,79.3, ,  0,,57,,,ハマーハ,(美),池上昌和,バゴ,ディープインパクト,ナスルーラ系,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,リッツパーティー,牡,3,494,,,7,20.5, ,  0,,57,,,柴田善臣,(美),岩戸孝樹,ミッキーロケット,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,スワーヴマルス,牡,3,476,,,6,19.2, ,  0,,57,,,戸崎圭太,(美),田中博康,キタサンブラック,アドマイヤムーン,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ダイヤモンドパレス,牝,3,424,,,4,14.0, ,  0,,55,,,津村明秀,(美),手塚貴久,サトノダイヤモンド,"Royal Anthem",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,シェリーシュシュ,牝,3,450,,,8,25.5, ,  0,,55,,,丸田恭介,(美),大竹正博,ゴールドシップ,ジャスタウェイ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,ウイルソン,牡,3,484,,,2,3.8, ,  0,,57,,,松山弘平,(栗),杉山晴紀,コントレイル,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,マーゴットドライ,セ,3,438,,,3,11.9, ,  0,,57,,,木幡巧也,(美),伊坂重信,スワーヴリチャード,Generous,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,アデルバローズ,牝,3,358,,,16,209.0, ,  0,,55,,,大野拓弥,(美),森一誠,レイデオロ,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,ドナディクオーレ,牝,3,372,,,10,52.6, ,  0,,55,,,荻野極,(美),上原佑紀,ブリックスアンドモルタル,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,ティフェルテ,牝,3,454,,,14,119.0, ,  0,,55,,,武藤雅,(美),戸田博文,リアルスティール,"Roman Ruler",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ダイナマイトメロン,牝,3,468,,,15,180.8, ,  0,,55,,,杉原誠人,(美),伊藤大士,ルーラーシップ,ハーツクライ,ネイティヴダンサー系,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,マスアンジュ,牝,3,430,,,13,117.6, ,  0,,55,,,西村淳也,(美),萩原清,ラブリーデイ,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,クイーンザノリピー,牝,3,476,,,9,41.1, ,  0,,55,,,横山典弘,(栗),千田輝彦,サトノダイヤモンド,Theatrical,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,コンティ,牝,3,480,,,1,1.8, ,  0,,55,,,ルメール,(美),黒岩陽一,キズナ,"Jump Start",,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,アマンヘセル,牝,3,470,,,5,15.3, ,  0,,53,△,,長浜鴻緒,(美),蛯名正義,キズナ,"Tiz Wonderful",,マンノウォー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026013105010106,2026.1.31,土,東京,1東1,6,,未勝利,芝,1600,D,2,良,晴,16,13:00,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,リッチリーエコー,牝,3,396,- 6,- 6,15,539.1, , 83,15,55,,,柴田大知,(美),上原博之,スワーヴリチャード,ロージズインメイ,,ロイヤルチャージャー系,12,13,5中3,2,未勝利*,芝,1600,良,,柴田,55.0,,16,900.4,13,2.0,11,,14,14,14,36.24,35.4,10,バルボアパーク
1,,2,トランスマーレ,牝,3,450,  0,0,4,12.1, ,112,5,55,,,横山武史,(美),高柳瑞樹,エピファネイア,"Bellamy Road",,その他のエクリプス系,11,9,5東2,12,未勝利・牝*,芝,1600,良,,横山,55.0,,3,8.0,4,0.4,1,,,12,12,36.96,33.7,1,マカレイ
2,,3,モンサンドール,牝,3,394,- 6,- 6,11,229.1, ,101,10,55,,,木幡巧也,(美),牧光二,イスラボニータ,ロードカナロア,,,11,23,5東5,7,未勝利*,芝,1600,良,,木幡,55.0,,10,85.4,8,1.4,17,,,10,9,36.24,34.9,9,ピエドゥラパン
